sec,d ms,r.init,r.init was invoked (a)
3.840,2.810,Mainline,Ending state machine pass of arcTowardsBeacon
3.841,1.075,Mainline,Beginning state machine pass 1
3.842,0.614,robot,bettermove powers are fl:fr:bl:br, 0.47, 0.99, 0.48, 1.00
3.843,1.168,Mainline,Ending state machine pass of arcTowardsBeacon
3.844,0.548,Mainline,Beginning state machine pass 1
3.845,0.779,robot,bettermove powers are fl:fr:bl:br, 0.47, 0.99, 0.48, 1.00
3.846,1.098,Mainline,Ending state machine pass of arcTowardsBeacon
3.846,0.599,Mainline,Beginning state machine pass 1
3.847,0.637,robot,bettermove powers are fl:fr:bl:br, 0.47, 0.99, 0.48, 1.00
3.848,1.437,Mainline,Ending state machine pass of arcTowardsBeacon
3.849,0.678,Mainline,Beginning state machine pass 1
3.850,0.857,robot,bettermove powers are fl:fr:bl:br, 0.47, 0.99, 0.48, 1.00
3.851,1.475,Mainline,Ending state machine pass of arcTowardsBeacon
3.852,0.606,Mainline,Beginning state machine pass 1
3.853,0.567,robot,bettermove powers are fl:fr:bl:br, 0.47, 0.99, 0.48, 1.00
3.854,1.210,Mainline,Ending state machine pass of arcTowardsBeacon
3.854,0.593,Mainline,Beginning state machine pass 1
3.856,1.795,robot,bettermove powers are fl:fr:bl:br, 0.47, 0.99, 0.48, 1.00
3.860,3.445,Mainline,Ending state machine pass of arcTowardsBeacon
3.862,2.425,Mainline,Beginning state machine pass 1
3.863,1.317,robot,bettermove powers are fl:fr:bl:br, 0.47, 1.00, 0.48, 0.99
3.895,31.593,Mainline,Ending state machine pass of arcTowardsBeacon
3.896,1.230,Mainline,Beginning state machine pass 1
3.898,1.618,robot,bettermove powers are fl:fr:bl:br, 0.47, 0.99, 0.47, 1.00
3.950,52.756,Mainline,Ending state machine pass of arcTowardsBeacon
3.951,0.803,Mainline,Beginning state machine pass 1
3.952,0.619,robot,bettermove powers are fl:fr:bl:br, 0.47, 0.99, 0.47, 1.00
3.955,3.332,Mainline,Ending state machine pass of arcTowardsBeacon
3.956,0.624,Mainline,Beginning state machine pass 1
3.957,0.999,robot,bettermove powers are fl:fr:bl:br, 0.47, 0.99, 0.47, 1.00
3.958,1.507,Mainline,Ending state machine pass of arcTowardsBeacon
3.959,0.648,Mainline,Beginning state machine pass 1
3.960,0.525,robot,bettermove powers are fl:fr:bl:br, 0.47, 0.99, 0.47, 1.00
3.961,1.645,Mainline,Ending state machine pass of arcTowardsBeacon
3.962,0.681,Mainline,Beginning state machine pass 1
3.963,0.716,robot,bettermove powers are fl:fr:bl:br, 0.47, 0.99, 0.47, 1.00
3.964,1.251,Mainline,Ending state machine pass of arcTowardsBeacon
3.965,0.771,Mainline,Beginning state machine pass 1
3.965,0.584,robot,bettermove powers are fl:fr:bl:br, 0.47, 0.99, 0.47, 1.00
3.967,1.426,Mainline,Ending state machine pass of arcTowardsBeacon
3.967,0.659,Mainline,Beginning state machine pass 1
3.968,0.849,robot,bettermove powers are fl:fr:bl:br, 0.47, 0.99, 0.47, 1.00
3.969,1.208,Mainline,Ending state machine pass of arcTowardsBeacon
3.970,0.892,Mainline,Beginning state machine pass 1
3.971,0.736,robot,bettermove powers are fl:fr:bl:br, 0.47, 0.99, 0.47, 1.00
3.975,4.479,Mainline,Ending state machine pass of arcTowardsBeacon
3.977,1.103,Mainline,Beginning state machine pass 1
3.977,0.671,robot,bettermove powers are fl:fr:bl:br, 0.47, 0.99, 0.47, 1.00
3.981,3.457,Mainline,Ending state machine pass of arcTowardsBeacon
3.981,0.794,Mainline,Beginning state machine pass 1
3.982,0.608,robot,bettermove powers are fl:fr:bl:br, 0.47, 0.99, 0.47, 1.00
3.985,3.346,Mainline,Ending state machine pass of arcTowardsBeacon
3.986,0.795,Mainline,Beginning state machine pass 1
3.987,0.702,robot,bettermove powers are fl:fr:bl:br, 0.47, 0.99, 0.47, 1.00
3.989,2.225,Mainline,Ending state machine pass of arcTowardsBeacon
3.990,0.775,Mainline,Beginning state machine pass 1
3.990,0.503,robot,bettermove powers are fl:fr:bl:br, 0.47, 0.99, 0.47, 1.00
3.992,1.756,Mainline,Ending state machine pass of arcTowardsBeacon
3.994,1.765,Mainline,Beginning state machine pass 1
3.996,2.127,robot,bettermove powers are fl:fr:bl:br, 0.47, 0.98, 0.47, 1.00
4.028,32.097,Mainline,Ending state machine pass of arcTowardsBeacon
4.030,1.513,Mainline,Beginning state machine pass 1
4.031,1.055,robot,bettermove powers are fl:fr:bl:br, 0.47, 0.98, 0.47, 1.00
4.036,5.729,Mainline,Ending state machine pass of arcTowardsBeacon
4.037,0.891,Mainline,Beginning state machine pass 1
4.038,0.955,robot,bettermove powers are fl:fr:bl:br, 0.47, 0.99, 0.47, 1.00
4.059,20.574,Mainline,Ending state machine pass of arcTowardsBeacon
4.060,0.702,Mainline,Beginning state machine pass 1
4.060,0.500,robot,bettermove powers are fl:fr:bl:br, 0.46, 0.98, 0.47, 1.00
4.098,38.162,Mainline,Ending state machine pass of arcTowardsBeacon
4.099,0.688,Mainline,Beginning state machine pass 1
4.100,1.395,robot,bettermove powers are fl:fr:bl:br, 0.46, 0.98, 0.46, 1.00
4.135,34.592,Mainline,Ending state machine pass of arcTowardsBeacon
4.136,1.044,Mainline,Beginning state machine pass 1
4.138,2.306,robot,bettermove powers are fl:fr:bl:br, 0.46, 0.99, 0.46, 1.00
4.163,24.862,Mainline,Ending state machine pass of arcTowardsBeacon
4.165,1.457,Mainline,Beginning state machine pass 1
4.165,0.803,robot,bettermove powers are fl:fr:bl:br, 0.45, 0.98, 0.45, 1.00
4.216,50.657,Mainline,Ending state machine pass of arcTowardsBeacon
4.217,0.848,Mainline,Beginning state machine pass 1
4.218,1.269,robot,bettermove powers are fl:fr:bl:br, 0.45, 0.98, 0.44, 1.00
4.242,24.302,Mainline,Ending state machine pass of arcTowardsBeacon
4.243,0.967,Mainline,Beginning state machine pass 1
4.245,1.273,robot,bettermove powers are fl:fr:bl:br, 0.44, 0.98, 0.44, 1.00
4.270,25.264,Mainline,Ending state machine pass of arcTowardsBeacon
4.271,1.301,Mainline,Beginning state machine pass 1
4.272,0.808,robot,bettermove powers are fl:fr:bl:br, 0.44, 0.98, 0.43, 1.00
4.312,39.668,Mainline,Ending state machine pass of arcTowardsBeacon
4.312,0.679,Mainline,Beginning state machine pass 1
4.313,0.718,robot,bettermove powers are fl:fr:bl:br, 0.43, 0.98, 0.43, 1.00
4.347,33.844,Mainline,Ending state machine pass of arcTowardsBeacon
4.348,1.376,Mainline,Beginning state machine pass 1
4.351,2.409,robot,bettermove powers are fl:fr:bl:br, 0.42, 0.98, 0.42, 1.00
4.380,29.411,Mainline,Ending state machine pass of arcTowardsBeacon
4.381,1.249,Mainline,Beginning state machine pass 1
4.383,1.518,robot,bettermove powers are fl:fr:bl:br, 0.42, 0.98, 0.41, 1.00
4.416,32.586,Mainline,Ending state machine pass of arcTowardsBeacon
4.417,1.295,Mainline,Beginning state machine pass 1
4.418,0.989,robot,bettermove powers are fl:fr:bl:br, 0.41, 0.98, 0.41, 1.00
4.443,25.123,Mainline,Ending state machine pass of arcTowardsBeacon
4.444,1.285,Mainline,Beginning state machine pass 1
4.445,1.005,robot,bettermove powers are fl:fr:bl:br, 0.41, 0.99, 0.40, 1.00
4.475,29.554,Mainline,Ending state machine pass of arcTowardsBeacon
4.476,0.837,Mainline,Beginning state machine pass 1
4.476,0.738,robot,bettermove powers are fl:fr:bl:br, 0.40, 0.98, 0.39, 1.00
4.527,50.880,Mainline,Ending state machine pass of arcTowardsBeacon
4.528,0.955,Mainline,Beginning state machine pass 1
4.529,1.079,robot,bettermove powers are fl:fr:bl:br, 0.38, 0.98, 0.38, 1.00
4.555,25.703,Mainline,Ending state machine pass of arcTowardsBeacon
4.556,0.703,Mainline,Beginning state machine pass 1
4.556,0.667,robot,bettermove powers are fl:fr:bl:br, 0.37, 0.97, 0.37, 0.98
4.599,42.947,Mainline,Ending state machine pass of arcTowardsBeacon
4.600,0.847,Mainline,Beginning state machine pass 1
4.601,0.720,robot,bettermove powers are fl:fr:bl:br, 0.35, 0.94, 0.35, 0.96
4.664,63.289,Mainline,Ending state machine pass of arcTowardsBeacon
4.665,0.928,Mainline,Beginning state machine pass 1
4.666,1.360,robot,bettermove powers are fl:fr:bl:br, 0.32, 0.90, 0.31, 0.91
4.727,60.986,Mainline,Ending state machine pass of arcTowardsBeacon
4.728,0.863,Mainline,Beginning state machine pass 1
4.729,0.862,robot,bettermove powers are fl:fr:bl:br, 0.28, 0.85, 0.29, 0.87
4.792,62.640,Mainline,Ending state machine pass of arcTowardsBeacon
4.793,0.842,Mainline,Beginning state machine pass 1
4.793,0.690,robot,bettermove powers are fl:fr:bl:br, 0.26, 0.81, 0.26, 0.82
4.861,68.025,Mainline,Ending state machine pass of arcTowardsBeacon
4.862,0.848,Mainline,Beginning state machine pass 1
4.863,0.730,robot,bettermove powers are fl:fr:bl:br, 0.24, 0.76, 0.24, 0.76
4.927,63.944,Mainline,Ending state machine pass of arcTowardsBeacon
4.928,0.654,Mainline,Beginning state machine pass 1
4.928,0.896,robot,bettermove powers are fl:fr:bl:br, 0.22, 0.71, 0.22, 0.71
5.004,75.149,Mainline,Ending state machine pass of arcTowardsBeacon
5.004,0.858,Mainline,Beginning state machine pass 1
5.007,2.487,robot,bettermove powers are fl:fr:bl:br, 0.20, 0.66, 0.21, 0.65
5.065,57.892,Mainline,Ending state machine pass of arcTowardsBeacon
5.066,0.751,Mainline,Beginning state machine pass 1
5.067,1.019,robot,bettermove powers are fl:fr:bl:br, 0.19, 0.61, 0.20, 0.61
5.135,68.126,Mainline,Ending state machine pass of arcTowardsBeacon
5.136,0.956,Mainline,Beginning state machine pass 1
5.136,0.633,robot,bettermove powers are fl:fr:bl:br, 0.18, 0.57, 0.19, 0.55
5.189,52.457,Mainline,Ending state machine pass of arcTowardsBeacon
5.190,0.874,Mainline,Beginning state machine pass 1
5.190,0.760,robot,bettermove powers are fl:fr:bl:br, 0.17, 0.53, 0.18, 0.51
5.266,75.514,Mainline,Ending state machine pass of arcTowardsBeacon
5.267,1.156,Mainline,Beginning state machine pass 1
5.268,1.081,robot,bettermove powers are fl:fr:bl:br, 0.16, 0.50, 0.18, 0.47
5.320,52.283,Mainline,Ending state machine pass of arcTowardsBeacon
5.321,0.804,Mainline,Beginning state machine pass 1
5.322,0.667,robot,bettermove powers are fl:fr:bl:br, 0.16, 0.50, 0.19, 0.47
5.349,26.964,Mainline,Ending state machine pass of arcTowardsBeacon
5.350,0.675,Mainline,Beginning state machine pass 1
5.350,0.593,robot,bettermove powers are fl:fr:bl:br, 0.17, 0.50, 0.19, 0.46
5.383,32.515,Mainline,Ending state machine pass of arcTowardsBeacon
5.383,0.815,Mainline,Beginning state machine pass 1
5.384,0.893,robot,bettermove powers are fl:fr:bl:br, 0.17, 0.50, 0.19, 0.45
5.417,32.355,Mainline,Ending state machine pass of arcTowardsBeacon
5.418,1.419,Mainline,Beginning state machine pass 1
5.420,1.426,robot,bettermove powers are fl:fr:bl:br, 0.17, 0.50, 0.20, 0.45
5.451,31.616,Mainline,Ending state machine pass of arcTowardsBeacon
5.452,0.967,Mainline,Beginning state machine pass 1
5.454,1.776,robot,bettermove powers are fl:fr:bl:br, 0.18, 0.50, 0.20, 0.44
5.489,34.652,Mainline,Ending state machine pass of arcTowardsBeacon
5.490,1.112,Mainline,Beginning state machine pass 1
5.490,0.640,robot,bettermove powers are fl:fr:bl:br, 0.18, 0.50, 0.21, 0.43
5.554,64.119,Mainline,Ending state machine pass of arcTowardsBeacon
5.555,1.030,Mainline,Beginning state machine pass 1
5.556,0.833,robot,bettermove powers are fl:fr:bl:br, 0.19, 0.50, 0.23, 0.43
5.576,19.231,Mainline,Ending state machine pass of arcTowardsBeacon
5.577,1.167,Mainline,Beginning state machine pass 1
5.577,0.803,robot,bettermove powers are fl:fr:bl:br, 0.19, 0.50, 0.23, 0.42
5.605,27.220,Mainline,Ending state machine pass of arcTowardsBeacon
5.607,1.936,Mainline,Beginning state machine pass 1
5.608,1.319,robot,bettermove powers are fl:fr:bl:br, 0.20, 0.50, 0.24, 0.41
5.663,55.069,Mainline,Ending state machine pass of arcTowardsBeacon
5.664,0.974,Mainline,Beginning state machine pass 1
5.665,1.069,robot,bettermove powers are fl:fr:bl:br, 0.21, 0.50, 0.26, 0.40
5.716,51.244,Mainline,Ending state machine pass of arcTowardsBeacon
5.717,0.949,Mainline,Beginning state machine pass 1
5.718,0.842,robot,bettermove powers are fl:fr:bl:br, 0.22, 0.50, 0.27, 0.38
5.784,65.750,Mainline,Ending state machine pass of arcTowardsBeacon
5.785,0.755,Mainline,Beginning state machine pass 1
5.785,0.649,robot,bettermove powers are fl:fr:bl:br, 0.24, 0.50, 0.30, 0.35
5.827,41.442,Mainline,Ending state machine pass of arcTowardsBeacon
5.828,1.071,Mainline,Beginning state machine pass 1
5.830,1.777,robot,bettermove powers are fl:fr:bl:br, 0.26, 0.50, 0.33, 0.34
5.874,44.238,Mainline,Ending state machine pass of arcTowardsBeacon
5.875,0.806,Mainline,Beginning state machine pass 1
5.875,0.785,robot,bettermove powers are fl:fr:bl:br, 0.28, 0.50, 0.36, 0.29
5.915,39.652,Mainline,Ending state machine pass of arcTowardsBeacon
5.916,1.005,Mainline,Beginning state machine pass 1
5.917,0.857,robot,bettermove powers are fl:fr:bl:br, 0.33, 0.50, 0.41, 0.24
5.956,38.898,Mainline,Ending state machine pass of arcTowardsBeacon
5.957,0.927,Mainline,Beginning state machine pass 1
5.958,0.799,robot,bettermove powers are fl:fr:bl:br, 0.37, 0.46, 0.50, 0.00
6.025,67.567,Mainline,Ending state machine pass of arcTowardsBeacon
6.026,0.856,Mainline,Beginning state machine pass 1
6.027,0.760,robot,bettermove powers are fl:fr:bl:br, 0.00, 0.00, 0.50, 0.00
6.077,50.654,Mainline,Ending state machine pass of arcTowardsBeacon
6.078,0.856,Mainline,Beginning state machine pass 1
6.079,0.717,robot,bettermove powers are fl:fr:bl:br, 0.00, 0.00, 0.00, -0.50
6.143,64.443,Mainline,Ending state machine pass of arcTowardsBeacon
6.144,1.010,Mainline,Beginning state machine pass 1
6.145,0.963,robot,bettermove powers are fl:fr:bl:br, 0.00, 0.00, 0.00, -0.50
6.151,5.350,Mainline,Ending state machine pass of arcTowardsBeacon
6.152,1.153,Mainline,Beginning state machine pass 1
6.154,1.703,robot,bettermove powers are fl:fr:bl:br, 0.00, 0.00, 0.00, -0.50
6.158,4.212,Mainline,Ending state machine pass of arcTowardsBeacon
6.160,2.575,Mainline,Beginning state machine pass 1
6.163,2.344,robot,bettermove powers are fl:fr:bl:br, 0.00, 0.00, 0.00, -0.50
6.168,5.340,Mainline,Ending state machine pass of arcTowardsBeacon
6.169,0.915,Mainline,Beginning state machine pass 1
6.171,1.732,robot,bettermove powers are fl:fr:bl:br, 0.00, 0.00, 0.00, -0.50
6.177,6.525,Mainline,Ending state machine pass of arcTowardsBeacon
6.178,0.808,Mainline,Beginning state machine pass 1
6.180,1.628,robot,bettermove powers are fl:fr:bl:br, 0.00, 0.00, 0.00, -0.50
6.183,3.248,Mainline,Ending state machine pass of arcTowardsBeacon
6.184,0.794,Mainline,Beginning state machine pass 1
6.184,0.605,robot,bettermove powers are fl:fr:bl:br, 0.00, 0.00, 0.00, -0.50
6.185,1.204,Mainline,Ending state machine pass of arcTowardsBeacon
6.186,0.981,Mainline,Beginning state machine pass 1
6.187,0.559,robot,bettermove powers are fl:fr:bl:br, 0.00, 0.00, 0.00, -0.50
6.188,1.464,Mainline,Ending state machine pass of arcTowardsBeacon
6.189,0.779,Mainline,Beginning state machine pass 1
6.190,0.696,robot,bettermove powers are fl:fr:bl:br, 0.00, 0.00, 0.00, -0.50
6.191,1.484,Mainline,Ending state machine pass of arcTowardsBeacon
6.192,1.027,Mainline,Beginning state machine pass 1
6.193,0.493,robot,bettermove powers are fl:fr:bl:br, 0.00, -0.36, 0.00, -0.50
6.225,32.159,Mainline,Ending state machine pass of arcTowardsBeacon
6.226,0.636,Mainline,Beginning state machine pass 1
6.227,0.734,robot,bettermove powers are fl:fr:bl:br, 0.00, -0.41, 0.00, -0.50
6.270,43.263,Mainline,Ending state machine pass of arcTowardsBeacon
6.271,1.028,Mainline,Beginning state machine pass 1
6.272,1.062,robot,bettermove powers are fl:fr:bl:br, 0.00, -0.43, 0.00, -0.50
6.293,21.200,Mainline,Ending state machine pass of arcTowardsBeacon
6.294,1.174,Mainline,Beginning state machine pass 1
6.295,0.973,robot,bettermove powers are fl:fr:bl:br, 0.00, -0.44, 0.00, -0.50
6.337,41.601,Mainline,Ending state machine pass of arcTowardsBeacon
6.338,0.792,Mainline,Beginning state machine pass 1
6.339,0.921,robot,bettermove powers are fl:fr:bl:br, 0.00, -0.46, 0.00, -0.50
6.363,24.841,Mainline,Ending state machine pass of arcTowardsBeacon
6.364,0.936,Mainline,Beginning state machine pass 1
6.365,0.888,robot,bettermove powers are fl:fr:bl:br, 0.00, -0.46, 0.00, -0.50
6.373,7.361,Mainline,Ending state machine pass of arcTowardsBeacon
6.374,1.823,Mainline,Beginning state machine pass 1
6.376,1.344,robot,bettermove powers are fl:fr:bl:br, 0.00, -0.46, 0.00, -0.50
6.378,2.011,Mainline,Ending state machine pass of arcTowardsBeacon
6.380,2.166,Mainline,Beginning state machine pass 1
6.381,0.983,robot,bettermove powers are fl:fr:bl:br, 0.00, -0.46, 0.00, -0.50
6.385,3.674,Mainline,Ending state machine pass of arcTowardsBeacon
6.386,1.903,Mainline,Beginning state machine pass 1
6.387,0.969,robot,bettermove powers are fl:fr:bl:br, 0.00, -0.46, 0.00, -0.50
6.394,6.470,Mainline,Ending state machine pass of arcTowardsBeacon
6.395,1.142,Mainline,Beginning state machine pass 1
6.396,0.934,robot,bettermove powers are fl:fr:bl:br, 0.00, -0.48, 0.00, -0.50
6.425,29.507,Mainline,Ending state machine pass of arcTowardsBeacon
6.427,1.336,Mainline,Beginning state machine pass 1
6.429,2.355,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
6.432,2.385,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
6.467,35.570,robot,enableEncodersToPosition was called
6.468,1.013,robot,setMotorPower was called - power: 1.00
6.503,34.596,pm.automaticSquareUp without telemetry,called
6.593,90.382,robot,getCurrentAngle was invoked, returning 45
6.594,0.952,robot,getCurrentAngle was invoked, returning 45
6.710,115.974,pm.move,called with right:0.00 and spin:1.94
6.711,1.248,robot,setMotorTargets was called - f:r:s: 0 : 0 : 21
6.712,0.912,pm.waitforMotors,called with right:0.00 and spin:1.94 and forward:0.00
6.775,62.565,robot,isMotorBusy was called, returning true
6.782,7.147,robot,isMotorBusy was called, returning true
6.783,1.066,robot,isMotorBusy was called, returning true
6.784,0.691,robot,isMotorBusy was called, returning true
6.785,0.841,robot,isMotorBusy was called, returning true
6.785,0.618,robot,isMotorBusy was called, returning true
6.786,0.896,robot,isMotorBusy was called, returning true
6.787,1.449,robot,isMotorBusy was called, returning true
6.788,0.905,robot,isMotorBusy was called, returning true
6.790,1.351,robot,isMotorBusy was called, returning true
6.790,0.704,robot,isMotorBusy was called, returning true
6.792,1.130,robot,isMotorBusy was called, returning true
6.793,1.392,robot,isMotorBusy was called, returning true
6.794,0.714,robot,isMotorBusy was called, returning true
6.794,0.504,robot,isMotorBusy was called, returning true
6.796,1.680,robot,isMotorBusy was called, returning true
6.798,1.718,robot,isMotorBusy was called, returning true
6.799,1.377,robot,isMotorBusy was called, returning true
6.800,0.774,robot,isMotorBusy was called, returning true
6.801,1.076,robot,isMotorBusy was called, returning true
6.802,1.251,robot,isMotorBusy was called, returning true
6.803,0.998,robot,isMotorBusy was called, returning true
6.804,0.595,robot,isMotorBusy was called, returning true
6.804,0.802,robot,isMotorBusy was called, returning true
6.805,0.714,robot,isMotorBusy was called, returning true
6.806,0.803,robot,isMotorBusy was called, returning true
6.807,1.107,robot,isMotorBusy was called, returning true
6.808,0.884,robot,isMotorBusy was called, returning true
6.809,0.560,robot,isMotorBusy was called, returning true
6.809,0.663,robot,isMotorBusy was called, returning true
6.810,0.604,robot,isMotorBusy was called, returning true
6.810,0.652,robot,isMotorBusy was called, returning true
6.812,1.979,robot,isMotorBusy was called, returning true
6.813,0.924,robot,isMotorBusy was called, returning true
6.814,0.571,robot,isMotorBusy was called, returning true
6.815,0.769,robot,isMotorBusy was called, returning true
6.815,0.611,robot,isMotorBusy was called, returning true
6.816,0.784,robot,isMotorBusy was called, returning true
6.817,0.741,robot,isMotorBusy was called, returning true
6.818,1.250,robot,isMotorBusy was called, returning true
6.819,0.651,robot,isMotorBusy was called, returning true
6.820,0.812,robot,isMotorBusy was called, returning true
6.820,0.532,robot,isMotorBusy was called, returning true
6.821,0.672,robot,isMotorBusy was called, returning true
6.822,1.213,robot,isMotorBusy was called, returning true
6.823,1.249,robot,isMotorBusy was called, returning true
6.824,0.601,robot,isMotorBusy was called, returning true
6.825,0.767,robot,isMotorBusy was called, returning true
6.825,0.645,robot,isMotorBusy was called, returning true
6.826,1.042,robot,isMotorBusy was called, returning true
6.827,0.594,robot,isMotorBusy was called, returning true
6.827,0.662,robot,isMotorBusy was called, returning true
6.828,0.994,robot,isMotorBusy was called, returning true
6.829,0.712,robot,isMotorBusy was called, returning true
6.830,0.574,robot,isMotorBusy was called, returning true
6.831,0.756,robot,isMotorBusy was called, returning true
6.832,1.043,robot,isMotorBusy was called, returning true
6.832,0.899,robot,isMotorBusy was called, returning true
6.834,1.492,robot,isMotorBusy was called, returning true
6.835,0.883,robot,isMotorBusy was called, returning true
6.835,0.581,robot,isMotorBusy was called, returning true
6.836,0.685,robot,isMotorBusy was called, returning true
6.837,0.543,robot,isMotorBusy was called, returning true
6.837,0.658,robot,isMotorBusy was called, returning true
6.838,0.520,robot,isMotorBusy was called, returning true
6.839,0.974,robot,isMotorBusy was called, returning true
6.840,1.185,robot,isMotorBusy was called, returning true
6.841,0.954,robot,isMotorBusy was called, returning true
6.842,1.086,robot,isMotorBusy was called, returning true
6.843,1.348,robot,isMotorBusy was called, returning true
6.845,1.452,robot,isMotorBusy was called, returning true
6.846,0.775,robot,isMotorBusy was called, returning true
6.846,0.582,robot,isMotorBusy was called, returning true
6.847,0.738,robot,isMotorBusy was called, returning true
6.848,0.605,robot,isMotorBusy was called, returning true
6.848,0.705,robot,isMotorBusy was called, returning true
6.850,1.604,robot,isMotorBusy was called, returning true
6.851,0.885,robot,isMotorBusy was called, returning true
6.852,1.050,robot,isMotorBusy was called, returning true
6.852,0.694,robot,isMotorBusy was called, returning true
6.853,1.024,robot,isMotorBusy was called, returning true
6.854,0.725,robot,isMotorBusy was called, returning true
6.855,1.149,robot,isMotorBusy was called, returning true
6.856,0.798,robot,isMotorBusy was called, returning true
6.857,0.673,robot,isMotorBusy was called, returning true
6.858,0.943,robot,isMotorBusy was called, returning true
6.858,0.617,robot,isMotorBusy was called, returning true
6.859,0.550,robot,isMotorBusy was called, returning true
6.861,1.553,robot,isMotorBusy was called, returning true
6.862,1.006,robot,isMotorBusy was called, returning true
6.862,0.803,robot,isMotorBusy was called, returning true
6.863,0.996,robot,isMotorBusy was called, returning true
6.864,0.764,robot,isMotorBusy was called, returning true
6.866,1.537,robot,isMotorBusy was called, returning true
6.866,0.594,robot,isMotorBusy was called, returning true
6.867,0.756,robot,isMotorBusy was called, returning true
