sec,d ms,r.init,r.init was invoked (a)
5.658,35.606,Mainline,Ending state machine pass of arcTowardsBeacon
5.659,0.870,Mainline,Beginning state machine pass 1
5.660,0.666,robot,bettermove powers are fl:fr:bl:br, 0.18, 0.50, 0.23, 0.42
5.719,59.505,Mainline,Ending state machine pass of arcTowardsBeacon
5.720,1.025,Mainline,Beginning state machine pass 1
5.721,0.696,robot,bettermove powers are fl:fr:bl:br, 0.19, 0.50, 0.24, 0.41
5.775,54.440,Mainline,Ending state machine pass of arcTowardsBeacon
5.776,0.843,Mainline,Beginning state machine pass 1
5.777,1.042,robot,bettermove powers are fl:fr:bl:br, 0.20, 0.50, 0.25, 0.40
5.821,44.060,Mainline,Ending state machine pass of arcTowardsBeacon
5.822,1.023,Mainline,Beginning state machine pass 1
5.823,0.768,robot,bettermove powers are fl:fr:bl:br, 0.21, 0.50, 0.26, 0.38
5.877,53.462,Mainline,Ending state machine pass of arcTowardsBeacon
5.878,0.913,Mainline,Beginning state machine pass 1
5.878,0.760,robot,bettermove powers are fl:fr:bl:br, 0.22, 0.50, 0.28, 0.36
5.917,38.538,Mainline,Ending state machine pass of arcTowardsBeacon
5.918,0.998,Mainline,Beginning state machine pass 1
5.919,0.862,robot,bettermove powers are fl:fr:bl:br, 0.23, 0.50, 0.30, 0.35
5.974,55.702,Mainline,Ending state machine pass of arcTowardsBeacon
5.975,1.014,Mainline,Beginning state machine pass 1
5.976,0.741,robot,bettermove powers are fl:fr:bl:br, 0.25, 0.50, 0.33, 0.31
6.024,47.613,Mainline,Ending state machine pass of arcTowardsBeacon
6.025,1.141,Mainline,Beginning state machine pass 1
6.026,0.770,robot,bettermove powers are fl:fr:bl:br, 0.28, 0.50, 0.35, 0.27
6.066,39.977,Mainline,Ending state machine pass of arcTowardsBeacon
6.067,0.944,Mainline,Beginning state machine pass 1
6.067,0.733,robot,bettermove powers are fl:fr:bl:br, 0.32, 0.50, 0.42, 0.22
6.110,43.073,Mainline,Ending state machine pass of arcTowardsBeacon
6.111,0.874,Mainline,Beginning state machine pass 1
6.112,0.907,robot,bettermove powers are fl:fr:bl:br, 0.39, 0.47, 0.50, 0.00
6.168,55.348,Mainline,Ending state machine pass of arcTowardsBeacon
6.168,0.857,Mainline,Beginning state machine pass 1
6.169,0.796,robot,bettermove powers are fl:fr:bl:br, 0.00, 0.00, 0.50, 0.00
6.215,46.065,Mainline,Ending state machine pass of arcTowardsBeacon
6.216,0.853,Mainline,Beginning state machine pass 1
6.217,0.641,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
6.218,1.247,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
6.237,19.141,robot,enableEncodersToPosition was called
6.239,1.932,robot,setMotorPower was called - power: 1.00
6.267,27.415,pm.automaticSquareUp without telemetry,called
6.337,70.806,robot,getCurrentAngle was invoked, returning 45
6.338,0.766,robot,getCurrentAngle was invoked, returning 45
6.441,103.023,pm.move,called with right:0.00 and spin:7.50
6.443,1.473,robot,setMotorTargets was called - f:r:s: 0 : 0 : 83
6.444,1.266,pm.waitforMotors,called with right:0.00 and spin:7.50 and forward:0.00
6.490,45.899,robot,isMotorBusy was called, returning true
6.498,8.311,robot,isMotorBusy was called, returning true
6.499,0.899,robot,isMotorBusy was called, returning true
6.500,1.004,robot,isMotorBusy was called, returning true
6.502,1.542,robot,isMotorBusy was called, returning true
6.504,2.481,robot,isMotorBusy was called, returning true
6.505,1.420,robot,isMotorBusy was called, returning true
6.507,1.917,robot,isMotorBusy was called, returning true
6.509,1.212,robot,isMotorBusy was called, returning true
6.510,1.586,robot,isMotorBusy was called, returning true
6.511,1.088,robot,isMotorBusy was called, returning true
6.514,2.936,robot,isMotorBusy was called, returning true
6.515,1.109,robot,isMotorBusy was called, returning true
6.517,1.524,robot,isMotorBusy was called, returning true
6.518,1.679,robot,isMotorBusy was called, returning true
6.520,1.135,robot,isMotorBusy was called, returning true
6.522,2.498,robot,isMotorBusy was called, returning true
6.523,0.808,robot,isMotorBusy was called, returning true
6.524,0.740,robot,isMotorBusy was called, returning true
6.526,1.844,robot,isMotorBusy was called, returning true
6.527,1.290,robot,isMotorBusy was called, returning true
6.528,0.716,robot,isMotorBusy was called, returning true
6.528,0.734,robot,isMotorBusy was called, returning true
6.529,0.926,robot,isMotorBusy was called, returning true
6.530,0.840,robot,isMotorBusy was called, returning true
6.531,0.599,robot,isMotorBusy was called, returning true
6.532,1.423,robot,isMotorBusy was called, returning true
6.533,1.268,robot,isMotorBusy was called, returning true
6.534,0.938,robot,isMotorBusy was called, returning true
6.535,0.790,robot,isMotorBusy was called, returning true
6.536,0.749,robot,isMotorBusy was called, returning true
6.537,0.981,robot,isMotorBusy was called, returning true
6.538,1.377,robot,isMotorBusy was called, returning true
6.539,0.904,robot,isMotorBusy was called, returning true
6.540,1.103,robot,isMotorBusy was called, returning true
6.541,0.767,robot,isMotorBusy was called, returning true
6.542,0.767,robot,isMotorBusy was called, returning true
6.543,1.228,robot,isMotorBusy was called, returning true
6.544,0.723,robot,isMotorBusy was called, returning true
6.544,0.770,robot,isMotorBusy was called, returning true
6.545,0.745,robot,isMotorBusy was called, returning true
6.546,0.686,robot,isMotorBusy was called, returning true
6.546,0.653,robot,isMotorBusy was called, returning true
6.547,0.682,robot,isMotorBusy was called, returning true
6.548,1.164,robot,isMotorBusy was called, returning true
6.549,0.747,robot,isMotorBusy was called, returning true
6.550,0.854,robot,isMotorBusy was called, returning true
6.551,1.129,robot,isMotorBusy was called, returning true
6.552,0.750,robot,isMotorBusy was called, returning true
6.553,0.809,robot,isMotorBusy was called, returning true
6.554,1.166,robot,isMotorBusy was called, returning true
6.555,0.735,robot,isMotorBusy was called, returning true
6.555,0.707,robot,isMotorBusy was called, returning true
6.556,0.778,robot,isMotorBusy was called, returning true
6.557,0.704,robot,isMotorBusy was called, returning true
6.558,1.133,robot,isMotorBusy was called, returning true
6.559,1.171,robot,isMotorBusy was called, returning true
6.560,1.223,robot,isMotorBusy was called, returning true
6.561,0.784,robot,isMotorBusy was called, returning true
6.562,1.310,robot,isMotorBusy was called, returning true
6.563,0.790,robot,isMotorBusy was called, returning true
6.564,1.122,robot,isMotorBusy was called, returning true
6.565,0.889,robot,isMotorBusy was called, returning true
6.566,0.758,robot,isMotorBusy was called, returning true
6.567,0.763,robot,isMotorBusy was called, returning true
6.567,0.757,robot,isMotorBusy was called, returning true
6.568,0.673,robot,isMotorBusy was called, returning true
6.570,1.965,robot,isMotorBusy was called, returning true
6.571,0.774,robot,isMotorBusy was called, returning true
6.572,0.713,robot,isMotorBusy was called, returning true
6.573,1.275,robot,isMotorBusy was called, returning true
6.574,0.715,robot,isMotorBusy was called, returning true
6.574,0.742,robot,isMotorBusy was called, returning true
6.575,1.224,robot,isMotorBusy was called, returning true
6.576,0.743,robot,isMotorBusy was called, returning true
6.577,0.982,robot,isMotorBusy was called, returning true
6.578,0.734,robot,isMotorBusy was called, returning true
6.579,1.174,robot,isMotorBusy was called, returning true
6.580,1.193,robot,isMotorBusy was called, returning true
6.581,0.878,robot,isMotorBusy was called, returning true
6.582,1.290,robot,isMotorBusy was called, returning true
6.583,0.688,robot,isMotorBusy was called, returning true
6.584,1.146,robot,isMotorBusy was called, returning true
6.585,0.690,robot,isMotorBusy was called, returning true
6.586,1.018,robot,isMotorBusy was called, returning true
6.587,0.862,robot,isMotorBusy was called, returning true
6.588,1.355,robot,isMotorBusy was called, returning true
6.589,0.775,robot,isMotorBusy was called, returning true
6.590,0.981,robot,isMotorBusy was called, returning true
6.591,0.991,robot,isMotorBusy was called, returning true
6.592,0.663,robot,isMotorBusy was called, returning true
6.592,0.606,robot,isMotorBusy was called, returning true
6.594,1.961,robot,isMotorBusy was called, returning true
6.595,0.834,robot,isMotorBusy was called, returning true
6.596,0.592,robot,isMotorBusy was called, returning true
6.597,0.962,robot,isMotorBusy was called, returning true
6.597,0.627,robot,isMotorBusy was called, returning true
6.598,0.990,robot,isMotorBusy was called, returning true
6.599,1.103,robot,isMotorBusy was called, returning true
6.601,1.217,robot,isMotorBusy was called, returning true
6.601,0.683,robot,isMotorBusy was called, returning true
6.602,1.153,robot,isMotorBusy was called, returning true
6.604,1.194,robot,isMotorBusy was called, returning true
6.604,0.653,robot,isMotorBusy was called, returning true
6.605,0.970,robot,isMotorBusy was called, returning true
6.606,0.700,robot,isMotorBusy was called, returning true
6.606,0.597,robot,isMotorBusy was called, returning true
6.608,1.199,robot,isMotorBusy was called, returning true
6.608,0.805,robot,isMotorBusy was called, returning true
6.609,0.656,robot,isMotorBusy was called, returning true
6.610,0.563,robot,isMotorBusy was called, returning true
6.610,0.532,robot,isMotorBusy was called, returning true
6.612,1.298,robot,isMotorBusy was called, returning true
6.613,1.610,robot,isMotorBusy was called, returning true
6.614,0.703,robot,isMotorBusy was called, returning true
6.614,0.550,robot,isMotorBusy was called, returning true
6.616,1.233,robot,isMotorBusy was called, returning true
6.618,1.955,robot,isMotorBusy was called, returning true
6.618,0.662,robot,isMotorBusy was called, returning true
6.620,1.425,robot,isMotorBusy was called, returning true
6.621,1.414,robot,isMotorBusy was called, returning true
6.622,0.676,robot,isMotorBusy was called, returning true
6.623,0.938,robot,isMotorBusy was called, returning true
6.624,1.004,robot,isMotorBusy was called, returning true
6.624,0.625,robot,isMotorBusy was called, returning true
6.625,0.581,robot,isMotorBusy was called, returning true
6.626,1.101,robot,isMotorBusy was called, returning true
6.627,0.637,robot,isMotorBusy was called, returning true
6.627,0.609,robot,isMotorBusy was called, returning true
6.628,0.534,robot,isMotorBusy was called, returning true
6.628,0.624,robot,isMotorBusy was called, returning true
6.630,1.161,robot,isMotorBusy was called, returning true
6.630,0.658,robot,isMotorBusy was called, returning true
6.631,1.162,robot,isMotorBusy was called, returning true
6.632,0.701,robot,isMotorBusy was called, returning true
6.633,1.132,robot,isMotorBusy was called, returning true
6.634,0.614,robot,isMotorBusy was called, returning true
6.635,1.180,robot,isMotorBusy was called, returning true
6.636,0.566,robot,isMotorBusy was called, returning true
6.637,0.903,robot,isMotorBusy was called, returning true
6.637,0.730,robot,isMotorBusy was called, returning true
6.638,0.968,robot,isMotorBusy was called, returning true
6.639,0.537,robot,isMotorBusy was called, returning true
6.640,1.092,robot,isMotorBusy was called, returning true
6.641,0.722,robot,isMotorBusy was called, returning true
6.641,0.548,robot,isMotorBusy was called, returning true
6.642,0.669,robot,isMotorBusy was called, returning true
6.643,0.846,robot,isMotorBusy was called, returning true
6.643,0.665,robot,isMotorBusy was called, returning true
6.644,0.531,robot,isMotorBusy was called, returning true
6.645,0.735,robot,isMotorBusy was called, returning true
6.645,0.640,robot,isMotorBusy was called, returning true
6.646,0.844,robot,isMotorBusy was called, returning true
6.647,1.006,robot,isMotorBusy was called, returning true
6.648,0.548,robot,isMotorBusy was called, returning true
6.648,0.568,robot,isMotorBusy was called, returning true
6.649,0.480,robot,isMotorBusy was called, returning true
6.649,0.571,robot,isMotorBusy was called, returning true
6.650,0.520,robot,isMotorBusy was called, returning true
6.650,0.492,robot,isMotorBusy was called, returning true
6.651,0.503,robot,isMotorBusy was called, returning true
6.651,0.532,robot,isMotorBusy was called, returning true
6.652,0.632,robot,isMotorBusy was called, returning true
6.653,0.658,robot,isMotorBusy was called, returning true
6.654,0.969,robot,isMotorBusy was called, returning true
6.654,0.667,robot,isMotorBusy was called, returning true
6.655,0.519,robot,isMotorBusy was called, returning true
6.655,0.548,robot,isMotorBusy was called, returning true
6.656,0.579,robot,isMotorBusy was called, returning true
6.656,0.549,robot,isMotorBusy was called, returning true
6.657,0.556,robot,isMotorBusy was called, returning true
6.657,0.568,robot,isMotorBusy was called, returning true
6.658,0.569,robot,isMotorBusy was called, returning true
6.659,0.580,robot,isMotorBusy was called, returning true
6.660,0.899,robot,isMotorBusy was called, returning true
6.660,0.574,robot,isMotorBusy was called, returning true
6.661,0.551,robot,isMotorBusy was called, returning true
6.663,2.733,robot,isMotorBusy was called, returning true
6.665,1.107,robot,isMotorBusy was called, returning true
6.665,0.957,robot,isMotorBusy was called, returning true
6.667,1.967,robot,isMotorBusy was called, returning true
6.669,1.380,robot,isMotorBusy was called, returning true
6.670,0.940,robot,isMotorBusy was called, returning true
6.671,1.173,robot,isMotorBusy was called, returning true
6.673,2.011,robot,isMotorBusy was called, returning true
6.674,1.035,robot,isMotorBusy was called, returning true
6.675,1.145,robot,isMotorBusy was called, returning true
6.676,1.061,robot,isMotorBusy was called, returning true
6.677,0.756,robot,isMotorBusy was called, returning true
6.679,1.650,robot,isMotorBusy was called, returning true
6.679,0.783,robot,isMotorBusy was called, returning true
6.680,0.871,robot,isMotorBusy was called, returning true
6.681,0.814,robot,isMotorBusy was called, returning true
6.682,0.769,robot,isMotorBusy was called, returning true
6.683,1.329,robot,isMotorBusy was called, returning true
6.684,1.136,robot,isMotorBusy was called, returning true
6.685,0.835,robot,isMotorBusy was called, returning true
6.686,0.994,robot,isMotorBusy was called, returning true
6.689,2.449,robot,isMotorBusy was called, returning true
6.690,0.955,robot,isMotorBusy was called, returning true
6.690,0.756,robot,isMotorBusy was called, returning true
6.691,0.742,robot,isMotorBusy was called, returning true
6.692,0.951,robot,isMotorBusy was called, returning true
6.693,1.059,robot,isMotorBusy was called, returning true
6.694,0.854,robot,isMotorBusy was called, returning true
6.695,1.213,robot,isMotorBusy was called, returning true
6.697,1.482,robot,isMotorBusy was called, returning true
