sec,d ms,r.init,r.init was invoked (a)
6.052,1.474,robot,bettermove powers are fl:fr:bl:br, 0.19, 0.50, 0.24, 0.41
6.111,59.168,Mainline,Ending state machine pass of arcTowardsBeacon
6.113,1.086,Mainline,Beginning state machine pass 1
6.113,0.702,robot,bettermove powers are fl:fr:bl:br, 0.21, 0.50, 0.25, 0.39
6.161,47.915,Mainline,Ending state machine pass of arcTowardsBeacon
6.162,0.893,Mainline,Beginning state machine pass 1
6.163,0.656,robot,bettermove powers are fl:fr:bl:br, 0.22, 0.50, 0.27, 0.39
6.200,37.346,Mainline,Ending state machine pass of arcTowardsBeacon
6.201,0.752,Mainline,Beginning state machine pass 1
6.202,1.060,robot,bettermove powers are fl:fr:bl:br, 0.24, 0.50, 0.30, 0.38
6.243,41.179,Mainline,Ending state machine pass of arcTowardsBeacon
6.244,0.873,Mainline,Beginning state machine pass 1
6.245,0.723,robot,bettermove powers are fl:fr:bl:br, 0.26, 0.50, 0.32, 0.35
6.296,51.306,Mainline,Ending state machine pass of arcTowardsBeacon
6.298,1.953,Mainline,Beginning state machine pass 1
6.299,1.608,robot,bettermove powers are fl:fr:bl:br, 0.29, 0.50, 0.37, 0.32
6.345,46.003,Mainline,Ending state machine pass of arcTowardsBeacon
6.347,1.192,Mainline,Beginning state machine pass 1
6.373,26.283,robot,bettermove powers are fl:fr:bl:br, 0.35, 0.50, 0.45, 0.27
6.421,48.281,Mainline,Ending state machine pass of arcTowardsBeacon
6.423,1.786,Mainline,Beginning state machine pass 1
6.424,0.878,robot,bettermove powers are fl:fr:bl:br, 0.00, 0.00, 0.50, 0.00
6.495,71.597,Mainline,Ending state machine pass of arcTowardsBeacon
6.496,1.004,Mainline,Beginning state machine pass 1
6.497,0.889,robot,bettermove powers are fl:fr:bl:br, 0.00, 0.00, 0.00, -0.50
6.542,44.810,Mainline,Ending state machine pass of arcTowardsBeacon
6.543,0.837,Mainline,Beginning state machine pass 1
6.544,1.201,robot,bettermove powers are fl:fr:bl:br, 0.00, 0.00, 0.00, -0.50
6.550,5.906,Mainline,Ending state machine pass of arcTowardsBeacon
6.552,2.207,Mainline,Beginning state machine pass 1
6.556,4.070,robot,bettermove powers are fl:fr:bl:br, 0.00, 0.00, 0.00, -0.50
6.559,2.082,Mainline,Ending state machine pass of arcTowardsBeacon
6.561,2.063,Mainline,Beginning state machine pass 1
6.561,0.698,robot,bettermove powers are fl:fr:bl:br, 0.00, 0.00, 0.00, -0.50
6.566,4.852,Mainline,Ending state machine pass of arcTowardsBeacon
6.568,2.056,Mainline,Beginning state machine pass 1
6.570,1.588,robot,bettermove powers are fl:fr:bl:br, 0.00, 0.00, 0.00, -0.50
6.575,5.287,Mainline,Ending state machine pass of arcTowardsBeacon
6.576,1.102,Mainline,Beginning state machine pass 1
6.578,1.673,robot,bettermove powers are fl:fr:bl:br, 0.00, 0.00, 0.00, -0.50
6.582,4.038,Mainline,Ending state machine pass of arcTowardsBeacon
6.583,1.534,Mainline,Beginning state machine pass 1
6.585,1.429,robot,bettermove powers are fl:fr:bl:br, 0.00, 0.00, 0.00, -0.50
6.588,3.167,Mainline,Ending state machine pass of arcTowardsBeacon
6.590,1.945,Mainline,Beginning state machine pass 1
6.592,1.624,robot,bettermove powers are fl:fr:bl:br, 0.00, -0.32, 0.00, -0.50
6.620,28.160,Mainline,Ending state machine pass of arcTowardsBeacon
6.621,1.599,Mainline,Beginning state machine pass 1
6.623,1.778,robot,bettermove powers are fl:fr:bl:br, 0.00, -0.40, 0.00, -0.50
6.687,64.355,Mainline,Ending state machine pass of arcTowardsBeacon
6.689,1.900,Mainline,Beginning state machine pass 1
6.691,1.698,robot,bettermove powers are fl:fr:bl:br, 0.00, -0.43, 0.00, -0.50
6.714,23.116,Mainline,Ending state machine pass of arcTowardsBeacon
6.716,2.116,Mainline,Beginning state machine pass 1
6.718,1.842,robot,bettermove powers are fl:fr:bl:br, 0.00, -0.44, 0.00, -0.50
6.759,40.643,Mainline,Ending state machine pass of arcTowardsBeacon
6.760,1.102,Mainline,Beginning state machine pass 1
6.761,0.928,robot,bettermove powers are fl:fr:bl:br, 0.00, -0.44, 0.00, -0.50
6.771,10.034,Mainline,Ending state machine pass of arcTowardsBeacon
6.772,1.575,Mainline,Beginning state machine pass 1
6.773,0.766,robot,bettermove powers are fl:fr:bl:br, 0.00, -0.44, 0.00, -0.50
6.776,2.687,Mainline,Ending state machine pass of arcTowardsBeacon
6.777,1.578,Mainline,Beginning state machine pass 1
6.778,0.887,robot,bettermove powers are fl:fr:bl:br, 0.00, -0.44, 0.00, -0.50
6.781,3.018,Mainline,Ending state machine pass of arcTowardsBeacon
6.783,1.710,Mainline,Beginning state machine pass 1
6.784,1.338,robot,bettermove powers are fl:fr:bl:br, 0.00, -0.47, 0.00, -0.50
6.810,25.660,Mainline,Ending state machine pass of arcTowardsBeacon
6.812,1.932,Mainline,Beginning state machine pass 1
6.815,3.163,robot,bettermove powers are fl:fr:bl:br, 0.00, -0.48, 0.00, -0.50
6.845,29.383,Mainline,Ending state machine pass of arcTowardsBeacon
6.845,0.834,Mainline,Beginning state machine pass 1
6.846,1.121,robot,bettermove powers are fl:fr:bl:br, 0.00, -0.50, 0.00, -0.50
6.871,24.966,Mainline,Ending state machine pass of arcTowardsBeacon
6.873,1.062,Mainline,Beginning state machine pass 1
6.874,1.165,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
6.880,6.220,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
6.910,30.419,robot,enableEncodersToPosition was called
6.912,1.786,robot,setMotorPower was called - power: 1.00
6.949,36.439,pm.automaticSquareUp without telemetry,called
7.023,74.376,robot,getCurrentAngle was invoked, returning 45
7.034,10.642,robot,getCurrentAngle was invoked, returning 45
7.126,92.655,pm.move,called with right:0.00 and spin:1.44
7.128,1.593,robot,setMotorTargets was called - f:r:s: 0 : 0 : 15
7.129,0.922,pm.waitforMotors,called with right:0.00 and spin:1.44 and forward:0.00
7.183,54.446,robot,isMotorBusy was called, returning true
7.184,1.252,robot,isMotorBusy was called, returning true
7.186,1.264,robot,isMotorBusy was called, returning true
7.187,1.159,robot,isMotorBusy was called, returning true
7.188,1.641,robot,isMotorBusy was called, returning true
7.192,3.245,robot,isMotorBusy was called, returning true
7.195,3.475,robot,isMotorBusy was called, returning true
7.197,1.967,robot,isMotorBusy was called, returning true
7.199,2.320,robot,isMotorBusy was called, returning true
7.203,3.347,robot,isMotorBusy was called, returning true
7.234,30.734,robot,isMotorBusy was called, returning true
7.236,2.014,robot,isMotorBusy was called, returning true
7.237,1.621,robot,isMotorBusy was called, returning true
7.239,1.472,robot,isMotorBusy was called, returning true
7.240,1.461,robot,isMotorBusy was called, returning true
7.241,1.169,robot,isMotorBusy was called, returning true
7.246,4.974,robot,isMotorBusy was called, returning true
7.247,0.996,robot,isMotorBusy was called, returning true
7.249,1.996,robot,isMotorBusy was called, returning true
7.251,1.266,robot,isMotorBusy was called, returning true
7.252,1.047,robot,isMotorBusy was called, returning true
7.253,1.560,robot,isMotorBusy was called, returning true
7.254,0.990,robot,isMotorBusy was called, returning true
7.255,1.010,robot,isMotorBusy was called, returning true
7.256,1.200,robot,isMotorBusy was called, returning true
7.258,1.426,robot,isMotorBusy was called, returning true
7.259,1.037,robot,isMotorBusy was called, returning true
7.261,1.727,robot,isMotorBusy was called, returning true
7.261,0.842,robot,isMotorBusy was called, returning true
7.263,1.508,robot,isMotorBusy was called, returning true
7.264,1.031,robot,isMotorBusy was called, returning true
7.265,0.975,robot,isMotorBusy was called, returning true
7.266,1.250,robot,isMotorBusy was called, returning true
7.267,0.687,robot,isMotorBusy was called, returning true
7.268,1.011,robot,isMotorBusy was called, returning true
7.268,0.638,robot,isMotorBusy was called, returning true
7.269,0.829,robot,isMotorBusy was called, returning true
7.270,1.007,robot,isMotorBusy was called, returning true
7.272,2.132,robot,isMotorBusy was called, returning true
7.273,0.835,robot,isMotorBusy was called, returning true
7.275,1.452,robot,isMotorBusy was called, returning true
7.275,0.636,robot,isMotorBusy was called, returning true
7.277,1.366,robot,isMotorBusy was called, returning true
7.278,0.892,robot,isMotorBusy was called, returning true
7.279,0.894,robot,isMotorBusy was called, returning true
7.279,0.846,robot,isMotorBusy was called, returning true
7.280,1.011,robot,isMotorBusy was called, returning true
7.281,0.624,robot,isMotorBusy was called, returning true
7.282,0.928,robot,isMotorBusy was called, returning true
7.283,0.788,robot,isMotorBusy was called, returning true
7.284,1.212,robot,isMotorBusy was called, returning true
7.285,1.296,robot,isMotorBusy was called, returning true
7.287,1.269,robot,isMotorBusy was called, returning true
7.287,0.944,robot,isMotorBusy was called, returning true
7.289,1.245,robot,isMotorBusy was called, returning true
7.290,0.890,robot,isMotorBusy was called, returning true
7.290,0.911,robot,isMotorBusy was called, returning true
7.292,1.328,robot,isMotorBusy was called, returning true
7.293,1.180,robot,isMotorBusy was called, returning true
7.294,1.139,robot,isMotorBusy was called, returning true
7.295,0.892,robot,isMotorBusy was called, returning true
7.296,1.157,robot,isMotorBusy was called, returning true
7.298,2.259,robot,isMotorBusy was called, returning true
7.299,1.038,robot,isMotorBusy was called, returning true
7.300,0.881,robot,isMotorBusy was called, returning true
7.301,0.689,robot,isMotorBusy was called, returning true
7.303,1.512,robot,isMotorBusy was called, returning true
7.307,4.447,robot,isMotorBusy was called, returning true
7.309,1.958,robot,isMotorBusy was called, returning true
7.310,0.847,robot,isMotorBusy was called, returning true
7.311,0.984,robot,isMotorBusy was called, returning true
7.312,0.977,robot,isMotorBusy was called, returning true
7.313,1.192,robot,isMotorBusy was called, returning true
7.314,0.916,robot,isMotorBusy was called, returning true
7.315,0.982,robot,isMotorBusy was called, returning true
7.316,1.353,robot,isMotorBusy was called, returning true
7.317,0.926,robot,isMotorBusy was called, returning true
7.319,1.411,robot,isMotorBusy was called, returning true
7.319,0.815,robot,isMotorBusy was called, returning true
7.320,0.862,robot,isMotorBusy was called, returning true
7.321,0.929,robot,isMotorBusy was called, returning true
7.323,1.515,robot,isMotorBusy was called, returning true
7.324,0.891,robot,isMotorBusy was called, returning true
7.324,0.898,robot,isMotorBusy was called, returning true
7.325,0.693,robot,isMotorBusy was called, returning true
7.326,0.559,robot,isMotorBusy was called, returning true
7.327,0.825,robot,isMotorBusy was called, returning true
7.327,0.585,robot,isMotorBusy was called, returning true
7.328,0.761,robot,isMotorBusy was called, returning true
7.329,0.813,robot,isMotorBusy was called, returning true
7.330,0.888,robot,isMotorBusy was called, returning true
7.331,1.026,robot,isMotorBusy was called, returning true
7.332,0.899,robot,isMotorBusy was called, returning true
7.333,1.046,robot,isMotorBusy was called, returning true
7.334,1.558,robot,isMotorBusy was called, returning true
7.335,0.787,robot,isMotorBusy was called, returning true
7.336,0.758,robot,isMotorBusy was called, returning true
7.336,0.638,robot,isMotorBusy was called, returning true
7.338,1.742,robot,isMotorBusy was called, returning true
7.339,0.705,robot,isMotorBusy was called, returning true
7.340,0.856,robot,isMotorBusy was called, returning true
7.340,0.622,robot,isMotorBusy was called, returning true
7.341,0.853,robot,isMotorBusy was called, returning true
7.342,0.767,robot,isMotorBusy was called, returning true
7.343,0.789,robot,isMotorBusy was called, returning true
7.343,0.561,robot,isMotorBusy was called, returning true
7.344,1.116,robot,isMotorBusy was called, returning true
7.345,0.637,robot,isMotorBusy was called, returning true
7.346,0.811,robot,isMotorBusy was called, returning true
7.346,0.599,robot,isMotorBusy was called, returning true
7.347,0.748,robot,isMotorBusy was called, returning true
7.348,0.604,robot,isMotorBusy was called, returning true
7.348,0.734,robot,isMotorBusy was called, returning true
7.349,1.006,robot,isMotorBusy was called, returning true
7.350,0.745,robot,isMotorBusy was called, returning true
7.351,1.147,robot,isMotorBusy was called, returning true
7.352,0.919,robot,isMotorBusy was called, returning true
7.353,0.691,robot,isMotorBusy was called, returning true
7.354,0.826,robot,isMotorBusy was called, returning true
7.354,0.634,robot,isMotorBusy was called, returning true
7.355,0.825,robot,isMotorBusy was called, returning true
7.357,1.748,robot,isMotorBusy was called, returning true
7.358,0.842,robot,isMotorBusy was called, returning true
7.359,0.930,robot,isMotorBusy was called, returning true
7.360,0.773,robot,isMotorBusy was called, returning true
7.360,0.620,robot,isMotorBusy was called, returning true
7.361,1.219,robot,isMotorBusy was called, returning true
7.362,0.767,robot,isMotorBusy was called, returning true
7.363,0.927,robot,isMotorBusy was called, returning true
7.364,0.666,robot,isMotorBusy was called, returning true
7.365,0.818,robot,isMotorBusy was called, returning true
7.366,1.053,robot,isMotorBusy was called, returning true
7.367,0.899,robot,isMotorBusy was called, returning true
7.368,1.264,robot,isMotorBusy was called, returning true
7.369,0.858,robot,isMotorBusy was called, returning true
7.370,1.561,robot,isMotorBusy was called, returning true
7.371,0.672,robot,isMotorBusy was called, returning true
7.372,1.016,robot,isMotorBusy was called, returning true
7.373,0.717,robot,isMotorBusy was called, returning true
7.373,0.709,robot,isMotorBusy was called, returning true
7.374,0.989,robot,isMotorBusy was called, returning true
7.375,0.702,robot,isMotorBusy was called, returning true
7.376,0.576,robot,isMotorBusy was called, returning true
7.376,0.575,robot,isMotorBusy was called, returning true
7.377,0.581,robot,isMotorBusy was called, returning true
7.377,0.501,robot,isMotorBusy was called, returning true
7.378,0.650,robot,isMotorBusy was called, returning true
7.379,0.646,robot,isMotorBusy was called, returning true
7.379,0.545,robot,isMotorBusy was called, returning true
7.380,0.497,robot,isMotorBusy was called, returning true
7.381,0.977,robot,isMotorBusy was called, returning true
7.381,0.716,robot,isMotorBusy was called, returning true
7.383,1.612,robot,isMotorBusy was called, returning true
7.384,1.304,robot,isMotorBusy was called, returning true
7.385,0.959,robot,isMotorBusy was called, returning true
7.386,0.617,robot,isMotorBusy was called, returning true
7.386,0.602,robot,isMotorBusy was called, returning true
7.387,0.598,robot,isMotorBusy was called, returning true
7.388,0.560,robot,isMotorBusy was called, returning true
7.388,0.566,robot,isMotorBusy was called, returning true
7.389,0.783,robot,isMotorBusy was called, returning true
7.389,0.637,robot,isMotorBusy was called, returning true
7.391,1.727,robot,isMotorBusy was called, returning true
7.392,0.891,robot,isMotorBusy was called, returning true
7.393,0.655,robot,isMotorBusy was called, returning true
7.393,0.596,robot,isMotorBusy was called, returning true
7.394,0.571,robot,isMotorBusy was called, returning true
7.395,0.887,robot,isMotorBusy was called, returning true
7.395,0.635,robot,isMotorBusy was called, returning true
7.396,0.674,robot,isMotorBusy was called, returning true
7.397,0.961,robot,isMotorBusy was called, returning true
7.398,0.729,robot,isMotorBusy was called, returning true
7.398,0.624,robot,isMotorBusy was called, returning true
7.400,1.546,robot,isMotorBusy was called, returning true
7.401,0.672,robot,isMotorBusy was called, returning true
7.402,0.909,robot,isMotorBusy was called, returning true
7.403,1.843,robot,isMotorBusy was called, returning true
7.405,1.476,robot,isMotorBusy was called, returning true
7.405,0.575,robot,isMotorBusy was called, returning true
7.407,1.114,robot,isMotorBusy was called, returning true
7.408,1.489,robot,isMotorBusy was called, returning true
7.409,0.643,robot,isMotorBusy was called, returning true
7.409,0.488,robot,isMotorBusy was called, returning true
7.410,0.950,robot,isMotorBusy was called, returning true
7.411,0.608,robot,isMotorBusy was called, returning true
7.411,0.533,robot,isMotorBusy was called, returning true
7.412,0.972,robot,isMotorBusy was called, returning true
7.413,0.926,robot,isMotorBusy was called, returning true
7.414,0.959,robot,isMotorBusy was called, returning true
7.415,0.582,robot,isMotorBusy was called, returning true
7.415,0.557,robot,isMotorBusy was called, returning true
7.416,0.922,robot,isMotorBusy was called, returning true
7.417,0.581,robot,isMotorBusy was called, returning true
7.418,1.201,robot,isMotorBusy was called, returning true
7.420,1.894,robot,isMotorBusy was called, returning true
7.421,0.973,robot,isMotorBusy was called, returning true
7.422,0.887,robot,isMotorBusy was called, returning true
7.423,1.009,robot,isMotorBusy was called, returning true
7.423,0.603,robot,isMotorBusy was called, returning true
7.424,1.109,robot,isMotorBusy was called, returning true
7.425,0.543,robot,isMotorBusy was called, returning true
7.425,0.485,robot,isMotorBusy was called, returning true
7.427,1.187,robot,isMotorBusy was called, returning true
7.428,1.305,robot,isMotorBusy was called, returning true
7.429,0.686,robot,isMotorBusy was called, returning true
7.430,0.855,robot,isMotorBusy was called, returning true
7.430,0.675,robot,isMotorBusy was called, returning true
7.431,0.949,robot,isMotorBusy was called, returning true
7.432,0.863,robot,isMotorBusy was called, returning true
7.433,0.868,robot,isMotorBusy was called, returning true
7.433,0.523,robot,isMotorBusy was called, returning true
7.435,1.607,robot,isMotorBusy was called, returning true
7.436,0.738,robot,isMotorBusy was called, returning true
7.437,0.983,robot,isMotorBusy was called, returning true
7.437,0.593,robot,isMotorBusy was called, returning true
7.439,1.304,robot,isMotorBusy was called, returning true
7.439,0.604,robot,isMotorBusy was called, returning true
7.440,1.150,robot,isMotorBusy was called, returning true
7.441,0.610,robot,isMotorBusy was called, returning true
7.442,0.532,robot,isMotorBusy was called, returning true
7.443,1.532,robot,isMotorBusy was called, returning true
7.444,1.151,robot,isMotorBusy was called, returning true
7.446,1.710,robot,isMotorBusy was called, returning true
7.447,1.231,robot,isMotorBusy was called, returning true
7.448,0.646,robot,isMotorBusy was called, returning true
