sec,d ms,r.init,r.init was invoked (a)
6.121,0.888,Mainline,Beginning state machine pass 1
6.122,0.771,robot,bettermove powers are fl:fr:bl:br, 0.48, 0.99, 0.48, 1.00
6.153,31.195,Mainline,Ending state machine pass of arcTowardsBeacon
6.154,0.800,Mainline,Beginning state machine pass 1
6.155,0.803,robot,bettermove powers are fl:fr:bl:br, 0.48, 0.99, 0.48, 1.00
6.156,1.488,Mainline,Ending state machine pass of arcTowardsBeacon
6.157,1.026,Mainline,Beginning state machine pass 1
6.158,1.036,robot,bettermove powers are fl:fr:bl:br, 0.48, 0.99, 0.48, 1.00
6.161,2.986,Mainline,Ending state machine pass of arcTowardsBeacon
6.162,0.953,Mainline,Beginning state machine pass 1
6.163,0.956,robot,bettermove powers are fl:fr:bl:br, 0.48, 0.99, 0.48, 1.00
6.166,2.648,Mainline,Ending state machine pass of arcTowardsBeacon
6.168,2.057,Mainline,Beginning state machine pass 1
6.169,1.309,robot,bettermove powers are fl:fr:bl:br, 0.48, 0.99, 0.48, 1.00
6.172,2.422,Mainline,Ending state machine pass of arcTowardsBeacon
6.173,1.387,Mainline,Beginning state machine pass 1
6.174,0.869,robot,bettermove powers are fl:fr:bl:br, 0.48, 0.99, 0.48, 1.00
6.177,3.355,Mainline,Ending state machine pass of arcTowardsBeacon
6.178,0.892,Mainline,Beginning state machine pass 1
6.179,0.778,robot,bettermove powers are fl:fr:bl:br, 0.48, 1.00, 0.48, 0.99
6.209,30.348,Mainline,Ending state machine pass of arcTowardsBeacon
6.210,0.740,Mainline,Beginning state machine pass 1
6.211,1.014,robot,bettermove powers are fl:fr:bl:br, 0.48, 0.99, 0.47, 1.00
6.253,41.512,Mainline,Ending state machine pass of arcTowardsBeacon
6.255,1.927,Mainline,Beginning state machine pass 1
6.256,1.321,robot,bettermove powers are fl:fr:bl:br, 0.47, 0.99, 0.47, 1.00
6.281,24.574,Mainline,Ending state machine pass of arcTowardsBeacon
6.282,1.079,Mainline,Beginning state machine pass 1
6.283,1.009,robot,bettermove powers are fl:fr:bl:br, 0.47, 0.99, 0.47, 1.00
6.285,2.000,Mainline,Ending state machine pass of arcTowardsBeacon
6.286,1.444,Mainline,Beginning state machine pass 1
6.287,0.963,robot,bettermove powers are fl:fr:bl:br, 0.47, 0.99, 0.47, 1.00
6.289,1.947,Mainline,Ending state machine pass of arcTowardsBeacon
6.290,1.014,Mainline,Beginning state machine pass 1
6.291,1.220,robot,bettermove powers are fl:fr:bl:br, 0.47, 0.99, 0.47, 1.00
6.293,3.128,Mainline,Ending state machine pass of arcTowardsBeacon
6.296,1.812,Mainline,Beginning state machine pass 1
6.297,1.068,robot,bettermove powers are fl:fr:bl:br, 0.47, 0.99, 0.47, 1.00
6.299,1.632,Mainline,Ending state machine pass of arcTowardsBeacon
6.300,1.408,Mainline,Beginning state machine pass 1
6.301,0.723,robot,bettermove powers are fl:fr:bl:br, 0.47, 0.99, 0.47, 1.00
6.303,2.303,Mainline,Ending state machine pass of arcTowardsBeacon
6.304,0.994,Mainline,Beginning state machine pass 1
6.305,0.707,robot,bettermove powers are fl:fr:bl:br, 0.47, 0.99, 0.47, 1.00
6.307,2.517,Mainline,Ending state machine pass of arcTowardsBeacon
6.309,1.681,Mainline,Beginning state machine pass 1
6.311,1.586,robot,bettermove powers are fl:fr:bl:br, 0.47, 0.99, 0.47, 1.00
6.314,3.315,Mainline,Ending state machine pass of arcTowardsBeacon
6.315,1.137,Mainline,Beginning state machine pass 1
6.316,1.018,robot,bettermove powers are fl:fr:bl:br, 0.47, 0.99, 0.47, 1.00
6.320,3.568,Mainline,Ending state machine pass of arcTowardsBeacon
6.321,0.948,Mainline,Beginning state machine pass 1
6.321,0.700,robot,bettermove powers are fl:fr:bl:br, 0.47, 0.99, 0.47, 1.00
6.323,1.770,Mainline,Ending state machine pass of arcTowardsBeacon
6.325,1.677,Mainline,Beginning state machine pass 1
6.326,0.724,robot,bettermove powers are fl:fr:bl:br, 0.47, 0.99, 0.47, 1.00
6.328,2.386,Mainline,Ending state machine pass of arcTowardsBeacon
6.329,1.075,Mainline,Beginning state machine pass 1
6.330,0.888,robot,bettermove powers are fl:fr:bl:br, 0.47, 0.99, 0.47, 1.00
6.332,2.223,Mainline,Ending state machine pass of arcTowardsBeacon
6.334,1.539,Mainline,Beginning state machine pass 1
6.335,1.470,robot,bettermove powers are fl:fr:bl:br, 0.47, 0.99, 0.47, 1.00
6.338,2.748,Mainline,Ending state machine pass of arcTowardsBeacon
6.340,2.268,Mainline,Beginning state machine pass 1
6.341,1.096,robot,bettermove powers are fl:fr:bl:br, 0.47, 0.99, 0.46, 1.00
6.371,30.033,Mainline,Ending state machine pass of arcTowardsBeacon
6.372,0.625,Mainline,Beginning state machine pass 1
6.373,1.131,robot,bettermove powers are fl:fr:bl:br, 0.47, 0.99, 0.46, 1.00
6.375,1.440,Mainline,Ending state machine pass of arcTowardsBeacon
6.375,0.621,Mainline,Beginning state machine pass 1
6.376,0.457,robot,bettermove powers are fl:fr:bl:br, 0.47, 0.99, 0.46, 1.00
6.378,1.964,Mainline,Ending state machine pass of arcTowardsBeacon
6.378,0.655,Mainline,Beginning state machine pass 1
6.379,0.973,robot,bettermove powers are fl:fr:bl:br, 0.46, 0.99, 0.46, 1.00
6.408,29.240,Mainline,Ending state machine pass of arcTowardsBeacon
6.409,0.620,Mainline,Beginning state machine pass 1
6.410,0.778,robot,bettermove powers are fl:fr:bl:br, 0.46, 0.99, 0.46, 1.00
6.411,1.451,Mainline,Ending state machine pass of arcTowardsBeacon
6.412,0.606,Mainline,Beginning state machine pass 1
6.412,0.516,robot,bettermove powers are fl:fr:bl:br, 0.46, 0.99, 0.46, 1.00
6.414,1.678,Mainline,Ending state machine pass of arcTowardsBeacon
6.415,0.636,Mainline,Beginning state machine pass 1
6.415,0.563,robot,bettermove powers are fl:fr:bl:br, 0.46, 0.99, 0.45, 1.00
6.443,27.641,Mainline,Ending state machine pass of arcTowardsBeacon
6.444,0.612,Mainline,Beginning state machine pass 1
6.445,1.213,robot,bettermove powers are fl:fr:bl:br, 0.46, 0.99, 0.45, 1.00
6.447,2.375,Mainline,Ending state machine pass of arcTowardsBeacon
6.448,0.648,Mainline,Beginning state machine pass 1
6.448,0.557,robot,bettermove powers are fl:fr:bl:br, 0.46, 0.99, 0.45, 1.00
6.450,1.560,Mainline,Ending state machine pass of arcTowardsBeacon
6.451,1.220,Mainline,Beginning state machine pass 1
6.452,0.865,robot,bettermove powers are fl:fr:bl:br, 0.45, 0.99, 0.45, 1.00
6.479,27.346,Mainline,Ending state machine pass of arcTowardsBeacon
6.480,0.889,Mainline,Beginning state machine pass 1
6.481,1.211,robot,bettermove powers are fl:fr:bl:br, 0.45, 0.99, 0.45, 1.00
6.484,2.523,Mainline,Ending state machine pass of arcTowardsBeacon
6.485,0.910,Mainline,Beginning state machine pass 1
6.486,0.658,robot,bettermove powers are fl:fr:bl:br, 0.45, 0.99, 0.45, 1.00
6.488,2.632,Mainline,Ending state machine pass of arcTowardsBeacon
6.489,1.271,Mainline,Beginning state machine pass 1
6.491,1.682,robot,bettermove powers are fl:fr:bl:br, 0.45, 0.99, 0.45, 1.00
6.494,2.710,Mainline,Ending state machine pass of arcTowardsBeacon
6.498,4.106,Mainline,Beginning state machine pass 1
6.499,0.598,robot,bettermove powers are fl:fr:bl:br, 0.45, 1.00, 0.44, 0.99
6.554,55.149,Mainline,Ending state machine pass of arcTowardsBeacon
6.554,0.736,Mainline,Beginning state machine pass 1
6.555,0.726,robot,bettermove powers are fl:fr:bl:br, 0.44, 0.99, 0.43, 1.00
6.635,80.323,Mainline,Ending state machine pass of arcTowardsBeacon
6.637,1.419,Mainline,Beginning state machine pass 1
6.638,1.150,robot,bettermove powers are fl:fr:bl:br, 0.42, 0.99, 0.42, 1.00
6.672,34.242,Mainline,Ending state machine pass of arcTowardsBeacon
6.673,1.138,Mainline,Beginning state machine pass 1
6.675,1.107,robot,bettermove powers are fl:fr:bl:br, 0.41, 0.99, 0.41, 1.00
6.695,20.681,Mainline,Ending state machine pass of arcTowardsBeacon
6.696,0.653,Mainline,Beginning state machine pass 1
6.698,1.726,robot,bettermove powers are fl:fr:bl:br, 0.41, 0.99, 0.40, 1.00
6.721,23.543,Mainline,Ending state machine pass of arcTowardsBeacon
6.722,0.701,Mainline,Beginning state machine pass 1
6.723,0.847,robot,bettermove powers are fl:fr:bl:br, 0.40, 0.99, 0.40, 1.00
6.763,39.889,Mainline,Ending state machine pass of arcTowardsBeacon
6.763,0.651,Mainline,Beginning state machine pass 1
6.764,0.564,robot,bettermove powers are fl:fr:bl:br, 0.39, 0.98, 0.39, 1.00
6.819,55.670,Mainline,Ending state machine pass of arcTowardsBeacon
6.820,0.814,Mainline,Beginning state machine pass 1
6.821,0.650,robot,bettermove powers are fl:fr:bl:br, 0.37, 0.98, 0.37, 0.98
6.869,48.161,Mainline,Ending state machine pass of arcTowardsBeacon
6.870,0.872,Mainline,Beginning state machine pass 1
6.871,0.625,robot,bettermove powers are fl:fr:bl:br, 0.35, 0.95, 0.34, 0.95
6.937,66.216,Mainline,Ending state machine pass of arcTowardsBeacon
6.938,1.010,Mainline,Beginning state machine pass 1
6.939,0.926,robot,bettermove powers are fl:fr:bl:br, 0.32, 0.90, 0.31, 0.90
6.996,57.534,Mainline,Ending state machine pass of arcTowardsBeacon
6.997,0.992,Mainline,Beginning state machine pass 1
6.998,0.977,robot,bettermove powers are fl:fr:bl:br, 0.29, 0.86, 0.28, 0.86
7.069,70.369,Mainline,Ending state machine pass of arcTowardsBeacon
7.070,1.151,Mainline,Beginning state machine pass 1
7.071,0.794,robot,bettermove powers are fl:fr:bl:br, 0.26, 0.81, 0.25, 0.81
7.131,60.221,Mainline,Ending state machine pass of arcTowardsBeacon
7.132,0.877,Mainline,Beginning state machine pass 1
7.133,0.930,robot,bettermove powers are fl:fr:bl:br, 0.23, 0.77, 0.23, 0.76
7.200,67.862,Mainline,Ending state machine pass of arcTowardsBeacon
7.202,1.423,Mainline,Beginning state machine pass 1
7.203,0.775,robot,bettermove powers are fl:fr:bl:br, 0.21, 0.72, 0.21, 0.70
7.276,73.771,Mainline,Ending state machine pass of arcTowardsBeacon
7.278,1.263,Mainline,Beginning state machine pass 1
7.279,0.947,robot,bettermove powers are fl:fr:bl:br, 0.19, 0.66, 0.20, 0.64
7.340,60.918,Mainline,Ending state machine pass of arcTowardsBeacon
7.340,0.807,Mainline,Beginning state machine pass 1
7.342,1.255,robot,bettermove powers are fl:fr:bl:br, 0.18, 0.62, 0.19, 0.60
7.411,69.156,Mainline,Ending state machine pass of arcTowardsBeacon
7.412,1.218,Mainline,Beginning state machine pass 1
7.413,0.994,robot,bettermove powers are fl:fr:bl:br, 0.17, 0.57, 0.18, 0.54
7.486,72.623,Mainline,Ending state machine pass of arcTowardsBeacon
7.486,0.898,Mainline,Beginning state machine pass 1
7.488,1.207,robot,bettermove powers are fl:fr:bl:br, 0.16, 0.51, 0.17, 0.48
7.550,62.317,Mainline,Ending state machine pass of arcTowardsBeacon
7.553,2.579,Mainline,Beginning state machine pass 1
7.558,5.064,robot,bettermove powers are fl:fr:bl:br, 0.16, 0.50, 0.18, 0.47
7.596,38.788,Mainline,Ending state machine pass of arcTowardsBeacon
7.598,1.908,Mainline,Beginning state machine pass 1
7.600,1.822,robot,bettermove powers are fl:fr:bl:br, 0.16, 0.50, 0.18, 0.45
7.632,31.471,Mainline,Ending state machine pass of arcTowardsBeacon
7.633,0.948,Mainline,Beginning state machine pass 1
7.633,0.883,robot,bettermove powers are fl:fr:bl:br, 0.16, 0.50, 0.19, 0.45
7.664,30.564,Mainline,Ending state machine pass of arcTowardsBeacon
7.665,1.065,Mainline,Beginning state machine pass 1
7.666,1.325,robot,bettermove powers are fl:fr:bl:br, 0.17, 0.50, 0.19, 0.44
7.701,34.678,Mainline,Ending state machine pass of arcTowardsBeacon
7.702,0.781,Mainline,Beginning state machine pass 1
7.703,1.413,robot,bettermove powers are fl:fr:bl:br, 0.17, 0.50, 0.20, 0.42
7.741,38.089,Mainline,Ending state machine pass of arcTowardsBeacon
7.742,0.913,Mainline,Beginning state machine pass 1
7.743,0.829,robot,bettermove powers are fl:fr:bl:br, 0.18, 0.50, 0.20, 0.42
7.774,31.122,Mainline,Ending state machine pass of arcTowardsBeacon
7.775,1.079,Mainline,Beginning state machine pass 1
7.776,0.710,robot,bettermove powers are fl:fr:bl:br, 0.18, 0.50, 0.21, 0.43
7.826,49.606,Mainline,Ending state machine pass of arcTowardsBeacon
7.826,0.839,Mainline,Beginning state machine pass 1
7.828,1.123,robot,bettermove powers are fl:fr:bl:br, 0.19, 0.50, 0.23, 0.42
7.885,57.703,Mainline,Ending state machine pass of arcTowardsBeacon
7.887,1.253,Mainline,Beginning state machine pass 1
7.888,1.723,robot,bettermove powers are fl:fr:bl:br, 0.20, 0.50, 0.24, 0.40
7.919,30.807,Mainline,Ending state machine pass of arcTowardsBeacon
7.920,0.975,Mainline,Beginning state machine pass 1
7.921,0.665,robot,bettermove powers are fl:fr:bl:br, 0.21, 0.50, 0.25, 0.39
7.980,58.897,Mainline,Ending state machine pass of arcTowardsBeacon
7.980,0.880,Mainline,Beginning state machine pass 1
7.982,1.150,robot,bettermove powers are fl:fr:bl:br, 0.22, 0.50, 0.26, 0.37
8.040,58.452,Mainline,Ending state machine pass of arcTowardsBeacon
8.041,0.699,Mainline,Beginning state machine pass 1
8.041,0.591,robot,bettermove powers are fl:fr:bl:br, 0.24, 0.50, 0.29, 0.35
8.093,51.837,Mainline,Ending state machine pass of arcTowardsBeacon
8.094,0.802,Mainline,Beginning state machine pass 1
8.095,0.834,robot,bettermove powers are fl:fr:bl:br, 0.26, 0.50, 0.32, 0.32
8.155,60.364,Mainline,Ending state machine pass of arcTowardsBeacon
8.156,0.895,Mainline,Beginning state machine pass 1
8.157,0.938,robot,bettermove powers are fl:fr:bl:br, 0.31, 0.50, 0.36, 0.26
8.222,65.288,Mainline,Ending state machine pass of arcTowardsBeacon
8.225,2.252,Mainline,Beginning state machine pass 1
8.226,1.003,robot,bettermove powers are fl:fr:bl:br, 0.36, 0.50, 0.43, 0.00
8.264,38.511,Mainline,Ending state machine pass of arcTowardsBeacon
8.265,0.918,Mainline,Beginning state machine pass 1
8.266,1.041,robot,bettermove powers are fl:fr:bl:br, 0.00, 0.00, 0.50, 0.00
8.311,45.017,Mainline,Ending state machine pass of arcTowardsBeacon
8.312,1.085,Mainline,Beginning state machine pass 1
8.313,0.988,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
8.315,1.592,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
8.343,28.615,robot,enableEncodersToPosition was called
8.345,1.173,robot,setMotorPower was called - power: 1.00
8.393,48.306,pm.automaticSquareUp without telemetry,called
8.475,81.813,robot,getCurrentAngle was invoked, returning 45
8.475,0.580,robot,getCurrentAngle was invoked, returning 45
8.607,132.167,pm.move,called with right:0.00 and spin:7.12
8.609,1.504,robot,setMotorTargets was called - f:r:s: 0 : 0 : 78
8.610,1.100,pm.waitforMotors,called with right:0.00 and spin:7.12 and forward:0.00
8.663,53.211,robot,isMotorBusy was called, returning true
8.675,11.598,robot,isMotorBusy was called, returning true
8.676,1.095,robot,isMotorBusy was called, returning true
8.677,1.135,robot,isMotorBusy was called, returning true
8.678,1.237,robot,isMotorBusy was called, returning true
8.679,0.938,robot,isMotorBusy was called, returning true
8.681,1.358,robot,isMotorBusy was called, returning true
8.682,1.402,robot,isMotorBusy was called, returning true
8.683,1.086,robot,isMotorBusy was called, returning true
8.684,0.871,robot,isMotorBusy was called, returning true
8.685,0.869,robot,isMotorBusy was called, returning true
8.686,0.706,robot,isMotorBusy was called, returning true
8.686,0.766,robot,isMotorBusy was called, returning true
8.687,1.150,robot,isMotorBusy was called, returning true
8.688,0.720,robot,isMotorBusy was called, returning true
8.689,0.699,robot,isMotorBusy was called, returning true
8.689,0.639,robot,isMotorBusy was called, returning true
8.690,0.687,robot,isMotorBusy was called, returning true
8.691,0.779,robot,isMotorBusy was called, returning true
8.692,0.984,robot,isMotorBusy was called, returning true
8.693,0.824,robot,isMotorBusy was called, returning true
8.694,0.796,robot,isMotorBusy was called, returning true
8.695,1.118,robot,isMotorBusy was called, returning true
8.696,1.172,robot,isMotorBusy was called, returning true
8.697,0.971,robot,isMotorBusy was called, returning true
8.698,0.853,robot,isMotorBusy was called, returning true
8.698,0.634,robot,isMotorBusy was called, returning true
8.699,0.588,robot,isMotorBusy was called, returning true
8.699,0.556,robot,isMotorBusy was called, returning true
8.700,0.570,robot,isMotorBusy was called, returning true
8.701,0.566,robot,isMotorBusy was called, returning true
8.701,0.531,robot,isMotorBusy was called, returning true
8.702,0.473,robot,isMotorBusy was called, returning true
8.702,0.514,robot,isMotorBusy was called, returning true
8.703,0.606,robot,isMotorBusy was called, returning true
8.703,0.590,robot,isMotorBusy was called, returning true
8.704,0.815,robot,isMotorBusy was called, returning true
8.705,0.638,robot,isMotorBusy was called, returning true
8.706,1.007,robot,isMotorBusy was called, returning true
8.706,0.621,robot,isMotorBusy was called, returning true
8.707,1.070,robot,isMotorBusy was called, returning true
8.708,0.632,robot,isMotorBusy was called, returning true
8.709,0.601,robot,isMotorBusy was called, returning true
8.710,1.139,robot,isMotorBusy was called, returning true
8.711,1.504,robot,isMotorBusy was called, returning true
8.712,0.773,robot,isMotorBusy was called, returning true
8.713,0.891,robot,isMotorBusy was called, returning true
8.714,1.029,robot,isMotorBusy was called, returning true
8.715,0.575,robot,isMotorBusy was called, returning true
8.715,0.556,robot,isMotorBusy was called, returning true
8.716,0.494,robot,isMotorBusy was called, returning true
8.716,0.811,robot,isMotorBusy was called, returning true
8.717,0.696,robot,isMotorBusy was called, returning true
8.718,0.568,robot,isMotorBusy was called, returning true
8.718,0.629,robot,isMotorBusy was called, returning true
8.719,0.961,robot,isMotorBusy was called, returning true
8.720,0.618,robot,isMotorBusy was called, returning true
8.721,0.584,robot,isMotorBusy was called, returning true
8.722,1.011,robot,isMotorBusy was called, returning true
8.723,1.013,robot,isMotorBusy was called, returning true
8.724,1.830,robot,isMotorBusy was called, returning true
8.726,1.917,robot,isMotorBusy was called, returning true
8.727,1.108,robot,isMotorBusy was called, returning true
8.729,1.800,robot,isMotorBusy was called, returning true
8.730,0.619,robot,isMotorBusy was called, returning true
8.730,0.566,robot,isMotorBusy was called, returning true
8.732,1.469,robot,isMotorBusy was called, returning true
8.733,1.116,robot,isMotorBusy was called, returning true
8.734,0.783,robot,isMotorBusy was called, returning true
8.734,0.612,robot,isMotorBusy was called, returning true
8.735,0.559,robot,isMotorBusy was called, returning true
8.735,0.556,robot,isMotorBusy was called, returning true
8.736,0.536,robot,isMotorBusy was called, returning true
8.737,0.571,robot,isMotorBusy was called, returning true
8.738,1.027,robot,isMotorBusy was called, returning true
8.739,1.273,robot,isMotorBusy was called, returning true
8.739,0.589,robot,isMotorBusy was called, returning true
8.740,0.991,robot,isMotorBusy was called, returning true
8.741,0.637,robot,isMotorBusy was called, returning true
8.742,1.226,robot,isMotorBusy was called, returning true
8.743,0.647,robot,isMotorBusy was called, returning true
8.743,0.508,robot,isMotorBusy was called, returning true
8.744,0.560,robot,isMotorBusy was called, returning true
8.745,0.544,robot,isMotorBusy was called, returning true
8.746,1.540,robot,isMotorBusy was called, returning true
8.747,0.972,robot,isMotorBusy was called, returning true
8.750,3.155,robot,isMotorBusy was called, returning true
8.752,2.007,robot,isMotorBusy was called, returning true
8.753,0.979,robot,isMotorBusy was called, returning true
8.754,0.589,robot,isMotorBusy was called, returning true
8.754,0.582,robot,isMotorBusy was called, returning true
8.755,0.678,robot,isMotorBusy was called, returning true
8.756,0.631,robot,isMotorBusy was called, returning true
8.757,1.144,robot,isMotorBusy was called, returning true
8.758,1.126,robot,isMotorBusy was called, returning true
8.759,0.698,robot,isMotorBusy was called, returning true
8.759,0.569,robot,isMotorBusy was called, returning true
8.760,1.066,robot,isMotorBusy was called, returning true
8.761,0.642,robot,isMotorBusy was called, returning true
8.762,0.619,robot,isMotorBusy was called, returning true
8.762,0.661,robot,isMotorBusy was called, returning true
8.763,0.605,robot,isMotorBusy was called, returning true
8.764,1.058,robot,isMotorBusy was called, returning true
8.765,0.624,robot,isMotorBusy was called, returning true
8.765,0.615,robot,isMotorBusy was called, returning true
8.766,0.567,robot,isMotorBusy was called, returning true
8.766,0.596,robot,isMotorBusy was called, returning true
8.767,0.714,robot,isMotorBusy was called, returning true
8.768,0.548,robot,isMotorBusy was called, returning true
8.768,0.555,robot,isMotorBusy was called, returning true
8.769,0.595,robot,isMotorBusy was called, returning true
8.769,0.534,robot,isMotorBusy was called, returning true
8.770,0.478,robot,isMotorBusy was called, returning true
8.770,0.529,robot,isMotorBusy was called, returning true
8.771,1.129,robot,isMotorBusy was called, returning true
8.773,1.792,robot,isMotorBusy was called, returning true
8.774,0.761,robot,isMotorBusy was called, returning true
8.775,0.694,robot,isMotorBusy was called, returning true
8.776,1.281,robot,isMotorBusy was called, returning true
8.778,1.724,robot,isMotorBusy was called, returning true
8.778,0.667,robot,isMotorBusy was called, returning true
8.779,0.581,robot,isMotorBusy was called, returning true
8.779,0.546,robot,isMotorBusy was called, returning true
8.780,0.585,robot,isMotorBusy was called, returning true
8.781,0.855,robot,isMotorBusy was called, returning true
8.781,0.544,robot,isMotorBusy was called, returning true
8.782,0.548,robot,isMotorBusy was called, returning true
8.784,1.601,robot,isMotorBusy was called, returning true
8.785,1.177,robot,isMotorBusy was called, returning true
8.786,0.941,robot,isMotorBusy was called, returning true
8.787,0.822,robot,isMotorBusy was called, returning true
8.788,1.358,robot,isMotorBusy was called, returning true
8.788,0.585,robot,isMotorBusy was called, returning true
8.790,1.381,robot,isMotorBusy was called, returning true
8.790,0.554,robot,isMotorBusy was called, returning true
8.791,0.699,robot,isMotorBusy was called, returning true
8.791,0.404,robot,isMotorBusy was called, returning true
8.792,0.427,robot,isMotorBusy was called, returning true
8.792,0.449,robot,isMotorBusy was called, returning true
8.793,0.925,robot,isMotorBusy was called, returning true
8.794,0.545,robot,isMotorBusy was called, returning true
8.794,0.487,robot,isMotorBusy was called, returning true
8.795,0.883,robot,isMotorBusy was called, returning true
8.796,0.526,robot,isMotorBusy was called, returning true
8.796,0.492,robot,isMotorBusy was called, returning true
8.797,0.963,robot,isMotorBusy was called, returning true
8.798,0.550,robot,isMotorBusy was called, returning true
8.798,0.529,robot,isMotorBusy was called, returning true
8.799,0.918,robot,isMotorBusy was called, returning true
8.800,0.491,robot,isMotorBusy was called, returning true
8.800,0.508,robot,isMotorBusy was called, returning true
8.801,0.897,robot,isMotorBusy was called, returning true
8.802,0.554,robot,isMotorBusy was called, returning true
8.802,0.541,robot,isMotorBusy was called, returning true
8.803,0.511,robot,isMotorBusy was called, returning true
8.803,0.512,robot,isMotorBusy was called, returning true
8.804,0.480,robot,isMotorBusy was called, returning true
8.804,0.514,robot,isMotorBusy was called, returning true
8.805,0.496,robot,isMotorBusy was called, returning true
8.805,0.517,robot,isMotorBusy was called, returning true
8.806,0.482,robot,isMotorBusy was called, returning true
8.806,0.484,robot,isMotorBusy was called, returning true
8.807,0.971,robot,isMotorBusy was called, returning true
8.808,0.515,robot,isMotorBusy was called, returning true
8.808,0.523,robot,isMotorBusy was called, returning true
8.809,0.546,robot,isMotorBusy was called, returning true
8.810,1.191,robot,isMotorBusy was called, returning true
8.811,0.820,robot,isMotorBusy was called, returning true
8.811,0.515,robot,isMotorBusy was called, returning true
8.812,0.442,robot,isMotorBusy was called, returning true
8.812,0.507,robot,isMotorBusy was called, returning true
8.813,0.454,robot,isMotorBusy was called, returning true
8.813,0.472,robot,isMotorBusy was called, returning true
8.814,0.463,robot,isMotorBusy was called, returning true
8.814,0.548,robot,isMotorBusy was called, returning true
8.815,0.518,robot,isMotorBusy was called, returning true
8.815,0.549,robot,isMotorBusy was called, returning true
8.816,0.488,robot,isMotorBusy was called, returning true
8.816,0.505,robot,isMotorBusy was called, returning true
8.817,0.500,robot,isMotorBusy was called, returning true
8.817,0.656,robot,isMotorBusy was called, returning true
8.818,0.552,robot,isMotorBusy was called, returning true
8.818,0.531,robot,isMotorBusy was called, returning true
8.819,0.535,robot,isMotorBusy was called, returning true
8.820,0.606,robot,isMotorBusy was called, returning true
8.820,0.688,robot,isMotorBusy was called, returning true
8.821,0.548,robot,isMotorBusy was called, returning true
8.822,0.804,robot,isMotorBusy was called, returning true
8.822,0.564,robot,isMotorBusy was called, returning true
8.823,0.565,robot,isMotorBusy was called, returning true
8.823,0.476,robot,isMotorBusy was called, returning true
8.824,0.463,robot,isMotorBusy was called, returning true
8.824,0.701,robot,isMotorBusy was called, returning true
8.825,0.549,robot,isMotorBusy was called, returning true
8.826,0.914,robot,isMotorBusy was called, returning true
8.826,0.517,robot,isMotorBusy was called, returning true
8.827,0.581,robot,isMotorBusy was called, returning true
8.827,0.544,robot,isMotorBusy was called, returning true
8.828,0.506,robot,isMotorBusy was called, returning true
8.829,0.552,robot,isMotorBusy was called, returning true
8.829,0.554,robot,isMotorBusy was called, returning true
8.830,0.511,robot,isMotorBusy was called, returning true
8.830,0.574,robot,isMotorBusy was called, returning true
8.831,1.072,robot,isMotorBusy was called, returning true
8.832,0.704,robot,isMotorBusy was called, returning true
8.833,0.824,robot,isMotorBusy was called, returning true
8.833,0.592,robot,isMotorBusy was called, returning true
8.834,0.548,robot,isMotorBusy was called, returning true
8.834,0.501,robot,isMotorBusy was called, returning true
8.835,0.527,robot,isMotorBusy was called, returning true
8.835,0.532,robot,isMotorBusy was called, returning true
8.836,0.794,robot,isMotorBusy was called, returning true
