sec,d ms,r.init,r.init was invoked (a)
4.107,3.328,robot,bettermove powers are fl:fr:bl:br, 0.47, 0.98, 0.47, 1.00
4.167,59.907,Mainline,Ending state machine pass of arcTowardsBeacon
4.169,2.664,Mainline,Beginning state machine pass 1
4.171,1.432,robot,bettermove powers are fl:fr:bl:br, 0.47, 0.98, 0.47, 1.00
4.178,7.120,Mainline,Ending state machine pass of arcTowardsBeacon
4.180,1.501,Mainline,Beginning state machine pass 1
4.180,0.640,robot,bettermove powers are fl:fr:bl:br, 0.47, 0.99, 0.47, 1.00
4.201,20.365,Mainline,Ending state machine pass of arcTowardsBeacon
4.202,1.031,Mainline,Beginning state machine pass 1
4.204,2.543,robot,bettermove powers are fl:fr:bl:br, 0.46, 0.98, 0.46, 1.00
4.254,49.991,Mainline,Ending state machine pass of arcTowardsBeacon
4.256,1.508,Mainline,Beginning state machine pass 1
4.257,0.967,robot,bettermove powers are fl:fr:bl:br, 0.46, 0.98, 0.46, 1.00
4.263,6.287,Mainline,Ending state machine pass of arcTowardsBeacon
4.265,2.371,Mainline,Beginning state machine pass 1
4.266,1.055,robot,bettermove powers are fl:fr:bl:br, 0.46, 0.99, 0.45, 1.00
4.298,31.658,Mainline,Ending state machine pass of arcTowardsBeacon
4.299,0.984,Mainline,Beginning state machine pass 1
4.300,1.507,robot,bettermove powers are fl:fr:bl:br, 0.45, 0.98, 0.45, 1.00
4.345,44.325,Mainline,Ending state machine pass of arcTowardsBeacon
4.346,0.832,Mainline,Beginning state machine pass 1
4.347,1.417,robot,bettermove powers are fl:fr:bl:br, 0.45, 0.98, 0.44, 1.00
4.380,32.692,Mainline,Ending state machine pass of arcTowardsBeacon
4.381,1.208,Mainline,Beginning state machine pass 1
4.382,1.319,robot,bettermove powers are fl:fr:bl:br, 0.44, 0.98, 0.43, 1.00
4.414,31.540,Mainline,Ending state machine pass of arcTowardsBeacon
4.415,1.084,Mainline,Beginning state machine pass 1
4.417,1.706,robot,bettermove powers are fl:fr:bl:br, 0.43, 0.98, 0.43, 1.00
4.446,29.148,Mainline,Ending state machine pass of arcTowardsBeacon
4.447,1.239,Mainline,Beginning state machine pass 1
4.448,0.712,robot,bettermove powers are fl:fr:bl:br, 0.43, 0.98, 0.42, 1.00
4.482,34.546,Mainline,Ending state machine pass of arcTowardsBeacon
4.483,1.141,Mainline,Beginning state machine pass 1
4.485,1.734,robot,bettermove powers are fl:fr:bl:br, 0.42, 0.98, 0.41, 1.00
4.518,33.007,Mainline,Ending state machine pass of arcTowardsBeacon
4.519,1.313,Mainline,Beginning state machine pass 1
4.521,1.953,robot,bettermove powers are fl:fr:bl:br, 0.41, 0.98, 0.41, 1.00
4.563,41.357,Mainline,Ending state machine pass of arcTowardsBeacon
4.566,2.981,Mainline,Beginning state machine pass 1
4.568,1.878,robot,bettermove powers are fl:fr:bl:br, 0.40, 0.98, 0.40, 1.00
4.614,46.656,Mainline,Ending state machine pass of arcTowardsBeacon
4.615,0.689,Mainline,Beginning state machine pass 1
4.616,1.427,robot,bettermove powers are fl:fr:bl:br, 0.39, 0.98, 0.38, 1.00
4.648,31.951,Mainline,Ending state machine pass of arcTowardsBeacon
4.650,1.415,Mainline,Beginning state machine pass 1
4.650,0.603,robot,bettermove powers are fl:fr:bl:br, 0.38, 0.98, 0.38, 1.00
4.680,29.648,Mainline,Ending state machine pass of arcTowardsBeacon
4.681,1.013,Mainline,Beginning state machine pass 1
4.682,0.986,robot,bettermove powers are fl:fr:bl:br, 0.37, 0.96, 0.36, 0.97
4.736,53.621,Mainline,Ending state machine pass of arcTowardsBeacon
4.737,1.008,Mainline,Beginning state machine pass 1
4.738,0.990,robot,bettermove powers are fl:fr:bl:br, 0.34, 0.92, 0.33, 0.93
4.811,73.279,Mainline,Ending state machine pass of arcTowardsBeacon
4.812,0.969,Mainline,Beginning state machine pass 1
4.813,0.744,robot,bettermove powers are fl:fr:bl:br, 0.30, 0.87, 0.30, 0.88
4.880,66.959,Mainline,Ending state machine pass of arcTowardsBeacon
4.881,0.999,Mainline,Beginning state machine pass 1
4.881,0.771,robot,bettermove powers are fl:fr:bl:br, 0.27, 0.82, 0.27, 0.83
4.951,70.103,Mainline,Ending state machine pass of arcTowardsBeacon
4.953,1.581,Mainline,Beginning state machine pass 1
4.955,2.322,robot,bettermove powers are fl:fr:bl:br, 0.24, 0.77, 0.24, 0.78
5.046,90.221,Mainline,Ending state machine pass of arcTowardsBeacon
5.047,1.040,Mainline,Beginning state machine pass 1
5.048,1.132,robot,bettermove powers are fl:fr:bl:br, 0.20, 0.70, 0.22, 0.70
5.110,62.480,Mainline,Ending state machine pass of arcTowardsBeacon
5.111,1.219,Mainline,Beginning state machine pass 1
5.112,0.828,robot,bettermove powers are fl:fr:bl:br, 0.19, 0.65, 0.20, 0.65
5.183,71.193,Mainline,Ending state machine pass of arcTowardsBeacon
5.185,1.164,Mainline,Beginning state machine pass 1
5.186,1.100,robot,bettermove powers are fl:fr:bl:br, 0.17, 0.60, 0.19, 0.59
5.249,63.766,Mainline,Ending state machine pass of arcTowardsBeacon
5.250,0.933,Mainline,Beginning state machine pass 1
5.251,1.007,robot,bettermove powers are fl:fr:bl:br, 0.16, 0.56, 0.18, 0.54
5.314,62.468,Mainline,Ending state machine pass of arcTowardsBeacon
5.315,1.152,Mainline,Beginning state machine pass 1
5.316,0.876,robot,bettermove powers are fl:fr:bl:br, 0.16, 0.52, 0.18, 0.49
5.353,37.113,Mainline,Ending state machine pass of arcTowardsBeacon
5.354,1.041,Mainline,Beginning state machine pass 1
5.355,0.713,robot,bettermove powers are fl:fr:bl:br, 0.15, 0.50, 0.18, 0.47
5.402,46.859,Mainline,Ending state machine pass of arcTowardsBeacon
5.402,0.835,Mainline,Beginning state machine pass 1
5.403,1.025,robot,bettermove powers are fl:fr:bl:br, 0.16, 0.50, 0.19, 0.46
5.458,54.295,Mainline,Ending state machine pass of arcTowardsBeacon
5.459,1.182,Mainline,Beginning state machine pass 1
5.460,1.224,robot,bettermove powers are fl:fr:bl:br, 0.16, 0.50, 0.20, 0.45
5.502,42.196,Mainline,Ending state machine pass of arcTowardsBeacon
5.503,1.057,Mainline,Beginning state machine pass 1
5.505,1.964,robot,bettermove powers are fl:fr:bl:br, 0.17, 0.50, 0.21, 0.45
5.540,34.434,Mainline,Ending state machine pass of arcTowardsBeacon
5.541,0.919,Mainline,Beginning state machine pass 1
5.542,1.720,robot,bettermove powers are fl:fr:bl:br, 0.17, 0.50, 0.21, 0.43
5.574,31.573,Mainline,Ending state machine pass of arcTowardsBeacon
5.575,0.832,Mainline,Beginning state machine pass 1
5.576,1.573,robot,bettermove powers are fl:fr:bl:br, 0.17, 0.50, 0.22, 0.43
5.603,26.484,Mainline,Ending state machine pass of arcTowardsBeacon
5.605,1.635,Mainline,Beginning state machine pass 1
5.606,1.832,robot,bettermove powers are fl:fr:bl:br, 0.18, 0.50, 0.23, 0.43
5.639,32.199,Mainline,Ending state machine pass of arcTowardsBeacon
5.640,1.394,Mainline,Beginning state machine pass 1
5.641,1.487,robot,bettermove powers are fl:fr:bl:br, 0.18, 0.50, 0.24, 0.43
5.666,24.504,Mainline,Ending state machine pass of arcTowardsBeacon
5.673,6.543,Mainline,Beginning state machine pass 1
5.673,0.724,robot,bettermove powers are fl:fr:bl:br, 0.19, 0.50, 0.25, 0.42
5.728,55.089,Mainline,Ending state machine pass of arcTowardsBeacon
5.729,1.150,Mainline,Beginning state machine pass 1
5.730,0.813,robot,bettermove powers are fl:fr:bl:br, 0.20, 0.50, 0.26, 0.41
5.768,37.774,Mainline,Ending state machine pass of arcTowardsBeacon
5.769,0.908,Mainline,Beginning state machine pass 1
5.770,0.838,robot,bettermove powers are fl:fr:bl:br, 0.21, 0.50, 0.26, 0.39
5.803,32.689,Mainline,Ending state machine pass of arcTowardsBeacon
5.803,0.948,Mainline,Beginning state machine pass 1
5.805,1.208,robot,bettermove powers are fl:fr:bl:br, 0.21, 0.50, 0.28, 0.39
5.834,29.783,Mainline,Ending state machine pass of arcTowardsBeacon
5.836,1.575,Mainline,Beginning state machine pass 1
5.838,1.617,robot,bettermove powers are fl:fr:bl:br, 0.22, 0.50, 0.28, 0.37
5.865,26.966,Mainline,Ending state machine pass of arcTowardsBeacon
5.865,0.833,Mainline,Beginning state machine pass 1
5.866,1.047,robot,bettermove powers are fl:fr:bl:br, 0.23, 0.50, 0.31, 0.37
5.901,34.246,Mainline,Ending state machine pass of arcTowardsBeacon
5.902,1.238,Mainline,Beginning state machine pass 1
5.903,1.383,robot,bettermove powers are fl:fr:bl:br, 0.26, 0.50, 0.33, 0.36
5.981,77.451,Mainline,Ending state machine pass of arcTowardsBeacon
5.982,0.965,Mainline,Beginning state machine pass 1
5.983,1.264,robot,bettermove powers are fl:fr:bl:br, 0.30, 0.50, 0.39, 0.28
6.051,67.552,Mainline,Ending state machine pass of arcTowardsBeacon
6.052,0.987,Mainline,Beginning state machine pass 1
6.054,1.946,robot,bettermove powers are fl:fr:bl:br, 0.40, 0.49, 0.50, 0.00
6.103,49.429,Mainline,Ending state machine pass of arcTowardsBeacon
6.104,1.278,Mainline,Beginning state machine pass 1
6.106,2.047,robot,bettermove powers are fl:fr:bl:br, 0.00, 0.00, 0.50, 0.00
6.170,64.205,Mainline,Ending state machine pass of arcTowardsBeacon
6.171,0.780,Mainline,Beginning state machine pass 1
6.172,0.726,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
6.177,4.764,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
6.203,26.020,robot,enableEncodersToPosition was called
6.205,2.091,robot,setMotorPower was called - power: 1.00
6.229,24.638,pm.automaticSquareUp without telemetry,called
6.303,73.260,robot,getCurrentAngle was invoked, returning 45
6.303,0.691,robot,getCurrentAngle was invoked, returning 45
6.422,118.880,pm.move,called with right:0.00 and spin:6.38
6.424,1.274,robot,setMotorTargets was called - f:r:s: 0 : 0 : 70
6.425,1.409,pm.waitforMotors,called with right:0.00 and spin:6.38 and forward:0.00
6.473,47.749,robot,isMotorBusy was called, returning true
6.474,1.039,robot,isMotorBusy was called, returning true
6.475,0.900,robot,isMotorBusy was called, returning true
6.476,1.360,robot,isMotorBusy was called, returning true
6.478,1.611,robot,isMotorBusy was called, returning true
6.479,0.985,robot,isMotorBusy was called, returning true
6.480,1.474,robot,isMotorBusy was called, returning true
6.482,1.406,robot,isMotorBusy was called, returning true
6.483,1.886,robot,isMotorBusy was called, returning true
6.485,1.604,robot,isMotorBusy was called, returning true
6.487,2.196,robot,isMotorBusy was called, returning true
6.488,1.085,robot,isMotorBusy was called, returning true
6.489,1.055,robot,isMotorBusy was called, returning true
6.494,4.232,robot,isMotorBusy was called, returning true
6.496,2.385,robot,isMotorBusy was called, returning true
6.497,1.109,robot,isMotorBusy was called, returning true
6.498,0.750,robot,isMotorBusy was called, returning true
6.499,1.436,robot,isMotorBusy was called, returning true
6.501,1.608,robot,isMotorBusy was called, returning true
6.502,1.096,robot,isMotorBusy was called, returning true
6.504,2.399,robot,isMotorBusy was called, returning true
6.505,1.109,robot,isMotorBusy was called, returning true
6.507,1.289,robot,isMotorBusy was called, returning true
6.509,1.878,robot,isMotorBusy was called, returning true
6.510,1.183,robot,isMotorBusy was called, returning true
6.511,1.204,robot,isMotorBusy was called, returning true
6.513,1.725,robot,isMotorBusy was called, returning true
6.514,0.959,robot,isMotorBusy was called, returning true
6.515,1.242,robot,isMotorBusy was called, returning true
6.516,1.041,robot,isMotorBusy was called, returning true
6.518,1.712,robot,isMotorBusy was called, returning true
6.519,1.219,robot,isMotorBusy was called, returning true
6.520,1.176,robot,isMotorBusy was called, returning true
6.522,1.395,robot,isMotorBusy was called, returning true
6.523,1.020,robot,isMotorBusy was called, returning true
6.524,1.040,robot,isMotorBusy was called, returning true
6.526,2.264,robot,isMotorBusy was called, returning true
6.528,1.678,robot,isMotorBusy was called, returning true
6.529,1.129,robot,isMotorBusy was called, returning true
6.530,1.678,robot,isMotorBusy was called, returning true
6.531,1.062,robot,isMotorBusy was called, returning true
6.533,1.644,robot,isMotorBusy was called, returning true
6.535,1.884,robot,isMotorBusy was called, returning true
6.536,0.949,robot,isMotorBusy was called, returning true
6.537,0.815,robot,isMotorBusy was called, returning true
6.538,1.445,robot,isMotorBusy was called, returning true
6.539,1.190,robot,isMotorBusy was called, returning true
6.540,0.964,robot,isMotorBusy was called, returning true
6.541,0.732,robot,isMotorBusy was called, returning true
6.542,0.980,robot,isMotorBusy was called, returning true
6.543,1.377,robot,isMotorBusy was called, returning true
6.545,1.424,robot,isMotorBusy was called, returning true
6.546,1.536,robot,isMotorBusy was called, returning true
6.547,1.118,robot,isMotorBusy was called, returning true
6.548,0.754,robot,isMotorBusy was called, returning true
6.549,0.867,robot,isMotorBusy was called, returning true
6.550,1.192,robot,isMotorBusy was called, returning true
6.551,1.110,robot,isMotorBusy was called, returning true
6.552,0.793,robot,isMotorBusy was called, returning true
6.553,0.841,robot,isMotorBusy was called, returning true
6.554,0.828,robot,isMotorBusy was called, returning true
6.556,1.873,robot,isMotorBusy was called, returning true
6.556,0.678,robot,isMotorBusy was called, returning true
6.557,0.877,robot,isMotorBusy was called, returning true
6.558,0.618,robot,isMotorBusy was called, returning true
6.560,1.646,robot,isMotorBusy was called, returning true
6.561,1.004,robot,isMotorBusy was called, returning true
6.562,1.250,robot,isMotorBusy was called, returning true
6.563,1.000,robot,isMotorBusy was called, returning true
6.565,1.805,robot,isMotorBusy was called, returning true
6.565,0.864,robot,isMotorBusy was called, returning true
6.566,1.016,robot,isMotorBusy was called, returning true
6.568,1.208,robot,isMotorBusy was called, returning true
6.568,0.825,robot,isMotorBusy was called, returning true
6.569,0.848,robot,isMotorBusy was called, returning true
6.571,1.448,robot,isMotorBusy was called, returning true
6.572,1.269,robot,isMotorBusy was called, returning true
6.573,0.986,robot,isMotorBusy was called, returning true
6.574,0.697,robot,isMotorBusy was called, returning true
6.575,0.825,robot,isMotorBusy was called, returning true
6.575,0.602,robot,isMotorBusy was called, returning true
6.576,0.819,robot,isMotorBusy was called, returning true
6.577,0.624,robot,isMotorBusy was called, returning true
6.578,1.107,robot,isMotorBusy was called, returning true
6.578,0.782,robot,isMotorBusy was called, returning true
6.580,1.503,robot,isMotorBusy was called, returning true
6.581,0.737,robot,isMotorBusy was called, returning true
6.582,0.849,robot,isMotorBusy was called, returning true
6.583,0.970,robot,isMotorBusy was called, returning true
6.583,0.830,robot,isMotorBusy was called, returning true
6.584,0.708,robot,isMotorBusy was called, returning true
6.585,1.220,robot,isMotorBusy was called, returning true
6.587,1.834,robot,isMotorBusy was called, returning true
6.588,1.074,robot,isMotorBusy was called, returning true
6.589,0.696,robot,isMotorBusy was called, returning true
6.590,0.923,robot,isMotorBusy was called, returning true
6.590,0.591,robot,isMotorBusy was called, returning true
6.591,0.789,robot,isMotorBusy was called, returning true
6.592,0.631,robot,isMotorBusy was called, returning true
6.593,0.846,robot,isMotorBusy was called, returning true
6.593,0.631,robot,isMotorBusy was called, returning true
6.594,1.000,robot,isMotorBusy was called, returning true
6.595,0.654,robot,isMotorBusy was called, returning true
6.596,0.929,robot,isMotorBusy was called, returning true
6.597,0.617,robot,isMotorBusy was called, returning true
6.598,1.318,robot,isMotorBusy was called, returning true
6.598,0.603,robot,isMotorBusy was called, returning true
6.600,1.402,robot,isMotorBusy was called, returning true
6.601,1.084,robot,isMotorBusy was called, returning true
6.602,0.876,robot,isMotorBusy was called, returning true
6.602,0.680,robot,isMotorBusy was called, returning true
6.603,0.939,robot,isMotorBusy was called, returning true
6.604,0.944,robot,isMotorBusy was called, returning true
6.606,2.028,robot,isMotorBusy was called, returning true
6.607,0.724,robot,isMotorBusy was called, returning true
6.609,1.450,robot,isMotorBusy was called, returning true
6.609,0.690,robot,isMotorBusy was called, returning true
6.610,1.098,robot,isMotorBusy was called, returning true
6.612,1.730,robot,isMotorBusy was called, returning true
6.614,1.580,robot,isMotorBusy was called, returning true
6.614,0.824,robot,isMotorBusy was called, returning true
6.616,1.075,robot,isMotorBusy was called, returning true
6.616,0.719,robot,isMotorBusy was called, returning true
6.617,1.044,robot,isMotorBusy was called, returning true
6.618,0.583,robot,isMotorBusy was called, returning true
6.619,0.868,robot,isMotorBusy was called, returning true
6.620,1.568,robot,isMotorBusy was called, returning true
6.624,3.833,robot,isMotorBusy was called, returning true
6.626,1.925,robot,isMotorBusy was called, returning true
6.627,0.777,robot,isMotorBusy was called, returning true
6.630,3.077,robot,isMotorBusy was called, returning true
6.631,1.102,robot,isMotorBusy was called, returning true
6.633,1.871,robot,isMotorBusy was called, returning true
6.634,0.967,robot,isMotorBusy was called, returning true
6.635,1.510,robot,isMotorBusy was called, returning true
6.636,0.618,robot,isMotorBusy was called, returning true
6.637,1.163,robot,isMotorBusy was called, returning true
6.639,1.359,robot,isMotorBusy was called, returning true
6.639,0.857,robot,isMotorBusy was called, returning true
6.641,1.512,robot,isMotorBusy was called, returning true
6.642,1.278,robot,isMotorBusy was called, returning true
6.643,1.175,robot,isMotorBusy was called, returning true
6.645,1.239,robot,isMotorBusy was called, returning true
6.645,0.566,robot,isMotorBusy was called, returning true
6.647,1.507,robot,isMotorBusy was called, returning true
6.648,1.596,robot,isMotorBusy was called, returning true
6.649,0.626,robot,isMotorBusy was called, returning true
6.650,1.496,robot,isMotorBusy was called, returning true
6.652,1.902,robot,isMotorBusy was called, returning true
6.654,1.222,robot,isMotorBusy was called, returning true
6.655,1.377,robot,isMotorBusy was called, returning true
6.657,1.847,robot,isMotorBusy was called, returning true
6.658,1.187,robot,isMotorBusy was called, returning true
6.662,3.828,robot,isMotorBusy was called, returning true
6.664,1.961,robot,isMotorBusy was called, returning true
6.665,0.856,robot,isMotorBusy was called, returning true
6.666,1.074,robot,isMotorBusy was called, returning true
6.666,0.764,robot,isMotorBusy was called, returning true
6.667,1.006,robot,isMotorBusy was called, returning true
6.668,0.940,robot,isMotorBusy was called, returning true
6.669,1.121,robot,isMotorBusy was called, returning true
6.670,0.871,robot,isMotorBusy was called, returning true
6.671,0.985,robot,isMotorBusy was called, returning true
6.672,0.916,robot,isMotorBusy was called, returning true
6.673,0.888,robot,isMotorBusy was called, returning true
6.676,2.494,robot,isMotorBusy was called, returning true
6.677,1.348,robot,isMotorBusy was called, returning true
6.678,1.273,robot,isMotorBusy was called, returning true
6.680,1.315,robot,isMotorBusy was called, returning true
6.680,0.922,robot,isMotorBusy was called, returning true
6.682,1.069,robot,isMotorBusy was called, returning true
6.683,0.942,robot,isMotorBusy was called, returning true
6.684,1.073,robot,isMotorBusy was called, returning true
6.685,1.124,robot,isMotorBusy was called, returning true
6.686,0.999,robot,isMotorBusy was called, returning true
6.687,0.873,robot,isMotorBusy was called, returning true
6.687,0.915,robot,isMotorBusy was called, returning true
6.688,0.934,robot,isMotorBusy was called, returning true
6.690,1.113,robot,isMotorBusy was called, returning true
6.690,0.915,robot,isMotorBusy was called, returning true
6.691,0.943,robot,isMotorBusy was called, returning true
6.692,1.042,robot,isMotorBusy was called, returning true
6.693,0.971,robot,isMotorBusy was called, returning true
6.696,2.166,robot,isMotorBusy was called, returning true
6.697,1.031,robot,isMotorBusy was called, returning true
6.698,1.230,robot,isMotorBusy was called, returning true
6.699,0.808,robot,isMotorBusy was called, returning true
6.700,1.152,robot,isMotorBusy was called, returning true
6.702,2.141,robot,isMotorBusy was called, returning true
6.703,0.965,robot,isMotorBusy was called, returning true
6.704,1.340,robot,isMotorBusy was called, returning true
6.709,4.904,robot,isMotorBusy was called, returning true
6.711,1.819,robot,isMotorBusy was called, returning true
6.713,2.046,robot,isMotorBusy was called, returning true
6.715,1.897,robot,isMotorBusy was called, returning true
6.716,1.194,robot,isMotorBusy was called, returning true
6.718,1.658,robot,isMotorBusy was called, returning true
6.720,2.262,robot,isMotorBusy was called, returning true
6.722,2.391,robot,isMotorBusy was called, returning true
6.724,1.943,robot,isMotorBusy was called, returning true
6.726,1.153,robot,isMotorBusy was called, returning true
6.728,2.065,robot,isMotorBusy was called, returning true
6.729,1.822,robot,isMotorBusy was called, returning true
6.731,1.540,robot,isMotorBusy was called, returning true
6.732,0.926,robot,isMotorBusy was called, returning true
6.733,1.584,robot,isMotorBusy was called, returning true
6.735,1.832,robot,isMotorBusy was called, returning true
6.742,6.501,robot,isMotorBusy was called, returning true
6.743,1.703,robot,isMotorBusy was called, returning true
6.745,1.946,robot,isMotorBusy was called, returning true
6.750,4.694,robot,isMotorBusy was called, returning true
6.751,0.950,robot,isMotorBusy was called, returning true
6.752,1.310,robot,isMotorBusy was called, returning true
6.755,2.440,robot,isMotorBusy was called, returning true
6.756,1.319,robot,isMotorBusy was called, returning true
6.758,1.395,robot,isMotorBusy was called, returning true
6.759,1.072,robot,isMotorBusy was called, returning true
6.760,0.920,robot,isMotorBusy was called, returning true
6.761,1.438,robot,isMotorBusy was called, returning true
6.763,1.605,robot,isMotorBusy was called, returning true
6.764,0.978,robot,isMotorBusy was called, returning true
6.765,1.094,robot,isMotorBusy was called, returning true
6.767,2.259,robot,isMotorBusy was called, returning true
6.769,2.531,robot,isMotorBusy was called, returning true
6.770,0.923,robot,isMotorBusy was called, returning true
6.772,1.860,robot,isMotorBusy was called, returning true
6.773,0.820,robot,isMotorBusy was called, returning true
6.776,2.525,robot,isMotorBusy was called, returning true
6.777,1.539,robot,isMotorBusy was called, returning true
6.779,1.884,robot,isMotorBusy was called, returning true
6.780,1.426,robot,isMotorBusy was called, returning true
6.782,1.157,robot,isMotorBusy was called, returning true
6.783,1.231,robot,isMotorBusy was called, returning true
6.784,1.307,robot,isMotorBusy was called, returning true
6.786,2.130,robot,isMotorBusy was called, returning true
6.810,23.570,robot,isMotorBusy was called, returning true
6.811,0.927,robot,isMotorBusy was called, returning true
6.812,1.059,robot,isMotorBusy was called, returning true
6.812,0.622,robot,isMotorBusy was called, returning true
6.814,1.609,robot,isMotorBusy was called, returning true
6.816,1.542,robot,isMotorBusy was called, returning true
6.816,0.692,robot,isMotorBusy was called, returning true
6.818,1.310,robot,isMotorBusy was called, returning true
6.818,0.715,robot,isMotorBusy was called, returning true
6.820,1.522,robot,isMotorBusy was called, returning true
6.822,1.814,robot,isMotorBusy was called, returning true
6.823,1.017,robot,isMotorBusy was called, returning true
6.824,1.663,robot,isMotorBusy was called, returning true
6.825,1.162,robot,isMotorBusy was called, returning true
6.826,0.775,robot,isMotorBusy was called, returning true
6.827,0.998,robot,isMotorBusy was called, returning true
6.829,1.309,robot,isMotorBusy was called, returning true
6.830,1.045,robot,isMotorBusy was called, returning true
6.831,1.020,robot,isMotorBusy was called, returning true
6.832,1.135,robot,isMotorBusy was called, returning true
6.832,0.686,robot,isMotorBusy was called, returning true
6.834,1.286,robot,isMotorBusy was called, returning true
6.834,0.729,robot,isMotorBusy was called, returning true
6.836,1.073,robot,isMotorBusy was called, returning true
