sec,d ms,r.init,r.init was invoked (a)
3.877,1.577,robot,bettermove powers are fl:fr:bl:br, 0.48, 0.99, 0.48, 1.00
3.881,3.967,Mainline,Ending state machine pass of arcTowardsBeacon
3.882,1.711,Mainline,Beginning state machine pass 1
3.884,1.323,robot,bettermove powers are fl:fr:bl:br, 0.48, 0.99, 0.48, 1.00
3.895,10.968,Mainline,Ending state machine pass of arcTowardsBeacon
3.896,1.175,Mainline,Beginning state machine pass 1
3.897,1.085,robot,bettermove powers are fl:fr:bl:br, 0.48, 0.99, 0.48, 1.00
3.903,5.654,Mainline,Ending state machine pass of arcTowardsBeacon
3.904,1.187,Mainline,Beginning state machine pass 1
3.905,0.775,robot,bettermove powers are fl:fr:bl:br, 0.48, 0.99, 0.48, 1.00
3.908,3.215,Mainline,Ending state machine pass of arcTowardsBeacon
3.909,1.043,Mainline,Beginning state machine pass 1
3.910,1.157,robot,bettermove powers are fl:fr:bl:br, 0.47, 0.99, 0.48, 1.00
3.947,36.953,Mainline,Ending state machine pass of arcTowardsBeacon
3.948,0.682,Mainline,Beginning state machine pass 1
3.948,0.701,robot,bettermove powers are fl:fr:bl:br, 0.47, 0.99, 0.47, 1.00
3.970,21.518,Mainline,Ending state machine pass of arcTowardsBeacon
3.971,1.275,Mainline,Beginning state machine pass 1
3.972,0.776,robot,bettermove powers are fl:fr:bl:br, 0.47, 0.99, 0.47, 1.00
3.981,8.759,Mainline,Ending state machine pass of arcTowardsBeacon
3.983,1.888,Mainline,Beginning state machine pass 1
3.984,1.572,robot,bettermove powers are fl:fr:bl:br, 0.47, 0.99, 0.47, 1.00
3.987,2.587,Mainline,Ending state machine pass of arcTowardsBeacon
3.989,1.782,Mainline,Beginning state machine pass 1
3.991,2.140,robot,bettermove powers are fl:fr:bl:br, 0.47, 0.99, 0.47, 1.00
3.994,3.700,Mainline,Ending state machine pass of arcTowardsBeacon
3.995,0.778,Mainline,Beginning state machine pass 1
3.996,1.285,robot,bettermove powers are fl:fr:bl:br, 0.47, 0.99, 0.47, 1.00
4.002,5.565,Mainline,Ending state machine pass of arcTowardsBeacon
4.003,0.918,Mainline,Beginning state machine pass 1
4.004,1.288,robot,bettermove powers are fl:fr:bl:br, 0.47, 0.99, 0.47, 1.00
4.007,2.356,Mainline,Ending state machine pass of arcTowardsBeacon
4.008,1.496,Mainline,Beginning state machine pass 1
4.009,0.680,robot,bettermove powers are fl:fr:bl:br, 0.47, 0.99, 0.47, 1.00
4.011,2.424,Mainline,Ending state machine pass of arcTowardsBeacon
4.012,1.278,Mainline,Beginning state machine pass 1
4.013,0.585,robot,bettermove powers are fl:fr:bl:br, 0.47, 0.99, 0.47, 1.00
4.015,2.365,Mainline,Ending state machine pass of arcTowardsBeacon
4.017,1.612,Mainline,Beginning state machine pass 1
4.018,1.379,robot,bettermove powers are fl:fr:bl:br, 0.47, 0.98, 0.47, 1.00
4.046,27.434,Mainline,Ending state machine pass of arcTowardsBeacon
4.047,0.788,Mainline,Beginning state machine pass 1
4.049,2.561,robot,bettermove powers are fl:fr:bl:br, 0.47, 0.98, 0.47, 1.00
4.055,6.329,Mainline,Ending state machine pass of arcTowardsBeacon
4.056,0.839,Mainline,Beginning state machine pass 1
4.057,0.644,robot,bettermove powers are fl:fr:bl:br, 0.47, 0.98, 0.47, 1.00
4.059,1.956,Mainline,Ending state machine pass of arcTowardsBeacon
4.061,2.034,Mainline,Beginning state machine pass 1
4.064,2.593,robot,bettermove powers are fl:fr:bl:br, 0.47, 0.98, 0.47, 1.00
4.067,3.002,Mainline,Ending state machine pass of arcTowardsBeacon
4.067,0.704,Mainline,Beginning state machine pass 1
4.068,0.646,robot,bettermove powers are fl:fr:bl:br, 0.47, 0.99, 0.47, 1.00
4.086,17.664,Mainline,Ending state machine pass of arcTowardsBeacon
4.087,0.933,Mainline,Beginning state machine pass 1
4.087,0.847,robot,bettermove powers are fl:fr:bl:br, 0.46, 0.98, 0.46, 1.00
4.140,52.932,Mainline,Ending state machine pass of arcTowardsBeacon
4.141,0.930,Mainline,Beginning state machine pass 1
4.142,0.957,robot,bettermove powers are fl:fr:bl:br, 0.46, 0.98, 0.46, 1.00
4.149,6.479,Mainline,Ending state machine pass of arcTowardsBeacon
4.151,1.939,Mainline,Beginning state machine pass 1
4.153,2.161,robot,bettermove powers are fl:fr:bl:br, 0.46, 0.98, 0.46, 1.00
4.154,1.729,Mainline,Ending state machine pass of arcTowardsBeacon
4.156,1.239,Mainline,Beginning state machine pass 1
4.158,2.013,robot,bettermove powers are fl:fr:bl:br, 0.46, 0.98, 0.46, 1.00
4.162,4.633,Mainline,Ending state machine pass of arcTowardsBeacon
4.164,1.288,Mainline,Beginning state machine pass 1
4.165,1.172,robot,bettermove powers are fl:fr:bl:br, 0.46, 0.98, 0.45, 1.00
4.191,25.850,Mainline,Ending state machine pass of arcTowardsBeacon
4.191,0.746,Mainline,Beginning state machine pass 1
4.193,1.240,robot,bettermove powers are fl:fr:bl:br, 0.45, 0.98, 0.45, 1.00
4.227,34.415,Mainline,Ending state machine pass of arcTowardsBeacon
4.228,0.657,Mainline,Beginning state machine pass 1
4.228,0.753,robot,bettermove powers are fl:fr:bl:br, 0.45, 0.98, 0.44, 1.00
4.257,28.483,Mainline,Ending state machine pass of arcTowardsBeacon
4.258,0.722,Mainline,Beginning state machine pass 1
4.259,0.895,robot,bettermove powers are fl:fr:bl:br, 0.44, 0.98, 0.44, 1.00
4.305,45.923,Mainline,Ending state machine pass of arcTowardsBeacon
4.305,0.884,Mainline,Beginning state machine pass 1
4.306,1.040,robot,bettermove powers are fl:fr:bl:br, 0.44, 0.98, 0.43, 1.00
4.332,25.255,Mainline,Ending state machine pass of arcTowardsBeacon
4.333,1.078,Mainline,Beginning state machine pass 1
4.333,0.697,robot,bettermove powers are fl:fr:bl:br, 0.43, 0.98, 0.43, 1.00
4.367,33.349,Mainline,Ending state machine pass of arcTowardsBeacon
4.369,1.848,Mainline,Beginning state machine pass 1
4.371,2.461,robot,bettermove powers are fl:fr:bl:br, 0.43, 0.99, 0.42, 1.00
4.444,72.427,Mainline,Ending state machine pass of arcTowardsBeacon
4.445,1.225,Mainline,Beginning state machine pass 1
4.446,1.204,robot,bettermove powers are fl:fr:bl:br, 0.41, 0.98, 0.41, 1.00
4.497,50.568,Mainline,Ending state machine pass of arcTowardsBeacon
4.497,0.920,Mainline,Beginning state machine pass 1
4.498,0.840,robot,bettermove powers are fl:fr:bl:br, 0.39, 0.97, 0.39, 1.00
4.541,42.220,Mainline,Ending state machine pass of arcTowardsBeacon
4.542,1.126,Mainline,Beginning state machine pass 1
4.542,0.837,robot,bettermove powers are fl:fr:bl:br, 0.39, 0.98, 0.38, 1.00
4.578,35.416,Mainline,Ending state machine pass of arcTowardsBeacon
4.579,0.662,Mainline,Beginning state machine pass 1
4.579,0.937,robot,bettermove powers are fl:fr:bl:br, 0.38, 0.98, 0.37, 0.99
4.629,49.706,Mainline,Ending state machine pass of arcTowardsBeacon
4.630,1.205,Mainline,Beginning state machine pass 1
4.631,0.749,robot,bettermove powers are fl:fr:bl:br, 0.35, 0.94, 0.34, 0.96
4.696,65.092,Mainline,Ending state machine pass of arcTowardsBeacon
4.698,1.383,Mainline,Beginning state machine pass 1
4.699,0.975,robot,bettermove powers are fl:fr:bl:br, 0.31, 0.89, 0.31, 0.90
4.768,69.740,Mainline,Ending state machine pass of arcTowardsBeacon
4.769,1.127,Mainline,Beginning state machine pass 1
4.771,1.137,robot,bettermove powers are fl:fr:bl:br, 0.28, 0.84, 0.28, 0.85
4.836,65.566,Mainline,Ending state machine pass of arcTowardsBeacon
4.837,0.892,Mainline,Beginning state machine pass 1
4.838,0.675,robot,bettermove powers are fl:fr:bl:br, 0.25, 0.80, 0.25, 0.81
4.887,48.782,Mainline,Ending state machine pass of arcTowardsBeacon
4.889,2.059,Mainline,Beginning state machine pass 1
4.889,0.740,robot,bettermove powers are fl:fr:bl:br, 0.23, 0.76, 0.23, 0.77
4.957,67.224,Mainline,Ending state machine pass of arcTowardsBeacon
4.958,1.067,Mainline,Beginning state machine pass 1
4.958,0.823,robot,bettermove powers are fl:fr:bl:br, 0.21, 0.71, 0.22, 0.71
5.014,55.693,Mainline,Ending state machine pass of arcTowardsBeacon
5.015,0.841,Mainline,Beginning state machine pass 1
5.016,0.665,robot,bettermove powers are fl:fr:bl:br, 0.20, 0.68, 0.21, 0.67
5.084,68.265,Mainline,Ending state machine pass of arcTowardsBeacon
5.085,0.815,Mainline,Beginning state machine pass 1
5.086,0.962,robot,bettermove powers are fl:fr:bl:br, 0.18, 0.63, 0.19, 0.61
5.144,58.581,Mainline,Ending state machine pass of arcTowardsBeacon
5.145,1.141,Mainline,Beginning state machine pass 1
5.146,0.607,robot,bettermove powers are fl:fr:bl:br, 0.17, 0.58, 0.19, 0.57
5.191,44.991,Mainline,Ending state machine pass of arcTowardsBeacon
5.192,0.879,Mainline,Beginning state machine pass 1
5.193,1.071,robot,bettermove powers are fl:fr:bl:br, 0.16, 0.55, 0.18, 0.54
5.247,53.943,Mainline,Ending state machine pass of arcTowardsBeacon
5.248,0.837,Mainline,Beginning state machine pass 1
5.249,0.877,robot,bettermove powers are fl:fr:bl:br, 0.16, 0.52, 0.17, 0.49
5.309,60.794,Mainline,Ending state machine pass of arcTowardsBeacon
5.311,1.260,Mainline,Beginning state machine pass 1
5.312,1.631,robot,bettermove powers are fl:fr:bl:br, 0.15, 0.50, 0.18, 0.47
5.373,60.564,Mainline,Ending state machine pass of arcTowardsBeacon
5.374,1.050,Mainline,Beginning state machine pass 1
5.375,1.069,robot,bettermove powers are fl:fr:bl:br, 0.16, 0.50, 0.19, 0.46
5.468,92.612,Mainline,Ending state machine pass of arcTowardsBeacon
5.469,0.934,Mainline,Beginning state machine pass 1
5.470,1.848,robot,bettermove powers are fl:fr:bl:br, 0.17, 0.50, 0.21, 0.45
5.524,53.676,Mainline,Ending state machine pass of arcTowardsBeacon
5.525,1.236,Mainline,Beginning state machine pass 1
5.526,0.898,robot,bettermove powers are fl:fr:bl:br, 0.18, 0.50, 0.22, 0.44
5.571,45.019,Mainline,Ending state machine pass of arcTowardsBeacon
5.572,1.146,Mainline,Beginning state machine pass 1
5.574,1.575,robot,bettermove powers are fl:fr:bl:br, 0.19, 0.50, 0.23, 0.43
5.623,48.739,Mainline,Ending state machine pass of arcTowardsBeacon
5.624,1.035,Mainline,Beginning state machine pass 1
5.625,0.998,robot,bettermove powers are fl:fr:bl:br, 0.19, 0.50, 0.24, 0.42
5.656,31.114,Mainline,Ending state machine pass of arcTowardsBeacon
5.657,0.892,Mainline,Beginning state machine pass 1
5.658,0.922,robot,bettermove powers are fl:fr:bl:br, 0.20, 0.50, 0.25, 0.41
5.710,51.973,Mainline,Ending state machine pass of arcTowardsBeacon
5.711,1.115,Mainline,Beginning state machine pass 1
5.711,0.789,robot,bettermove powers are fl:fr:bl:br, 0.21, 0.50, 0.26, 0.40
5.761,49.721,Mainline,Ending state machine pass of arcTowardsBeacon
5.762,0.851,Mainline,Beginning state machine pass 1
5.763,0.766,robot,bettermove powers are fl:fr:bl:br, 0.22, 0.50, 0.28, 0.39
5.803,40.170,Mainline,Ending state machine pass of arcTowardsBeacon
5.804,0.972,Mainline,Beginning state machine pass 1
5.805,1.120,robot,bettermove powers are fl:fr:bl:br, 0.24, 0.50, 0.30, 0.37
5.842,36.497,Mainline,Ending state machine pass of arcTowardsBeacon
5.843,1.041,Mainline,Beginning state machine pass 1
5.843,0.619,robot,bettermove powers are fl:fr:bl:br, 0.25, 0.50, 0.32, 0.35
5.890,46.643,Mainline,Ending state machine pass of arcTowardsBeacon
5.891,1.126,Mainline,Beginning state machine pass 1
5.892,0.812,robot,bettermove powers are fl:fr:bl:br, 0.28, 0.50, 0.35, 0.31
5.945,53.379,Mainline,Ending state machine pass of arcTowardsBeacon
5.946,0.825,Mainline,Beginning state machine pass 1
5.947,0.727,robot,bettermove powers are fl:fr:bl:br, 0.33, 0.50, 0.44, 0.25
5.997,50.257,Mainline,Ending state machine pass of arcTowardsBeacon
5.998,1.021,Mainline,Beginning state machine pass 1
5.999,1.212,robot,bettermove powers are fl:fr:bl:br, 0.38, 0.45, 0.50, 0.00
6.061,61.371,Mainline,Ending state machine pass of arcTowardsBeacon
6.062,1.054,Mainline,Beginning state machine pass 1
6.063,1.448,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
6.069,5.389,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
6.112,43.897,robot,enableEncodersToPosition was called
6.113,1.029,robot,setMotorPower was called - power: 1.00
6.143,29.980,pm.automaticSquareUp without telemetry,called
6.194,50.876,robot,getCurrentAngle was invoked, returning 45
6.195,0.885,robot,getCurrentAngle was invoked, returning 45
6.196,0.803,pm.move,called with right:0.00 and spin:7.06
6.198,1.748,robot,setMotorTargets was called - f:r:s: 0 : 0 : 78
6.199,1.328,pm.waitforMotors,called with right:0.00 and spin:7.06 and forward:0.00
6.243,43.737,robot,isMotorBusy was called, returning true
6.244,1.528,robot,isMotorBusy was called, returning true
6.246,1.502,robot,isMotorBusy was called, returning true
6.248,1.882,robot,isMotorBusy was called, returning true
6.249,1.416,robot,isMotorBusy was called, returning true
6.252,2.903,robot,isMotorBusy was called, returning true
6.253,1.383,robot,isMotorBusy was called, returning true
6.255,1.180,robot,isMotorBusy was called, returning true
6.256,1.313,robot,isMotorBusy was called, returning true
6.258,1.608,robot,isMotorBusy was called, returning true
6.259,1.353,robot,isMotorBusy was called, returning true
6.260,1.238,robot,isMotorBusy was called, returning true
6.262,1.440,robot,isMotorBusy was called, returning true
6.263,1.523,robot,isMotorBusy was called, returning true
6.265,1.626,robot,isMotorBusy was called, returning true
6.266,1.329,robot,isMotorBusy was called, returning true
6.268,1.790,robot,isMotorBusy was called, returning true
6.269,1.595,robot,isMotorBusy was called, returning true
6.272,2.174,robot,isMotorBusy was called, returning true
6.274,2.041,robot,isMotorBusy was called, returning true
6.275,0.966,robot,isMotorBusy was called, returning true
6.275,0.859,robot,isMotorBusy was called, returning true
6.277,1.391,robot,isMotorBusy was called, returning true
6.278,0.862,robot,isMotorBusy was called, returning true
6.280,2.291,robot,isMotorBusy was called, returning true
6.282,1.576,robot,isMotorBusy was called, returning true
6.283,1.160,robot,isMotorBusy was called, returning true
6.284,1.511,robot,isMotorBusy was called, returning true
6.285,1.189,robot,isMotorBusy was called, returning true
6.287,1.073,robot,isMotorBusy was called, returning true
6.287,0.969,robot,isMotorBusy was called, returning true
6.289,1.057,robot,isMotorBusy was called, returning true
6.292,3.083,robot,isMotorBusy was called, returning true
6.295,3.688,robot,isMotorBusy was called, returning true
6.297,2.040,robot,isMotorBusy was called, returning true
6.301,3.307,robot,isMotorBusy was called, returning true
6.303,2.206,robot,isMotorBusy was called, returning true
6.305,2.310,robot,isMotorBusy was called, returning true
6.308,2.901,robot,isMotorBusy was called, returning true
6.310,1.914,robot,isMotorBusy was called, returning true
6.313,3.279,robot,isMotorBusy was called, returning true
6.315,1.933,robot,isMotorBusy was called, returning true
6.319,4.203,robot,isMotorBusy was called, returning true
6.323,3.430,robot,isMotorBusy was called, returning true
6.324,1.634,robot,isMotorBusy was called, returning true
6.327,2.146,robot,isMotorBusy was called, returning true
6.328,1.165,robot,isMotorBusy was called, returning true
6.329,1.499,robot,isMotorBusy was called, returning true
6.335,5.273,robot,isMotorBusy was called, returning true
6.336,1.557,robot,isMotorBusy was called, returning true
6.338,2.377,robot,isMotorBusy was called, returning true
6.340,2.025,robot,isMotorBusy was called, returning true
6.342,1.719,robot,isMotorBusy was called, returning true
6.344,1.839,robot,isMotorBusy was called, returning true
6.371,26.805,robot,isMotorBusy was called, returning true
6.372,1.223,robot,isMotorBusy was called, returning true
6.373,0.872,robot,isMotorBusy was called, returning true
6.374,1.075,robot,isMotorBusy was called, returning true
6.375,0.811,robot,isMotorBusy was called, returning true
6.376,1.094,robot,isMotorBusy was called, returning true
6.377,0.896,robot,isMotorBusy was called, returning true
6.378,0.817,robot,isMotorBusy was called, returning true
6.378,0.662,robot,isMotorBusy was called, returning true
6.379,0.789,robot,isMotorBusy was called, returning true
6.380,0.778,robot,isMotorBusy was called, returning true
6.380,0.596,robot,isMotorBusy was called, returning true
6.382,1.520,robot,isMotorBusy was called, returning true
6.383,0.905,robot,isMotorBusy was called, returning true
6.384,0.700,robot,isMotorBusy was called, returning true
6.384,0.695,robot,isMotorBusy was called, returning true
6.385,0.962,robot,isMotorBusy was called, returning true
6.386,0.678,robot,isMotorBusy was called, returning true
6.387,0.577,robot,isMotorBusy was called, returning true
6.387,0.714,robot,isMotorBusy was called, returning true
6.388,0.628,robot,isMotorBusy was called, returning true
6.389,1.155,robot,isMotorBusy was called, returning true
6.391,1.781,robot,isMotorBusy was called, returning true
6.392,0.750,robot,isMotorBusy was called, returning true
6.392,0.694,robot,isMotorBusy was called, returning true
6.393,0.678,robot,isMotorBusy was called, returning true
6.394,0.646,robot,isMotorBusy was called, returning true
6.394,0.696,robot,isMotorBusy was called, returning true
6.395,0.679,robot,isMotorBusy was called, returning true
6.396,0.958,robot,isMotorBusy was called, returning true
6.397,0.637,robot,isMotorBusy was called, returning true
6.397,0.631,robot,isMotorBusy was called, returning true
6.398,0.582,robot,isMotorBusy was called, returning true
6.398,0.666,robot,isMotorBusy was called, returning true
6.399,0.632,robot,isMotorBusy was called, returning true
6.400,0.927,robot,isMotorBusy was called, returning true
6.401,1.095,robot,isMotorBusy was called, returning true
6.402,1.007,robot,isMotorBusy was called, returning true
6.403,0.859,robot,isMotorBusy was called, returning true
6.404,0.633,robot,isMotorBusy was called, returning true
6.404,0.619,robot,isMotorBusy was called, returning true
6.405,0.572,robot,isMotorBusy was called, returning true
6.406,0.828,robot,isMotorBusy was called, returning true
6.407,1.036,robot,isMotorBusy was called, returning true
6.407,0.655,robot,isMotorBusy was called, returning true
6.408,0.657,robot,isMotorBusy was called, returning true
6.409,0.638,robot,isMotorBusy was called, returning true
6.409,0.617,robot,isMotorBusy was called, returning true
6.410,0.743,robot,isMotorBusy was called, returning true
6.411,0.666,robot,isMotorBusy was called, returning true
6.412,1.667,robot,isMotorBusy was called, returning true
6.413,0.712,robot,isMotorBusy was called, returning true
6.414,0.597,robot,isMotorBusy was called, returning true
6.414,0.770,robot,isMotorBusy was called, returning true
6.415,0.685,robot,isMotorBusy was called, returning true
6.416,0.622,robot,isMotorBusy was called, returning true
6.417,0.906,robot,isMotorBusy was called, returning true
6.417,0.739,robot,isMotorBusy was called, returning true
6.418,0.606,robot,isMotorBusy was called, returning true
6.418,0.566,robot,isMotorBusy was called, returning true
6.419,0.669,robot,isMotorBusy was called, returning true
6.420,0.618,robot,isMotorBusy was called, returning true
6.420,0.683,robot,isMotorBusy was called, returning true
6.421,0.558,robot,isMotorBusy was called, returning true
6.422,1.039,robot,isMotorBusy was called, returning true
6.423,1.075,robot,isMotorBusy was called, returning true
6.424,0.745,robot,isMotorBusy was called, returning true
6.425,1.245,robot,isMotorBusy was called, returning true
6.426,1.201,robot,isMotorBusy was called, returning true
6.427,1.164,robot,isMotorBusy was called, returning true
6.428,0.674,robot,isMotorBusy was called, returning true
6.429,0.688,robot,isMotorBusy was called, returning true
6.429,0.596,robot,isMotorBusy was called, returning true
6.430,0.989,robot,isMotorBusy was called, returning true
6.431,0.657,robot,isMotorBusy was called, returning true
6.432,0.617,robot,isMotorBusy was called, returning true
6.432,0.564,robot,isMotorBusy was called, returning true
6.433,0.914,robot,isMotorBusy was called, returning true
6.434,0.643,robot,isMotorBusy was called, returning true
6.434,0.537,robot,isMotorBusy was called, returning true
6.435,0.583,robot,isMotorBusy was called, returning true
6.436,0.878,robot,isMotorBusy was called, returning true
6.436,0.597,robot,isMotorBusy was called, returning true
6.437,0.766,robot,isMotorBusy was called, returning true
6.438,0.886,robot,isMotorBusy was called, returning true
6.439,0.941,robot,isMotorBusy was called, returning true
6.440,1.079,robot,isMotorBusy was called, returning true
6.441,1.012,robot,isMotorBusy was called, returning true
6.442,0.942,robot,isMotorBusy was called, returning true
6.444,1.539,robot,isMotorBusy was called, returning true
6.448,4.590,robot,isMotorBusy was called, returning true
6.450,1.416,robot,isMotorBusy was called, returning true
6.452,2.890,robot,isMotorBusy was called, returning true
6.453,0.892,robot,isMotorBusy was called, returning true
6.455,1.309,robot,isMotorBusy was called, returning true
6.456,1.076,robot,isMotorBusy was called, returning true
6.456,0.743,robot,isMotorBusy was called, returning true
6.458,1.855,robot,isMotorBusy was called, returning true
6.460,1.424,robot,isMotorBusy was called, returning true
6.461,1.145,robot,isMotorBusy was called, returning true
6.462,1.176,robot,isMotorBusy was called, returning true
6.463,0.782,robot,isMotorBusy was called, returning true
6.464,1.103,robot,isMotorBusy was called, returning true
6.466,1.801,robot,isMotorBusy was called, returning true
6.467,1.479,robot,isMotorBusy was called, returning true
6.468,1.086,robot,isMotorBusy was called, returning true
6.469,0.929,robot,isMotorBusy was called, returning true
6.470,0.977,robot,isMotorBusy was called, returning true
6.472,2.055,robot,isMotorBusy was called, returning true
6.473,0.738,robot,isMotorBusy was called, returning true
6.475,1.538,robot,isMotorBusy was called, returning true
6.477,2.379,robot,isMotorBusy was called, returning true
6.480,3.150,robot,isMotorBusy was called, returning true
6.481,0.904,robot,isMotorBusy was called, returning true
6.483,1.682,robot,isMotorBusy was called, returning true
6.485,2.640,robot,isMotorBusy was called, returning true
6.487,1.218,robot,isMotorBusy was called, returning true
6.488,1.053,robot,isMotorBusy was called, returning true
6.488,0.878,robot,isMotorBusy was called, returning true
6.489,0.943,robot,isMotorBusy was called, returning true
6.490,0.862,robot,isMotorBusy was called, returning true
6.492,1.396,robot,isMotorBusy was called, returning true
6.492,0.773,robot,isMotorBusy was called, returning true
6.494,1.555,robot,isMotorBusy was called, returning true
6.495,0.770,robot,isMotorBusy was called, returning true
6.496,0.866,robot,isMotorBusy was called, returning true
6.497,1.009,robot,isMotorBusy was called, returning true
6.497,0.766,robot,isMotorBusy was called, returning true
6.498,0.647,robot,isMotorBusy was called, returning true
6.499,0.817,robot,isMotorBusy was called, returning true
6.500,1.455,robot,isMotorBusy was called, returning true
6.502,1.679,robot,isMotorBusy was called, returning true
6.503,1.294,robot,isMotorBusy was called, returning true
6.505,1.847,robot,isMotorBusy was called, returning true
6.506,0.997,robot,isMotorBusy was called, returning true
6.507,0.844,robot,isMotorBusy was called, returning true
6.508,0.608,robot,isMotorBusy was called, returning true
6.508,0.712,robot,isMotorBusy was called, returning true
6.509,0.657,robot,isMotorBusy was called, returning true
6.510,0.790,robot,isMotorBusy was called, returning true
6.510,0.607,robot,isMotorBusy was called, returning true
6.511,0.859,robot,isMotorBusy was called, returning true
6.512,1.043,robot,isMotorBusy was called, returning true
6.513,0.548,robot,isMotorBusy was called, returning true
6.514,0.752,robot,isMotorBusy was called, returning true
6.514,0.638,robot,isMotorBusy was called, returning true
6.515,0.697,robot,isMotorBusy was called, returning true
6.515,0.515,robot,isMotorBusy was called, returning true
6.516,0.573,robot,isMotorBusy was called, returning true
6.517,0.519,robot,isMotorBusy was called, returning true
6.517,0.533,robot,isMotorBusy was called, returning true
6.518,0.537,robot,isMotorBusy was called, returning true
6.518,0.471,robot,isMotorBusy was called, returning true
6.519,0.515,robot,isMotorBusy was called, returning true
6.519,0.553,robot,isMotorBusy was called, returning true
6.520,0.614,robot,isMotorBusy was called, returning true
6.520,0.582,robot,isMotorBusy was called, returning true
6.521,0.500,robot,isMotorBusy was called, returning true
6.521,0.555,robot,isMotorBusy was called, returning true
6.522,0.536,robot,isMotorBusy was called, returning true
6.522,0.569,robot,isMotorBusy was called, returning true
6.523,0.543,robot,isMotorBusy was called, returning true
6.524,0.523,robot,isMotorBusy was called, returning true
6.524,0.561,robot,isMotorBusy was called, returning true
6.525,0.574,robot,isMotorBusy was called, returning true
6.525,0.576,robot,isMotorBusy was called, returning true
6.526,0.544,robot,isMotorBusy was called, returning true
6.526,0.618,robot,isMotorBusy was called, returning true
6.527,0.567,robot,isMotorBusy was called, returning true
6.528,0.569,robot,isMotorBusy was called, returning true
6.528,0.601,robot,isMotorBusy was called, returning true
6.529,0.587,robot,isMotorBusy was called, returning true
6.529,0.519,robot,isMotorBusy was called, returning true
6.530,0.635,robot,isMotorBusy was called, returning true
6.531,0.619,robot,isMotorBusy was called, returning true
6.531,0.546,robot,isMotorBusy was called, returning true
6.532,0.506,robot,isMotorBusy was called, returning true
6.532,0.488,robot,isMotorBusy was called, returning true
6.533,0.496,robot,isMotorBusy was called, returning true
