sec,d ms,r.init,r.init was invoked (a)
6.587,0.646,robot,isMotorBusy was called, returning true
6.588,0.987,robot,isMotorBusy was called, returning true
6.590,2.466,robot,isMotorBusy was called, returning true
6.592,1.571,robot,isMotorBusy was called, returning true
6.593,0.727,robot,isMotorBusy was called, returning true
6.594,0.883,robot,isMotorBusy was called, returning true
6.594,0.547,robot,isMotorBusy was called, returning true
6.595,0.586,robot,isMotorBusy was called, returning true
6.595,0.752,robot,isMotorBusy was called, returning true
6.596,0.759,robot,isMotorBusy was called, returning true
6.597,0.733,robot,isMotorBusy was called, returning true
6.600,3.263,robot,isMotorBusy was called, returning true
6.602,1.362,robot,isMotorBusy was called, returning true
6.602,0.645,robot,isMotorBusy was called, returning true
6.603,1.050,robot,isMotorBusy was called, returning true
6.606,2.347,robot,isMotorBusy was called, returning true
6.607,0.985,robot,isMotorBusy was called, returning true
6.608,1.106,robot,isMotorBusy was called, returning true
6.609,1.737,robot,isMotorBusy was called, returning true
6.612,2.996,robot,isMotorBusy was called, returning true
6.615,2.378,robot,isMotorBusy was called, returning true
6.617,2.479,robot,isMotorBusy was called, returning true
6.620,3.115,robot,isMotorBusy was called, returning true
6.623,2.343,robot,isMotorBusy was called, returning true
6.624,0.974,robot,isMotorBusy was called, returning true
6.625,1.713,robot,isMotorBusy was called, returning true
6.627,1.612,robot,isMotorBusy was called, returning true
6.628,1.022,robot,isMotorBusy was called, returning true
6.632,3.415,robot,isMotorBusy was called, returning true
6.633,1.537,robot,isMotorBusy was called, returning true
6.634,1.519,robot,isMotorBusy was called, returning true
6.637,2.141,robot,isMotorBusy was called, returning true
6.638,1.023,robot,isMotorBusy was called, returning true
6.642,4.272,robot,isMotorBusy was called, returning true
6.646,3.540,robot,isMotorBusy was called, returning true
6.648,2.312,robot,isMotorBusy was called, returning true
6.652,3.691,robot,isMotorBusy was called, returning true
6.653,1.543,robot,isMotorBusy was called, returning true
6.655,1.638,robot,isMotorBusy was called, returning true
6.656,1.089,robot,isMotorBusy was called, returning true
6.679,22.975,robot,isMotorBusy was called, returning true
6.680,1.322,robot,isMotorBusy was called, returning true
6.681,1.314,robot,isMotorBusy was called, returning true
6.683,1.192,robot,isMotorBusy was called, returning true
6.684,0.948,robot,isMotorBusy was called, returning true
6.685,1.155,robot,isMotorBusy was called, returning true
6.686,1.479,robot,isMotorBusy was called, returning true
6.688,1.581,robot,isMotorBusy was called, returning true
6.689,1.702,robot,isMotorBusy was called, returning true
6.691,1.490,robot,isMotorBusy was called, returning true
6.693,2.496,robot,isMotorBusy was called, returning true
6.697,3.450,robot,isMotorBusy was called, returning true
6.699,2.371,robot,isMotorBusy was called, returning true
6.700,0.873,robot,isMotorBusy was called, returning true
6.701,1.131,robot,isMotorBusy was called, returning true
6.702,0.754,robot,isMotorBusy was called, returning true
6.703,1.254,robot,isMotorBusy was called, returning true
6.705,1.770,robot,isMotorBusy was called, returning true
6.706,0.943,robot,isMotorBusy was called, returning true
6.708,1.511,robot,isMotorBusy was called, returning true
6.709,1.010,robot,isMotorBusy was called, returning true
6.713,4.384,robot,isMotorBusy was called, returning true
6.714,1.101,robot,isMotorBusy was called, returning true
6.715,0.812,robot,isMotorBusy was called, returning true
6.716,0.725,robot,isMotorBusy was called, returning true
6.716,0.819,robot,isMotorBusy was called, returning true
6.717,0.758,robot,isMotorBusy was called, returning true
6.719,1.736,robot,isMotorBusy was called, returning true
6.720,1.225,robot,isMotorBusy was called, returning true
6.722,1.650,robot,isMotorBusy was called, returning true
6.723,1.608,robot,isMotorBusy was called, returning true
6.724,1.068,robot,isMotorBusy was called, returning true
6.725,0.975,robot,isMotorBusy was called, returning true
6.726,1.103,robot,isMotorBusy was called, returning true
6.727,0.967,robot,isMotorBusy was called, returning true
6.728,0.947,robot,isMotorBusy was called, returning true
6.730,1.236,robot,isMotorBusy was called, returning true
6.731,1.644,robot,isMotorBusy was called, returning true
6.732,0.856,robot,isMotorBusy was called, returning true
6.733,0.807,robot,isMotorBusy was called, returning true
6.734,1.305,robot,isMotorBusy was called, returning true
6.735,0.776,robot,isMotorBusy was called, returning true
6.736,0.948,robot,isMotorBusy was called, returning true
6.737,0.687,robot,isMotorBusy was called, returning true
6.738,1.394,robot,isMotorBusy was called, returning true
6.739,1.046,robot,isMotorBusy was called, returning true
6.740,1.090,robot,isMotorBusy was called, returning true
6.741,0.893,robot,isMotorBusy was called, returning true
6.742,1.148,robot,isMotorBusy was called, returning true
6.743,0.903,robot,isMotorBusy was called, returning true
6.744,1.103,robot,isMotorBusy was called, returning true
6.745,0.675,robot,isMotorBusy was called, returning true
6.746,0.735,robot,isMotorBusy was called, returning true
6.746,0.613,robot,isMotorBusy was called, returning true
6.747,0.756,robot,isMotorBusy was called, returning true
6.748,1.005,robot,isMotorBusy was called, returning true
6.749,0.776,robot,isMotorBusy was called, returning true
6.749,0.676,robot,isMotorBusy was called, returning true
6.750,0.972,robot,isMotorBusy was called, returning true
6.751,0.610,robot,isMotorBusy was called, returning true
6.752,0.738,robot,isMotorBusy was called, returning true
6.753,0.822,robot,isMotorBusy was called, returning true
6.754,0.910,robot,isMotorBusy was called, returning true
6.754,0.612,robot,isMotorBusy was called, returning true
6.755,1.243,robot,isMotorBusy was called, returning true
6.756,0.612,robot,isMotorBusy was called, returning true
6.757,0.827,robot,isMotorBusy was called, returning true
6.758,1.172,robot,isMotorBusy was called, returning true
6.760,2.034,robot,isMotorBusy was called, returning true
6.762,1.627,robot,isMotorBusy was called, returning true
6.764,2.473,robot,isMotorBusy was called, returning true
6.765,0.868,robot,isMotorBusy was called, returning true
6.766,0.768,robot,isMotorBusy was called, returning true
6.767,1.181,robot,isMotorBusy was called, returning true
6.768,0.881,robot,isMotorBusy was called, returning true
6.769,0.917,robot,isMotorBusy was called, returning true
6.770,1.343,robot,isMotorBusy was called, returning true
6.772,1.977,robot,isMotorBusy was called, returning true
6.774,1.489,robot,isMotorBusy was called, returning true
6.775,1.461,robot,isMotorBusy was called, returning true
6.777,1.723,robot,isMotorBusy was called, returning true
6.778,1.236,robot,isMotorBusy was called, returning true
6.781,2.731,robot,isMotorBusy was called, returning true
6.784,2.934,robot,isMotorBusy was called, returning true
6.785,1.803,robot,isMotorBusy was called, returning true
6.787,1.246,robot,isMotorBusy was called, returning true
6.788,1.274,robot,isMotorBusy was called, returning true
6.792,3.826,robot,isMotorBusy was called, returning true
6.794,2.159,robot,isMotorBusy was called, returning true
6.796,1.925,robot,isMotorBusy was called, returning true
6.797,0.802,robot,isMotorBusy was called, returning true
6.798,1.271,robot,isMotorBusy was called, returning true
6.799,1.464,robot,isMotorBusy was called, returning true
6.801,1.701,robot,isMotorBusy was called, returning true
6.802,1.051,robot,isMotorBusy was called, returning true
6.805,2.538,robot,isMotorBusy was called, returning true
6.807,2.036,robot,isMotorBusy was called, returning true
6.809,2.291,robot,isMotorBusy was called, returning true
6.810,1.012,robot,isMotorBusy was called, returning true
6.812,1.625,robot,isMotorBusy was called, returning true
6.813,1.144,robot,isMotorBusy was called, returning true
6.814,0.939,robot,isMotorBusy was called, returning true
6.815,1.539,robot,isMotorBusy was called, returning true
6.817,1.606,robot,isMotorBusy was called, returning true
6.819,1.851,robot,isMotorBusy was called, returning true
6.820,1.123,robot,isMotorBusy was called, returning true
6.822,2.042,robot,isMotorBusy was called, returning true
6.824,1.820,robot,isMotorBusy was called, returning true
6.826,2.021,robot,isMotorBusy was called, returning true
6.828,2.614,robot,isMotorBusy was called, returning true
6.829,1.052,robot,isMotorBusy was called, returning true
6.830,1.022,robot,isMotorBusy was called, returning true
6.831,0.555,robot,isMotorBusy was called, returning true
6.832,0.955,robot,isMotorBusy was called, returning true
6.833,0.946,robot,isMotorBusy was called, returning true
6.834,0.657,robot,isMotorBusy was called, returning true
6.834,0.880,robot,isMotorBusy was called, returning true
6.837,2.653,robot,isMotorBusy was called, returning true
6.838,0.812,robot,isMotorBusy was called, returning true
6.840,1.737,robot,isMotorBusy was called, returning true
6.840,0.657,robot,isMotorBusy was called, returning true
6.841,0.895,robot,isMotorBusy was called, returning true
6.842,0.859,robot,isMotorBusy was called, returning true
6.844,1.664,robot,isMotorBusy was called, returning true
6.845,1.764,robot,isMotorBusy was called, returning true
6.847,1.223,robot,isMotorBusy was called, returning true
6.849,2.120,robot,isMotorBusy was called, returning true
6.850,1.039,robot,isMotorBusy was called, returning true
6.851,0.801,robot,isMotorBusy was called, returning true
6.852,1.583,robot,isMotorBusy was called, returning true
6.853,1.250,robot,isMotorBusy was called, returning true
6.855,1.090,robot,isMotorBusy was called, returning true
6.856,1.136,robot,isMotorBusy was called, returning true
6.857,0.848,robot,isMotorBusy was called, returning true
6.859,1.993,robot,isMotorBusy was called, returning true
6.860,1.805,robot,isMotorBusy was called, returning true
6.862,1.976,robot,isMotorBusy was called, returning true
6.864,1.519,robot,isMotorBusy was called, returning true
6.864,0.610,robot,isMotorBusy was called, returning true
6.867,2.272,robot,isMotorBusy was called, returning true
6.869,2.072,robot,isMotorBusy was called, returning true
6.871,2.460,robot,isMotorBusy was called, returning true
6.872,0.700,robot,isMotorBusy was called, returning true
6.873,0.878,robot,isMotorBusy was called, returning true
6.874,0.755,robot,isMotorBusy was called, returning true
6.874,0.895,robot,isMotorBusy was called, returning true
6.876,1.255,robot,isMotorBusy was called, returning true
6.877,1.126,robot,isMotorBusy was called, returning true
6.878,0.976,robot,isMotorBusy was called, returning true
6.880,1.728,robot,isMotorBusy was called, returning true
6.881,1.313,robot,isMotorBusy was called, returning true
6.883,1.816,robot,isMotorBusy was called, returning true
6.884,0.798,robot,isMotorBusy was called, returning true
6.884,0.794,robot,isMotorBusy was called, returning true
6.885,1.012,robot,isMotorBusy was called, returning true
6.887,1.246,robot,isMotorBusy was called, returning true
6.887,0.662,robot,isMotorBusy was called, returning true
