sec,d ms,r.init,r.init was invoked (a)
4.267,3.365,Mainline,Beginning state machine pass 1
4.268,1.087,robot,bettermove powers are fl:fr:bl:br, 0.47, 0.99, 0.47, 1.00
4.270,1.706,Mainline,Ending state machine pass of arcTowardsBeacon
4.271,1.653,Mainline,Beginning state machine pass 1
4.273,1.454,robot,bettermove powers are fl:fr:bl:br, 0.47, 0.98, 0.47, 1.00
4.299,26.016,Mainline,Ending state machine pass of arcTowardsBeacon
4.299,0.791,Mainline,Beginning state machine pass 1
4.300,0.667,robot,bettermove powers are fl:fr:bl:br, 0.47, 0.98, 0.46, 1.00
4.332,32.300,Mainline,Ending state machine pass of arcTowardsBeacon
4.333,0.953,Mainline,Beginning state machine pass 1
4.334,1.064,robot,bettermove powers are fl:fr:bl:br, 0.46, 0.98, 0.46, 1.00
4.359,24.361,Mainline,Ending state machine pass of arcTowardsBeacon
4.360,1.609,Mainline,Beginning state machine pass 1
4.362,1.600,robot,bettermove powers are fl:fr:bl:br, 0.46, 0.98, 0.46, 1.00
4.375,13.209,Mainline,Ending state machine pass of arcTowardsBeacon
4.379,3.590,Mainline,Beginning state machine pass 1
4.380,1.192,robot,bettermove powers are fl:fr:bl:br, 0.46, 0.98, 0.46, 1.00
4.386,5.599,Mainline,Ending state machine pass of arcTowardsBeacon
4.387,1.098,Mainline,Beginning state machine pass 1
4.388,0.885,robot,bettermove powers are fl:fr:bl:br, 0.46, 0.98, 0.45, 1.00
4.427,39.033,Mainline,Ending state machine pass of arcTowardsBeacon
4.428,1.707,Mainline,Beginning state machine pass 1
4.430,1.285,robot,bettermove powers are fl:fr:bl:br, 0.45, 0.98, 0.45, 1.00
4.466,36.613,Mainline,Ending state machine pass of arcTowardsBeacon
4.467,1.073,Mainline,Beginning state machine pass 1
4.468,1.027,robot,bettermove powers are fl:fr:bl:br, 0.44, 0.98, 0.44, 1.00
4.499,30.326,Mainline,Ending state machine pass of arcTowardsBeacon
4.499,0.784,Mainline,Beginning state machine pass 1
4.501,1.036,robot,bettermove powers are fl:fr:bl:br, 0.44, 0.98, 0.44, 1.00
4.507,6.341,Mainline,Ending state machine pass of arcTowardsBeacon
4.508,0.951,Mainline,Beginning state machine pass 1
4.509,0.731,robot,bettermove powers are fl:fr:bl:br, 0.44, 0.98, 0.44, 1.00
4.511,2.125,Mainline,Ending state machine pass of arcTowardsBeacon
4.512,1.310,Mainline,Beginning state machine pass 1
4.513,1.448,robot,bettermove powers are fl:fr:bl:br, 0.44, 0.98, 0.43, 1.00
4.539,25.693,Mainline,Ending state machine pass of arcTowardsBeacon
4.540,0.826,Mainline,Beginning state machine pass 1
4.541,1.208,robot,bettermove powers are fl:fr:bl:br, 0.43, 0.98, 0.43, 1.00
4.564,22.763,Mainline,Ending state machine pass of arcTowardsBeacon
4.565,0.932,Mainline,Beginning state machine pass 1
4.566,0.825,robot,bettermove powers are fl:fr:bl:br, 0.42, 0.98, 0.42, 1.00
4.593,27.272,Mainline,Ending state machine pass of arcTowardsBeacon
4.594,1.423,Mainline,Beginning state machine pass 1
4.595,0.744,robot,bettermove powers are fl:fr:bl:br, 0.42, 0.98, 0.42, 1.00
4.597,1.875,Mainline,Ending state machine pass of arcTowardsBeacon
4.598,1.137,Mainline,Beginning state machine pass 1
4.599,0.731,robot,bettermove powers are fl:fr:bl:br, 0.42, 0.98, 0.42, 1.00
4.601,1.949,Mainline,Ending state machine pass of arcTowardsBeacon
4.603,1.797,Mainline,Beginning state machine pass 1
4.604,1.832,robot,bettermove powers are fl:fr:bl:br, 0.42, 0.98, 0.42, 1.00
4.611,7.073,Mainline,Ending state machine pass of arcTowardsBeacon
4.612,0.733,Mainline,Beginning state machine pass 1
4.613,0.934,robot,bettermove powers are fl:fr:bl:br, 0.42, 0.98, 0.41, 1.00
4.652,38.439,Mainline,Ending state machine pass of arcTowardsBeacon
4.652,0.808,Mainline,Beginning state machine pass 1
4.654,1.136,robot,bettermove powers are fl:fr:bl:br, 0.41, 0.98, 0.40, 1.00
4.686,32.531,Mainline,Ending state machine pass of arcTowardsBeacon
4.711,24.657,Mainline,Beginning state machine pass 1
4.713,2.644,robot,bettermove powers are fl:fr:bl:br, 0.40, 0.98, 0.40, 1.00
4.742,28.554,Mainline,Ending state machine pass of arcTowardsBeacon
4.743,0.745,Mainline,Beginning state machine pass 1
4.744,1.045,robot,bettermove powers are fl:fr:bl:br, 0.38, 0.98, 0.38, 1.00
4.780,35.869,Mainline,Ending state machine pass of arcTowardsBeacon
4.781,1.175,Mainline,Beginning state machine pass 1
4.782,0.870,robot,bettermove powers are fl:fr:bl:br, 0.37, 0.97, 0.37, 0.98
4.842,60.100,Mainline,Ending state machine pass of arcTowardsBeacon
4.843,0.910,Mainline,Beginning state machine pass 1
4.843,0.796,robot,bettermove powers are fl:fr:bl:br, 0.34, 0.93, 0.34, 0.94
4.914,70.422,Mainline,Ending state machine pass of arcTowardsBeacon
4.915,1.188,Mainline,Beginning state machine pass 1
4.916,0.745,robot,bettermove powers are fl:fr:bl:br, 0.31, 0.88, 0.31, 0.89
4.972,56.193,Mainline,Ending state machine pass of arcTowardsBeacon
4.973,1.272,Mainline,Beginning state machine pass 1
4.975,2.066,robot,bettermove powers are fl:fr:bl:br, 0.27, 0.83, 0.27, 0.84
5.052,76.613,Mainline,Ending state machine pass of arcTowardsBeacon
5.053,1.106,Mainline,Beginning state machine pass 1
5.054,1.016,robot,bettermove powers are fl:fr:bl:br, 0.24, 0.78, 0.25, 0.79
5.126,72.345,Mainline,Ending state machine pass of arcTowardsBeacon
5.127,0.898,Mainline,Beginning state machine pass 1
5.128,1.122,robot,bettermove powers are fl:fr:bl:br, 0.22, 0.73, 0.23, 0.73
5.180,51.677,Mainline,Ending state machine pass of arcTowardsBeacon
5.181,0.933,Mainline,Beginning state machine pass 1
5.182,0.805,robot,bettermove powers are fl:fr:bl:br, 0.20, 0.69, 0.22, 0.69
5.236,54.232,Mainline,Ending state machine pass of arcTowardsBeacon
5.237,1.282,Mainline,Beginning state machine pass 1
5.239,1.880,robot,bettermove powers are fl:fr:bl:br, 0.19, 0.65, 0.21, 0.65
5.302,62.820,Mainline,Ending state machine pass of arcTowardsBeacon
5.303,0.934,Mainline,Beginning state machine pass 1
5.304,1.126,robot,bettermove powers are fl:fr:bl:br, 0.18, 0.60, 0.20, 0.59
5.374,70.208,Mainline,Ending state machine pass of arcTowardsBeacon
5.375,1.059,Mainline,Beginning state machine pass 1
5.377,1.584,robot,bettermove powers are fl:fr:bl:br, 0.17, 0.56, 0.19, 0.53
5.453,75.950,Mainline,Ending state machine pass of arcTowardsBeacon
5.454,0.949,Mainline,Beginning state machine pass 1
5.455,0.866,robot,bettermove powers are fl:fr:bl:br, 0.15, 0.50, 0.18, 0.48
5.519,64.124,Mainline,Ending state machine pass of arcTowardsBeacon
5.520,1.112,Mainline,Beginning state machine pass 1
5.521,0.748,robot,bettermove powers are fl:fr:bl:br, 0.16, 0.50, 0.19, 0.46
5.565,44.141,Mainline,Ending state machine pass of arcTowardsBeacon
5.566,0.833,Mainline,Beginning state machine pass 1
5.567,1.433,robot,bettermove powers are fl:fr:bl:br, 0.16, 0.50, 0.20, 0.45
5.614,46.460,Mainline,Ending state machine pass of arcTowardsBeacon
5.615,1.530,Mainline,Beginning state machine pass 1
5.618,2.631,robot,bettermove powers are fl:fr:bl:br, 0.17, 0.50, 0.21, 0.44
5.705,87.151,Mainline,Ending state machine pass of arcTowardsBeacon
5.706,1.111,Mainline,Beginning state machine pass 1
5.707,0.814,robot,bettermove powers are fl:fr:bl:br, 0.18, 0.50, 0.22, 0.43
5.772,65.460,Mainline,Ending state machine pass of arcTowardsBeacon
5.773,1.062,Mainline,Beginning state machine pass 1
5.775,1.219,robot,bettermove powers are fl:fr:bl:br, 0.19, 0.50, 0.24, 0.42
5.825,50.113,Mainline,Ending state machine pass of arcTowardsBeacon
5.826,1.045,Mainline,Beginning state machine pass 1
5.827,0.873,robot,bettermove powers are fl:fr:bl:br, 0.19, 0.50, 0.25, 0.42
5.856,29.812,Mainline,Ending state machine pass of arcTowardsBeacon
5.858,1.305,Mainline,Beginning state machine pass 1
5.859,1.594,robot,bettermove powers are fl:fr:bl:br, 0.20, 0.50, 0.26, 0.40
5.902,42.591,Mainline,Ending state machine pass of arcTowardsBeacon
5.904,1.899,Mainline,Beginning state machine pass 1
5.906,1.809,robot,bettermove powers are fl:fr:bl:br, 0.21, 0.50, 0.28, 0.40
5.940,34.295,Mainline,Ending state machine pass of arcTowardsBeacon
5.941,1.166,Mainline,Beginning state machine pass 1
5.943,2.208,robot,bettermove powers are fl:fr:bl:br, 0.22, 0.50, 0.29, 0.37
5.993,50.013,Mainline,Ending state machine pass of arcTowardsBeacon
5.994,1.105,Mainline,Beginning state machine pass 1
5.996,1.149,robot,bettermove powers are fl:fr:bl:br, 0.24, 0.50, 0.32, 0.36
6.044,48.361,Mainline,Ending state machine pass of arcTowardsBeacon
6.045,0.990,Mainline,Beginning state machine pass 1
6.046,1.436,robot,bettermove powers are fl:fr:bl:br, 0.25, 0.50, 0.34, 0.32
6.096,49.271,Mainline,Ending state machine pass of arcTowardsBeacon
6.096,0.894,Mainline,Beginning state machine pass 1
6.097,0.848,robot,bettermove powers are fl:fr:bl:br, 0.29, 0.50, 0.37, 0.27
6.130,32.245,Mainline,Ending state machine pass of arcTowardsBeacon
6.130,0.883,Mainline,Beginning state machine pass 1
6.132,1.055,robot,bettermove powers are fl:fr:bl:br, 0.33, 0.50, 0.43, 0.23
6.184,52.316,Mainline,Ending state machine pass of arcTowardsBeacon
6.186,1.744,Mainline,Beginning state machine pass 1
6.186,0.783,robot,bettermove powers are fl:fr:bl:br, 0.40, 0.47, 0.50, 0.00
6.248,61.430,Mainline,Ending state machine pass of arcTowardsBeacon
6.249,0.954,Mainline,Beginning state machine pass 1
6.250,0.787,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
6.255,5.837,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
6.296,40.198,robot,enableEncodersToPosition was called
6.296,0.906,robot,setMotorPower was called - power: 1.00
6.330,33.529,pm.automaticSquareUp without telemetry,called
6.386,55.670,robot,getCurrentAngle was invoked, returning 45
6.387,0.854,robot,getCurrentAngle was invoked, returning 45
6.387,0.933,pm.move,called with right:0.00 and spin:5.94
6.389,1.209,robot,setMotorTargets was called - f:r:s: 0 : 0 : 65
6.390,1.102,pm.waitforMotors,called with right:0.00 and spin:5.94 and forward:0.00
6.440,50.207,robot,isMotorBusy was called, returning true
6.452,11.707,robot,isMotorBusy was called, returning true
6.453,1.107,robot,isMotorBusy was called, returning true
6.454,0.796,robot,isMotorBusy was called, returning true
6.455,1.002,robot,isMotorBusy was called, returning true
6.455,0.905,robot,isMotorBusy was called, returning true
6.457,1.997,robot,isMotorBusy was called, returning true
6.459,1.809,robot,isMotorBusy was called, returning true
6.461,2.046,robot,isMotorBusy was called, returning true
6.463,1.946,robot,isMotorBusy was called, returning true
6.469,5.536,robot,isMotorBusy was called, returning true
6.471,2.105,robot,isMotorBusy was called, returning true
6.472,1.025,robot,isMotorBusy was called, returning true
6.474,2.130,robot,isMotorBusy was called, returning true
6.475,1.062,robot,isMotorBusy was called, returning true
6.477,1.442,robot,isMotorBusy was called, returning true
6.477,0.788,robot,isMotorBusy was called, returning true
6.479,1.577,robot,isMotorBusy was called, returning true
6.480,1.077,robot,isMotorBusy was called, returning true
6.481,1.103,robot,isMotorBusy was called, returning true
6.482,1.368,robot,isMotorBusy was called, returning true
6.484,1.020,robot,isMotorBusy was called, returning true
6.485,1.331,robot,isMotorBusy was called, returning true
6.486,1.448,robot,isMotorBusy was called, returning true
6.487,1.184,robot,isMotorBusy was called, returning true
6.489,1.057,robot,isMotorBusy was called, returning true
6.490,1.195,robot,isMotorBusy was called, returning true
6.491,0.835,robot,isMotorBusy was called, returning true
6.492,1.467,robot,isMotorBusy was called, returning true
6.493,0.902,robot,isMotorBusy was called, returning true
6.495,1.648,robot,isMotorBusy was called, returning true
6.495,0.915,robot,isMotorBusy was called, returning true
6.497,1.130,robot,isMotorBusy was called, returning true
6.498,1.003,robot,isMotorBusy was called, returning true
6.498,0.824,robot,isMotorBusy was called, returning true
6.500,1.121,robot,isMotorBusy was called, returning true
6.500,0.868,robot,isMotorBusy was called, returning true
6.502,1.848,robot,isMotorBusy was called, returning true
6.504,2.047,robot,isMotorBusy was called, returning true
6.506,1.285,robot,isMotorBusy was called, returning true
6.506,0.855,robot,isMotorBusy was called, returning true
6.507,0.518,robot,isMotorBusy was called, returning true
6.508,0.990,robot,isMotorBusy was called, returning true
6.510,1.921,robot,isMotorBusy was called, returning true
6.512,1.995,robot,isMotorBusy was called, returning true
6.513,1.096,robot,isMotorBusy was called, returning true
6.517,3.540,robot,isMotorBusy was called, returning true
6.518,1.807,robot,isMotorBusy was called, returning true
6.521,2.187,robot,isMotorBusy was called, returning true
6.522,1.833,robot,isMotorBusy was called, returning true
6.525,2.958,robot,isMotorBusy was called, returning true
6.528,3.139,robot,isMotorBusy was called, returning true
6.531,2.150,robot,isMotorBusy was called, returning true
6.532,1.346,robot,isMotorBusy was called, returning true
6.533,1.483,robot,isMotorBusy was called, returning true
6.536,2.119,robot,isMotorBusy was called, returning true
6.538,2.108,robot,isMotorBusy was called, returning true
6.541,2.852,robot,isMotorBusy was called, returning true
6.542,1.835,robot,isMotorBusy was called, returning true
6.545,2.774,robot,isMotorBusy was called, returning true
6.548,2.510,robot,isMotorBusy was called, returning true
6.549,1.763,robot,isMotorBusy was called, returning true
6.550,0.924,robot,isMotorBusy was called, returning true
6.552,1.285,robot,isMotorBusy was called, returning true
6.552,0.713,robot,isMotorBusy was called, returning true
6.554,1.565,robot,isMotorBusy was called, returning true
6.556,1.648,robot,isMotorBusy was called, returning true
6.557,1.770,robot,isMotorBusy was called, returning true
6.559,1.240,robot,isMotorBusy was called, returning true
6.560,1.544,robot,isMotorBusy was called, returning true
6.561,1.404,robot,isMotorBusy was called, returning true
6.586,24.117,robot,isMotorBusy was called, returning true
6.586,0.677,robot,isMotorBusy was called, returning true
6.587,0.575,robot,isMotorBusy was called, returning true
6.588,0.721,robot,isMotorBusy was called, returning true
6.588,0.613,robot,isMotorBusy was called, returning true
6.589,1.283,robot,isMotorBusy was called, returning true
6.590,0.618,robot,isMotorBusy was called, returning true
6.591,0.849,robot,isMotorBusy was called, returning true
6.592,0.691,robot,isMotorBusy was called, returning true
6.592,0.686,robot,isMotorBusy was called, returning true
6.593,0.860,robot,isMotorBusy was called, returning true
6.594,1.038,robot,isMotorBusy was called, returning true
6.595,0.930,robot,isMotorBusy was called, returning true
6.596,0.566,robot,isMotorBusy was called, returning true
6.596,0.582,robot,isMotorBusy was called, returning true
6.597,0.551,robot,isMotorBusy was called, returning true
6.597,0.578,robot,isMotorBusy was called, returning true
6.598,0.534,robot,isMotorBusy was called, returning true
6.599,0.562,robot,isMotorBusy was called, returning true
6.599,0.542,robot,isMotorBusy was called, returning true
6.600,0.558,robot,isMotorBusy was called, returning true
6.600,0.565,robot,isMotorBusy was called, returning true
6.601,0.666,robot,isMotorBusy was called, returning true
6.602,1.223,robot,isMotorBusy was called, returning true
6.603,0.937,robot,isMotorBusy was called, returning true
6.604,0.577,robot,isMotorBusy was called, returning true
6.604,0.696,robot,isMotorBusy was called, returning true
6.605,0.579,robot,isMotorBusy was called, returning true
6.605,0.552,robot,isMotorBusy was called, returning true
6.606,0.529,robot,isMotorBusy was called, returning true
6.607,0.562,robot,isMotorBusy was called, returning true
6.607,0.507,robot,isMotorBusy was called, returning true
6.608,0.897,robot,isMotorBusy was called, returning true
6.609,0.973,robot,isMotorBusy was called, returning true
6.610,0.785,robot,isMotorBusy was called, returning true
6.611,1.036,robot,isMotorBusy was called, returning true
6.612,1.182,robot,isMotorBusy was called, returning true
6.613,1.032,robot,isMotorBusy was called, returning true
6.614,0.765,robot,isMotorBusy was called, returning true
6.614,0.643,robot,isMotorBusy was called, returning true
6.615,0.559,robot,isMotorBusy was called, returning true
6.615,0.580,robot,isMotorBusy was called, returning true
6.616,0.517,robot,isMotorBusy was called, returning true
6.617,0.527,robot,isMotorBusy was called, returning true
6.617,0.521,robot,isMotorBusy was called, returning true
6.618,0.602,robot,isMotorBusy was called, returning true
6.618,0.535,robot,isMotorBusy was called, returning true
6.619,0.761,robot,isMotorBusy was called, returning true
6.619,0.493,robot,isMotorBusy was called, returning true
6.620,0.878,robot,isMotorBusy was called, returning true
6.621,0.562,robot,isMotorBusy was called, returning true
6.622,1.105,robot,isMotorBusy was called, returning true
6.623,0.713,robot,isMotorBusy was called, returning true
6.623,0.521,robot,isMotorBusy was called, returning true
6.624,0.624,robot,isMotorBusy was called, returning true
6.625,0.825,robot,isMotorBusy was called, returning true
6.625,0.587,robot,isMotorBusy was called, returning true
6.626,0.548,robot,isMotorBusy was called, returning true
6.626,0.581,robot,isMotorBusy was called, returning true
6.627,0.542,robot,isMotorBusy was called, returning true
6.627,0.551,robot,isMotorBusy was called, returning true
6.628,0.512,robot,isMotorBusy was called, returning true
6.629,0.544,robot,isMotorBusy was called, returning true
6.629,0.480,robot,isMotorBusy was called, returning true
6.629,0.481,robot,isMotorBusy was called, returning true
6.630,0.544,robot,isMotorBusy was called, returning true
6.631,0.753,robot,isMotorBusy was called, returning true
6.631,0.618,robot,isMotorBusy was called, returning true
6.632,0.540,robot,isMotorBusy was called, returning true
6.632,0.531,robot,isMotorBusy was called, returning true
6.633,0.527,robot,isMotorBusy was called, returning true
6.634,0.667,robot,isMotorBusy was called, returning true
6.634,0.649,robot,isMotorBusy was called, returning true
6.635,0.586,robot,isMotorBusy was called, returning true
6.635,0.509,robot,isMotorBusy was called, returning true
6.636,0.492,robot,isMotorBusy was called, returning true
6.636,0.496,robot,isMotorBusy was called, returning true
6.637,0.485,robot,isMotorBusy was called, returning true
6.638,0.850,robot,isMotorBusy was called, returning true
6.639,1.280,robot,isMotorBusy was called, returning true
6.640,0.907,robot,isMotorBusy was called, returning true
6.641,0.926,robot,isMotorBusy was called, returning true
6.642,0.849,robot,isMotorBusy was called, returning true
6.643,0.818,robot,isMotorBusy was called, returning true
6.643,0.591,robot,isMotorBusy was called, returning true
6.644,0.702,robot,isMotorBusy was called, returning true
6.644,0.613,robot,isMotorBusy was called, returning true
6.645,0.598,robot,isMotorBusy was called, returning true
6.646,0.890,robot,isMotorBusy was called, returning true
6.646,0.578,robot,isMotorBusy was called, returning true
6.647,0.552,robot,isMotorBusy was called, returning true
6.648,0.956,robot,isMotorBusy was called, returning true
6.649,0.912,robot,isMotorBusy was called, returning true
6.650,0.994,robot,isMotorBusy was called, returning true
6.651,1.346,robot,isMotorBusy was called, returning true
6.652,0.676,robot,isMotorBusy was called, returning true
6.653,0.599,robot,isMotorBusy was called, returning true
6.653,0.583,robot,isMotorBusy was called, returning true
6.654,0.909,robot,isMotorBusy was called, returning true
6.655,0.640,robot,isMotorBusy was called, returning true
6.655,0.545,robot,isMotorBusy was called, returning true
6.656,0.550,robot,isMotorBusy was called, returning true
6.656,0.541,robot,isMotorBusy was called, returning true
6.658,1.645,robot,isMotorBusy was called, returning true
6.659,0.881,robot,isMotorBusy was called, returning true
6.659,0.502,robot,isMotorBusy was called, returning true
6.660,0.483,robot,isMotorBusy was called, returning true
6.660,0.489,robot,isMotorBusy was called, returning true
6.661,0.484,robot,isMotorBusy was called, returning true
6.661,0.501,robot,isMotorBusy was called, returning true
6.663,1.821,robot,isMotorBusy was called, returning true
6.664,1.117,robot,isMotorBusy was called, returning true
6.665,0.564,robot,isMotorBusy was called, returning true
6.665,0.720,robot,isMotorBusy was called, returning true
6.666,0.567,robot,isMotorBusy was called, returning true
6.667,0.627,robot,isMotorBusy was called, returning true
6.667,0.578,robot,isMotorBusy was called, returning true
6.668,0.535,robot,isMotorBusy was called, returning true
6.668,0.559,robot,isMotorBusy was called, returning true
6.669,0.578,robot,isMotorBusy was called, returning true
6.669,0.517,robot,isMotorBusy was called, returning true
6.670,0.438,robot,isMotorBusy was called, returning true
6.670,0.474,robot,isMotorBusy was called, returning true
6.671,0.512,robot,isMotorBusy was called, returning true
