sec,d ms,r.init,r.init was invoked (a)
3.972,20.772,Mainline,Ending state machine pass of arcTowardsBeacon
3.973,1.034,Mainline,Beginning state machine pass 1
3.974,0.948,robot,bettermove powers are fl:fr:bl:br, 0.47, 0.99, 0.48, 1.00
4.014,39.916,Mainline,Ending state machine pass of arcTowardsBeacon
4.015,0.811,Mainline,Beginning state machine pass 1
4.016,1.069,robot,bettermove powers are fl:fr:bl:br, 0.48, 0.99, 0.47, 1.00
4.038,22.294,Mainline,Ending state machine pass of arcTowardsBeacon
4.039,0.788,Mainline,Beginning state machine pass 1
4.040,0.812,robot,bettermove powers are fl:fr:bl:br, 0.47, 0.99, 0.47, 1.00
4.059,18.608,Mainline,Ending state machine pass of arcTowardsBeacon
4.060,0.932,Mainline,Beginning state machine pass 1
4.060,0.808,robot,bettermove powers are fl:fr:bl:br, 0.47, 0.99, 0.47, 1.00
4.063,2.537,Mainline,Ending state machine pass of arcTowardsBeacon
4.064,1.047,Mainline,Beginning state machine pass 1
4.065,0.612,robot,bettermove powers are fl:fr:bl:br, 0.47, 0.99, 0.47, 1.00
4.068,3.624,Mainline,Ending state machine pass of arcTowardsBeacon
4.069,1.129,Mainline,Beginning state machine pass 1
4.072,2.652,robot,bettermove powers are fl:fr:bl:br, 0.47, 0.99, 0.47, 1.00
4.076,3.565,Mainline,Ending state machine pass of arcTowardsBeacon
4.077,1.070,Mainline,Beginning state machine pass 1
4.079,2.092,robot,bettermove powers are fl:fr:bl:br, 0.47, 0.99, 0.47, 1.00
4.082,3.444,Mainline,Ending state machine pass of arcTowardsBeacon
4.084,1.774,Mainline,Beginning state machine pass 1
4.085,1.416,robot,bettermove powers are fl:fr:bl:br, 0.47, 0.99, 0.47, 1.00
4.091,5.297,Mainline,Ending state machine pass of arcTowardsBeacon
4.092,1.837,Mainline,Beginning state machine pass 1
4.094,1.155,robot,bettermove powers are fl:fr:bl:br, 0.48, 0.99, 0.47, 1.00
4.129,35.102,Mainline,Ending state machine pass of arcTowardsBeacon
4.130,1.042,Mainline,Beginning state machine pass 1
4.130,0.670,robot,bettermove powers are fl:fr:bl:br, 0.47, 0.98, 0.47, 1.00
4.182,51.838,Mainline,Ending state machine pass of arcTowardsBeacon
4.183,1.057,Mainline,Beginning state machine pass 1
4.185,1.363,robot,bettermove powers are fl:fr:bl:br, 0.47, 0.98, 0.46, 1.00
4.211,26.189,Mainline,Ending state machine pass of arcTowardsBeacon
4.212,1.091,Mainline,Beginning state machine pass 1
4.214,2.241,robot,bettermove powers are fl:fr:bl:br, 0.46, 0.98, 0.46, 1.00
4.267,53.043,Mainline,Ending state machine pass of arcTowardsBeacon
4.269,1.422,Mainline,Beginning state machine pass 1
4.269,0.842,robot,bettermove powers are fl:fr:bl:br, 0.46, 0.98, 0.45, 1.00
4.298,28.805,Mainline,Ending state machine pass of arcTowardsBeacon
4.299,1.026,Mainline,Beginning state machine pass 1
4.300,0.844,robot,bettermove powers are fl:fr:bl:br, 0.46, 0.98, 0.45, 1.00
4.302,2.302,Mainline,Ending state machine pass of arcTowardsBeacon
4.304,1.082,Mainline,Beginning state machine pass 1
4.305,1.036,robot,bettermove powers are fl:fr:bl:br, 0.46, 0.98, 0.45, 1.00
4.308,3.491,Mainline,Ending state machine pass of arcTowardsBeacon
4.309,1.250,Mainline,Beginning state machine pass 1
4.310,0.974,robot,bettermove powers are fl:fr:bl:br, 0.46, 0.99, 0.45, 1.00
4.347,36.796,Mainline,Ending state machine pass of arcTowardsBeacon
4.348,0.800,Mainline,Beginning state machine pass 1
4.349,0.968,robot,bettermove powers are fl:fr:bl:br, 0.45, 0.98, 0.44, 1.00
4.410,61.614,Mainline,Ending state machine pass of arcTowardsBeacon
4.411,0.990,Mainline,Beginning state machine pass 1
4.413,1.634,robot,bettermove powers are fl:fr:bl:br, 0.43, 0.98, 0.43, 1.00
4.441,27.523,Mainline,Ending state machine pass of arcTowardsBeacon
4.441,0.786,Mainline,Beginning state machine pass 1
4.442,0.656,robot,bettermove powers are fl:fr:bl:br, 0.43, 0.98, 0.43, 1.00
4.444,1.911,Mainline,Ending state machine pass of arcTowardsBeacon
4.445,0.926,Mainline,Beginning state machine pass 1
4.447,1.982,robot,bettermove powers are fl:fr:bl:br, 0.43, 0.99, 0.42, 1.00
4.480,32.765,Mainline,Ending state machine pass of arcTowardsBeacon
4.490,10.651,Mainline,Beginning state machine pass 1
4.492,1.651,robot,bettermove powers are fl:fr:bl:br, 0.42, 0.98, 0.42, 1.00
4.532,40.377,Mainline,Ending state machine pass of arcTowardsBeacon
4.533,1.063,Mainline,Beginning state machine pass 1
4.534,0.801,robot,bettermove powers are fl:fr:bl:br, 0.41, 0.98, 0.41, 1.00
4.564,30.182,Mainline,Ending state machine pass of arcTowardsBeacon
4.565,1.013,Mainline,Beginning state machine pass 1
4.566,0.623,robot,bettermove powers are fl:fr:bl:br, 0.40, 0.98, 0.40, 1.00
4.597,31.456,Mainline,Ending state machine pass of arcTowardsBeacon
4.599,1.315,Mainline,Beginning state machine pass 1
4.600,0.972,robot,bettermove powers are fl:fr:bl:br, 0.39, 0.98, 0.39, 1.00
4.631,31.315,Mainline,Ending state machine pass of arcTowardsBeacon
4.632,0.837,Mainline,Beginning state machine pass 1
4.633,0.771,robot,bettermove powers are fl:fr:bl:br, 0.39, 0.98, 0.38, 1.00
4.674,40.997,Mainline,Ending state machine pass of arcTowardsBeacon
4.675,1.328,Mainline,Beginning state machine pass 1
4.676,0.922,robot,bettermove powers are fl:fr:bl:br, 0.38, 0.98, 0.37, 0.99
4.721,45.513,Mainline,Ending state machine pass of arcTowardsBeacon
4.723,1.180,Mainline,Beginning state machine pass 1
4.723,0.716,robot,bettermove powers are fl:fr:bl:br, 0.35, 0.95, 0.35, 0.96
4.785,62.025,Mainline,Ending state machine pass of arcTowardsBeacon
4.786,0.977,Mainline,Beginning state machine pass 1
4.788,1.199,robot,bettermove powers are fl:fr:bl:br, 0.33, 0.92, 0.31, 0.92
4.855,67.247,Mainline,Ending state machine pass of arcTowardsBeacon
4.856,0.939,Mainline,Beginning state machine pass 1
4.857,0.888,robot,bettermove powers are fl:fr:bl:br, 0.29, 0.87, 0.29, 0.87
4.934,77.179,Mainline,Ending state machine pass of arcTowardsBeacon
4.935,1.038,Mainline,Beginning state machine pass 1
4.936,1.215,robot,bettermove powers are fl:fr:bl:br, 0.25, 0.81, 0.25, 0.82
5.030,94.241,Mainline,Ending state machine pass of arcTowardsBeacon
5.032,1.293,Mainline,Beginning state machine pass 1
5.033,1.156,robot,bettermove powers are fl:fr:bl:br, 0.22, 0.75, 0.23, 0.75
5.095,62.589,Mainline,Ending state machine pass of arcTowardsBeacon
5.096,1.038,Mainline,Beginning state machine pass 1
5.098,1.297,robot,bettermove powers are fl:fr:bl:br, 0.20, 0.70, 0.21, 0.70
5.198,99.884,Mainline,Ending state machine pass of arcTowardsBeacon
5.198,0.916,Mainline,Beginning state machine pass 1
5.199,1.028,robot,bettermove powers are fl:fr:bl:br, 0.18, 0.64, 0.19, 0.62
5.262,62.503,Mainline,Ending state machine pass of arcTowardsBeacon
5.263,1.124,Mainline,Beginning state machine pass 1
5.264,0.835,robot,bettermove powers are fl:fr:bl:br, 0.17, 0.60, 0.18, 0.57
5.342,78.483,Mainline,Ending state machine pass of arcTowardsBeacon
5.344,1.423,Mainline,Beginning state machine pass 1
5.345,0.720,robot,bettermove powers are fl:fr:bl:br, 0.16, 0.55, 0.17, 0.51
5.410,65.685,Mainline,Ending state machine pass of arcTowardsBeacon
5.411,0.845,Mainline,Beginning state machine pass 1
5.412,1.078,robot,bettermove powers are fl:fr:bl:br, 0.15, 0.50, 0.17, 0.46
5.457,45.073,Mainline,Ending state machine pass of arcTowardsBeacon
5.458,1.068,Mainline,Beginning state machine pass 1
5.459,0.959,robot,bettermove powers are fl:fr:bl:br, 0.15, 0.50, 0.17, 0.45
5.484,25.056,Mainline,Ending state machine pass of arcTowardsBeacon
5.485,0.922,Mainline,Beginning state machine pass 1
5.487,1.724,robot,bettermove powers are fl:fr:bl:br, 0.15, 0.50, 0.18, 0.45
5.519,32.212,Mainline,Ending state machine pass of arcTowardsBeacon
5.520,0.872,Mainline,Beginning state machine pass 1
5.521,0.967,robot,bettermove powers are fl:fr:bl:br, 0.15, 0.50, 0.18, 0.44
5.536,15.081,Mainline,Ending state machine pass of arcTowardsBeacon
5.537,1.036,Mainline,Beginning state machine pass 1
5.538,0.770,robot,bettermove powers are fl:fr:bl:br, 0.15, 0.50, 0.19, 0.45
5.585,46.627,Mainline,Ending state machine pass of arcTowardsBeacon
5.585,0.877,Mainline,Beginning state machine pass 1
5.586,0.684,robot,bettermove powers are fl:fr:bl:br, 0.16, 0.50, 0.19, 0.44
5.611,24.422,Mainline,Ending state machine pass of arcTowardsBeacon
5.611,0.937,Mainline,Beginning state machine pass 1
5.612,0.661,robot,bettermove powers are fl:fr:bl:br, 0.16, 0.50, 0.20, 0.44
5.635,22.549,Mainline,Ending state machine pass of arcTowardsBeacon
5.635,0.781,Mainline,Beginning state machine pass 1
5.637,1.050,robot,bettermove powers are fl:fr:bl:br, 0.16, 0.50, 0.20, 0.43
5.670,33.886,Mainline,Ending state machine pass of arcTowardsBeacon
5.671,0.857,Mainline,Beginning state machine pass 1
5.673,1.382,robot,bettermove powers are fl:fr:bl:br, 0.16, 0.50, 0.20, 0.43
5.675,2.003,Mainline,Ending state machine pass of arcTowardsBeacon
5.675,0.816,Mainline,Beginning state machine pass 1
5.676,0.972,robot,bettermove powers are fl:fr:bl:br, 0.16, 0.50, 0.20, 0.42
5.697,20.654,Mainline,Ending state machine pass of arcTowardsBeacon
5.698,1.195,Mainline,Beginning state machine pass 1
5.699,0.999,robot,bettermove powers are fl:fr:bl:br, 0.17, 0.50, 0.21, 0.42
5.727,27.547,Mainline,Ending state machine pass of arcTowardsBeacon
5.728,1.008,Mainline,Beginning state machine pass 1
5.729,0.683,robot,bettermove powers are fl:fr:bl:br, 0.17, 0.50, 0.21, 0.41
5.760,31.489,Mainline,Ending state machine pass of arcTowardsBeacon
5.761,0.799,Mainline,Beginning state machine pass 1
5.762,1.595,robot,bettermove powers are fl:fr:bl:br, 0.17, 0.50, 0.22, 0.41
5.787,24.160,Mainline,Ending state machine pass of arcTowardsBeacon
5.788,1.063,Mainline,Beginning state machine pass 1
5.789,1.168,robot,bettermove powers are fl:fr:bl:br, 0.18, 0.50, 0.22, 0.40
5.818,29.653,Mainline,Ending state machine pass of arcTowardsBeacon
5.820,1.098,Mainline,Beginning state machine pass 1
5.821,1.121,robot,bettermove powers are fl:fr:bl:br, 0.18, 0.50, 0.22, 0.39
5.844,22.859,Mainline,Ending state machine pass of arcTowardsBeacon
5.844,0.931,Mainline,Beginning state machine pass 1
5.846,1.062,robot,bettermove powers are fl:fr:bl:br, 0.18, 0.50, 0.23, 0.39
5.881,35.354,Mainline,Ending state machine pass of arcTowardsBeacon
5.882,0.951,Mainline,Beginning state machine pass 1
5.883,0.740,robot,bettermove powers are fl:fr:bl:br, 0.19, 0.50, 0.24, 0.37
5.934,51.253,Mainline,Ending state machine pass of arcTowardsBeacon
5.935,1.346,Mainline,Beginning state machine pass 1
5.936,1.273,robot,bettermove powers are fl:fr:bl:br, 0.21, 0.50, 0.26, 0.36
5.981,44.191,Mainline,Ending state machine pass of arcTowardsBeacon
5.982,1.821,Mainline,Beginning state machine pass 1
5.985,2.132,robot,bettermove powers are fl:fr:bl:br, 0.22, 0.50, 0.27, 0.32
6.042,57.243,Mainline,Ending state machine pass of arcTowardsBeacon
6.043,1.398,Mainline,Beginning state machine pass 1
6.071,27.935,robot,bettermove powers are fl:fr:bl:br, 0.24, 0.50, 0.29, 0.27
6.128,56.828,Mainline,Ending state machine pass of arcTowardsBeacon
6.129,0.866,Mainline,Beginning state machine pass 1
6.130,0.929,robot,bettermove powers are fl:fr:bl:br, 0.29, 0.50, 0.36, 0.00
6.190,59.997,Mainline,Ending state machine pass of arcTowardsBeacon
6.191,0.944,Mainline,Beginning state machine pass 1
6.192,0.841,robot,bettermove powers are fl:fr:bl:br, 0.00, 0.00, 0.50, 0.00
6.242,50.103,Mainline,Ending state machine pass of arcTowardsBeacon
6.243,1.155,Mainline,Beginning state machine pass 1
6.244,1.082,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
6.246,1.716,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
6.270,24.267,robot,enableEncodersToPosition was called
6.271,1.091,robot,setMotorPower was called - power: 1.00
6.300,29.225,pm.automaticSquareUp without telemetry,called
6.371,70.813,robot,getCurrentAngle was invoked, returning 45
6.372,0.637,robot,getCurrentAngle was invoked, returning 45
6.372,0.648,pm.move,called with right:0.00 and spin:7.06
6.373,1.036,robot,setMotorTargets was called - f:r:s: 0 : 0 : 78
6.374,0.937,pm.waitforMotors,called with right:0.00 and spin:7.06 and forward:0.00
6.424,49.589,robot,isMotorBusy was called, returning true
6.435,11.159,robot,isMotorBusy was called, returning true
6.436,0.850,robot,isMotorBusy was called, returning true
6.437,0.965,robot,isMotorBusy was called, returning true
6.438,0.858,robot,isMotorBusy was called, returning true
6.439,0.848,robot,isMotorBusy was called, returning true
6.439,0.694,robot,isMotorBusy was called, returning true
6.440,0.706,robot,isMotorBusy was called, returning true
6.441,0.853,robot,isMotorBusy was called, returning true
6.443,1.809,robot,isMotorBusy was called, returning true
6.444,1.116,robot,isMotorBusy was called, returning true
6.444,0.703,robot,isMotorBusy was called, returning true
6.446,1.415,robot,isMotorBusy was called, returning true
6.447,0.701,robot,isMotorBusy was called, returning true
6.448,1.221,robot,isMotorBusy was called, returning true
6.449,0.783,robot,isMotorBusy was called, returning true
6.449,0.867,robot,isMotorBusy was called, returning true
6.450,0.698,robot,isMotorBusy was called, returning true
6.451,0.775,robot,isMotorBusy was called, returning true
6.452,0.642,robot,isMotorBusy was called, returning true
6.452,0.824,robot,isMotorBusy was called, returning true
6.453,0.697,robot,isMotorBusy was called, returning true
6.454,0.575,robot,isMotorBusy was called, returning true
6.454,0.790,robot,isMotorBusy was called, returning true
6.455,0.657,robot,isMotorBusy was called, returning true
6.456,0.609,robot,isMotorBusy was called, returning true
6.456,0.591,robot,isMotorBusy was called, returning true
6.457,1.085,robot,isMotorBusy was called, returning true
6.458,0.729,robot,isMotorBusy was called, returning true
6.459,0.601,robot,isMotorBusy was called, returning true
6.459,0.606,robot,isMotorBusy was called, returning true
6.460,0.607,robot,isMotorBusy was called, returning true
6.461,0.651,robot,isMotorBusy was called, returning true
6.461,0.783,robot,isMotorBusy was called, returning true
6.463,1.992,robot,isMotorBusy was called, returning true
6.464,0.859,robot,isMotorBusy was called, returning true
6.466,1.802,robot,isMotorBusy was called, returning true
6.467,1.200,robot,isMotorBusy was called, returning true
6.468,0.650,robot,isMotorBusy was called, returning true
6.468,0.639,robot,isMotorBusy was called, returning true
6.469,0.550,robot,isMotorBusy was called, returning true
6.470,0.517,robot,isMotorBusy was called, returning true
6.470,0.616,robot,isMotorBusy was called, returning true
6.471,0.624,robot,isMotorBusy was called, returning true
6.471,0.613,robot,isMotorBusy was called, returning true
6.472,0.614,robot,isMotorBusy was called, returning true
6.473,0.720,robot,isMotorBusy was called, returning true
6.473,0.617,robot,isMotorBusy was called, returning true
6.474,0.678,robot,isMotorBusy was called, returning true
6.475,0.600,robot,isMotorBusy was called, returning true
6.475,0.543,robot,isMotorBusy was called, returning true
6.476,0.614,robot,isMotorBusy was called, returning true
6.476,0.625,robot,isMotorBusy was called, returning true
6.477,0.675,robot,isMotorBusy was called, returning true
6.478,0.548,robot,isMotorBusy was called, returning true
6.478,0.586,robot,isMotorBusy was called, returning true
6.479,0.620,robot,isMotorBusy was called, returning true
6.479,0.536,robot,isMotorBusy was called, returning true
6.480,0.558,robot,isMotorBusy was called, returning true
6.481,0.734,robot,isMotorBusy was called, returning true
6.481,0.608,robot,isMotorBusy was called, returning true
6.482,0.619,robot,isMotorBusy was called, returning true
6.482,0.600,robot,isMotorBusy was called, returning true
6.483,0.599,robot,isMotorBusy was called, returning true
6.484,0.596,robot,isMotorBusy was called, returning true
6.484,0.569,robot,isMotorBusy was called, returning true
6.486,1.730,robot,isMotorBusy was called, returning true
6.487,0.796,robot,isMotorBusy was called, returning true
6.488,0.846,robot,isMotorBusy was called, returning true
6.488,0.593,robot,isMotorBusy was called, returning true
6.489,0.985,robot,isMotorBusy was called, returning true
6.490,0.491,robot,isMotorBusy was called, returning true
6.491,0.968,robot,isMotorBusy was called, returning true
6.491,0.583,robot,isMotorBusy was called, returning true
6.492,0.536,robot,isMotorBusy was called, returning true
6.492,0.511,robot,isMotorBusy was called, returning true
6.493,0.454,robot,isMotorBusy was called, returning true
6.493,0.431,robot,isMotorBusy was called, returning true
6.494,0.431,robot,isMotorBusy was called, returning true
6.494,0.433,robot,isMotorBusy was called, returning true
6.495,0.570,robot,isMotorBusy was called, returning true
6.495,0.441,robot,isMotorBusy was called, returning true
6.495,0.382,robot,isMotorBusy was called, returning true
6.496,0.728,robot,isMotorBusy was called, returning true
6.497,0.945,robot,isMotorBusy was called, returning true
6.498,0.505,robot,isMotorBusy was called, returning true
6.498,0.488,robot,isMotorBusy was called, returning true
6.499,0.471,robot,isMotorBusy was called, returning true
6.499,0.474,robot,isMotorBusy was called, returning true
6.499,0.418,robot,isMotorBusy was called, returning true
6.500,0.666,robot,isMotorBusy was called, returning true
6.501,0.551,robot,isMotorBusy was called, returning true
6.502,1.317,robot,isMotorBusy was called, returning true
6.505,2.998,robot,isMotorBusy was called, returning true
6.506,0.960,robot,isMotorBusy was called, returning true
6.507,0.751,robot,isMotorBusy was called, returning true
6.509,2.045,robot,isMotorBusy was called, returning true
6.510,1.568,robot,isMotorBusy was called, returning true
6.511,0.887,robot,isMotorBusy was called, returning true
6.512,1.076,robot,isMotorBusy was called, returning true
6.513,0.885,robot,isMotorBusy was called, returning true
6.514,0.785,robot,isMotorBusy was called, returning true
6.515,0.747,robot,isMotorBusy was called, returning true
6.515,0.703,robot,isMotorBusy was called, returning true
6.517,1.987,robot,isMotorBusy was called, returning true
6.519,1.283,robot,isMotorBusy was called, returning true
6.519,0.742,robot,isMotorBusy was called, returning true
6.521,1.173,robot,isMotorBusy was called, returning true
6.521,0.427,robot,isMotorBusy was called, returning true
6.521,0.402,robot,isMotorBusy was called, returning true
6.522,0.981,robot,isMotorBusy was called, returning true
6.523,0.495,robot,isMotorBusy was called, returning true
6.523,0.571,robot,isMotorBusy was called, returning true
6.525,1.994,robot,isMotorBusy was called, returning true
6.527,1.519,robot,isMotorBusy was called, returning true
6.527,0.504,robot,isMotorBusy was called, returning true
6.529,1.856,robot,isMotorBusy was called, returning true
6.531,1.477,robot,isMotorBusy was called, returning true
6.532,1.145,robot,isMotorBusy was called, returning true
6.533,0.863,robot,isMotorBusy was called, returning true
6.536,2.964,robot,isMotorBusy was called, returning true
6.537,0.786,robot,isMotorBusy was called, returning true
6.538,1.044,robot,isMotorBusy was called, returning true
6.538,0.678,robot,isMotorBusy was called, returning true
6.539,0.547,robot,isMotorBusy was called, returning true
6.540,0.998,robot,isMotorBusy was called, returning true
6.540,0.550,robot,isMotorBusy was called, returning true
6.541,0.658,robot,isMotorBusy was called, returning true
6.542,0.487,robot,isMotorBusy was called, returning true
6.542,0.852,robot,isMotorBusy was called, returning true
6.543,0.599,robot,isMotorBusy was called, returning true
6.544,0.753,robot,isMotorBusy was called, returning true
6.545,1.336,robot,isMotorBusy was called, returning true
6.546,0.728,robot,isMotorBusy was called, returning true
6.546,0.579,robot,isMotorBusy was called, returning true
6.547,0.791,robot,isMotorBusy was called, returning true
6.548,0.519,robot,isMotorBusy was called, returning true
6.548,0.708,robot,isMotorBusy was called, returning true
6.549,0.578,robot,isMotorBusy was called, returning true
6.550,0.789,robot,isMotorBusy was called, returning true
6.550,0.634,robot,isMotorBusy was called, returning true
6.551,0.771,robot,isMotorBusy was called, returning true
6.552,0.523,robot,isMotorBusy was called, returning true
6.553,0.972,robot,isMotorBusy was called, returning true
6.553,0.721,robot,isMotorBusy was called, returning true
6.554,0.661,robot,isMotorBusy was called, returning true
6.555,0.524,robot,isMotorBusy was called, returning true
6.555,0.731,robot,isMotorBusy was called, returning true
6.556,0.517,robot,isMotorBusy was called, returning true
6.556,0.685,robot,isMotorBusy was called, returning true
6.557,0.726,robot,isMotorBusy was called, returning true
6.558,1.115,robot,isMotorBusy was called, returning true
6.559,0.640,robot,isMotorBusy was called, returning true
6.560,0.993,robot,isMotorBusy was called, returning true
6.561,0.864,robot,isMotorBusy was called, returning true
6.562,1.238,robot,isMotorBusy was called, returning true
6.563,0.657,robot,isMotorBusy was called, returning true
6.563,0.708,robot,isMotorBusy was called, returning true
6.564,0.816,robot,isMotorBusy was called, returning true
6.565,0.941,robot,isMotorBusy was called, returning true
6.566,0.592,robot,isMotorBusy was called, returning true
6.567,0.778,robot,isMotorBusy was called, returning true
6.567,0.892,robot,isMotorBusy was called, returning true
6.568,0.876,robot,isMotorBusy was called, returning true
6.569,0.858,robot,isMotorBusy was called, returning true
6.570,0.796,robot,isMotorBusy was called, returning true
6.571,0.669,robot,isMotorBusy was called, returning true
6.572,0.934,robot,isMotorBusy was called, returning true
6.572,0.624,robot,isMotorBusy was called, returning true
6.573,0.871,robot,isMotorBusy was called, returning true
6.574,0.655,robot,isMotorBusy was called, returning true
6.575,0.915,robot,isMotorBusy was called, returning true
6.575,0.642,robot,isMotorBusy was called, returning true
6.577,1.254,robot,isMotorBusy was called, returning true
6.577,0.871,robot,isMotorBusy was called, returning true
6.578,0.960,robot,isMotorBusy was called, returning true
6.579,0.553,robot,isMotorBusy was called, returning true
6.580,0.712,robot,isMotorBusy was called, returning true
6.580,0.772,robot,isMotorBusy was called, returning true
6.581,0.822,robot,isMotorBusy was called, returning true
6.582,0.560,robot,isMotorBusy was called, returning true
6.583,0.737,robot,isMotorBusy was called, returning true
6.583,0.540,robot,isMotorBusy was called, returning true
6.584,0.629,robot,isMotorBusy was called, returning true
6.584,0.445,robot,isMotorBusy was called, returning true
6.585,0.610,robot,isMotorBusy was called, returning true
6.585,0.542,robot,isMotorBusy was called, returning true
6.586,0.787,robot,isMotorBusy was called, returning true
6.587,0.533,robot,isMotorBusy was called, returning true
6.587,0.822,robot,isMotorBusy was called, returning true
6.588,0.474,robot,isMotorBusy was called, returning true
6.589,0.780,robot,isMotorBusy was called, returning true
6.589,0.506,robot,isMotorBusy was called, returning true
6.590,0.630,robot,isMotorBusy was called, returning true
6.590,0.500,robot,isMotorBusy was called, returning true
6.591,0.653,robot,isMotorBusy was called, returning true
6.592,0.544,robot,isMotorBusy was called, returning true
6.593,1.052,robot,isMotorBusy was called, returning true
6.593,0.759,robot,isMotorBusy was called, returning true
6.594,0.806,robot,isMotorBusy was called, returning true
6.595,0.696,robot,isMotorBusy was called, returning true
6.595,0.578,robot,isMotorBusy was called, returning true
6.596,0.606,robot,isMotorBusy was called, returning true
6.597,0.877,robot,isMotorBusy was called, returning true
6.597,0.577,robot,isMotorBusy was called, returning true
6.599,1.421,robot,isMotorBusy was called, returning true
6.600,1.418,robot,isMotorBusy was called, returning true
6.604,3.564,robot,isMotorBusy was called, returning true
6.607,3.479,robot,isMotorBusy was called, returning true
6.608,0.575,robot,isMotorBusy was called, returning true
6.609,0.832,robot,isMotorBusy was called, returning true
6.609,0.480,robot,isMotorBusy was called, returning true
6.610,0.905,robot,isMotorBusy was called, returning true
6.611,0.707,robot,isMotorBusy was called, returning true
6.611,0.426,robot,isMotorBusy was called, returning true
6.612,0.987,robot,isMotorBusy was called, returning true
6.613,0.841,robot,isMotorBusy was called, returning true
6.614,0.472,robot,isMotorBusy was called, returning true
6.614,0.755,robot,isMotorBusy was called, returning true
6.615,0.974,robot,isMotorBusy was called, returning true
6.616,0.766,robot,isMotorBusy was called, returning true
6.617,1.074,robot,isMotorBusy was called, returning true
6.618,0.886,robot,isMotorBusy was called, returning true
6.619,0.575,robot,isMotorBusy was called, returning true
6.619,0.470,robot,isMotorBusy was called, returning true
6.620,0.478,robot,isMotorBusy was called, returning true
6.620,0.505,robot,isMotorBusy was called, returning true
6.621,0.480,robot,isMotorBusy was called, returning true
6.621,0.447,robot,isMotorBusy was called, returning true
6.621,0.490,robot,isMotorBusy was called, returning true
6.622,0.548,robot,isMotorBusy was called, returning true
6.623,0.526,robot,isMotorBusy was called, returning true
6.623,0.549,robot,isMotorBusy was called, returning true
6.624,0.518,robot,isMotorBusy was called, returning true
6.624,0.851,robot,isMotorBusy was called, returning true
6.625,0.565,robot,isMotorBusy was called, returning true
6.626,0.519,robot,isMotorBusy was called, returning true
6.626,0.485,robot,isMotorBusy was called, returning true
6.627,0.502,robot,isMotorBusy was called, returning true
6.627,0.645,robot,isMotorBusy was called, returning true
6.628,0.529,robot,isMotorBusy was called, returning true
6.628,0.448,robot,isMotorBusy was called, returning true
6.629,0.418,robot,isMotorBusy was called, returning true
6.629,0.436,robot,isMotorBusy was called, returning true
6.629,0.441,robot,isMotorBusy was called, returning true
6.631,1.500,robot,isMotorBusy was called, returning true
