sec,d ms,r.init,r.init was invoked (a)
5.677,1.530,Mainline,Ending state machine pass of arcTowardsBeacon
5.678,0.629,Mainline,Beginning state machine pass 1
5.679,1.345,robot,bettermove powers are fl:fr:bl:br, 0.47, 1.00, 0.47, 0.96
5.681,1.719,Mainline,Ending state machine pass of arcTowardsBeacon
5.683,1.564,Mainline,Beginning state machine pass 1
5.683,0.757,robot,bettermove powers are fl:fr:bl:br, 0.47, 1.00, 0.47, 0.96
5.687,3.666,Mainline,Ending state machine pass of arcTowardsBeacon
5.689,1.516,Mainline,Beginning state machine pass 1
5.690,1.318,robot,bettermove powers are fl:fr:bl:br, 0.47, 1.00, 0.47, 0.96
5.692,1.721,Mainline,Ending state machine pass of arcTowardsBeacon
5.692,0.763,Mainline,Beginning state machine pass 1
5.694,1.353,robot,bettermove powers are fl:fr:bl:br, 0.47, 1.00, 0.47, 0.96
5.698,4.340,Mainline,Ending state machine pass of arcTowardsBeacon
5.699,1.134,Mainline,Beginning state machine pass 1
5.700,0.595,robot,bettermove powers are fl:fr:bl:br, 0.47, 1.00, 0.47, 0.96
5.701,1.537,Mainline,Ending state machine pass of arcTowardsBeacon
5.703,1.191,Mainline,Beginning state machine pass 1
5.704,1.103,robot,bettermove powers are fl:fr:bl:br, 0.47, 1.00, 0.47, 0.95
5.730,26.488,Mainline,Ending state machine pass of arcTowardsBeacon
5.731,1.113,Mainline,Beginning state machine pass 1
5.732,0.798,robot,bettermove powers are fl:fr:bl:br, 0.47, 1.00, 0.47, 0.95
5.734,1.721,Mainline,Ending state machine pass of arcTowardsBeacon
5.734,0.587,Mainline,Beginning state machine pass 1
5.735,0.743,robot,bettermove powers are fl:fr:bl:br, 0.47, 1.00, 0.47, 0.95
5.737,1.456,Mainline,Ending state machine pass of arcTowardsBeacon
5.737,0.690,Mainline,Beginning state machine pass 1
5.738,0.718,robot,bettermove powers are fl:fr:bl:br, 0.47, 1.00, 0.47, 0.95
5.740,1.644,Mainline,Ending state machine pass of arcTowardsBeacon
5.741,0.971,Mainline,Beginning state machine pass 1
5.742,0.976,robot,bettermove powers are fl:fr:bl:br, 0.47, 1.00, 0.47, 0.95
5.743,1.886,Mainline,Ending state machine pass of arcTowardsBeacon
5.744,0.968,Mainline,Beginning state machine pass 1
5.745,0.568,robot,bettermove powers are fl:fr:bl:br, 0.47, 1.00, 0.47, 0.95
5.747,1.665,Mainline,Ending state machine pass of arcTowardsBeacon
5.747,0.664,Mainline,Beginning state machine pass 1
5.748,1.032,robot,bettermove powers are fl:fr:bl:br, 0.47, 1.00, 0.47, 0.95
5.750,1.306,Mainline,Ending state machine pass of arcTowardsBeacon
5.751,0.851,Mainline,Beginning state machine pass 1
5.751,0.567,robot,bettermove powers are fl:fr:bl:br, 0.47, 1.00, 0.47, 0.95
5.753,2.118,Mainline,Ending state machine pass of arcTowardsBeacon
5.755,1.356,Mainline,Beginning state machine pass 1
5.756,1.315,robot,bettermove powers are fl:fr:bl:br, 0.47, 1.00, 0.47, 0.95
5.757,1.388,Mainline,Ending state machine pass of arcTowardsBeacon
5.758,0.792,Mainline,Beginning state machine pass 1
5.759,0.535,robot,bettermove powers are fl:fr:bl:br, 0.47, 1.00, 0.47, 0.94
5.784,25.001,Mainline,Ending state machine pass of arcTowardsBeacon
5.784,0.706,Mainline,Beginning state machine pass 1
5.785,0.733,robot,bettermove powers are fl:fr:bl:br, 0.47, 1.00, 0.47, 0.94
5.787,1.452,Mainline,Ending state machine pass of arcTowardsBeacon
5.787,0.961,Mainline,Beginning state machine pass 1
5.788,0.586,robot,bettermove powers are fl:fr:bl:br, 0.47, 1.00, 0.47, 0.94
5.790,1.971,Mainline,Ending state machine pass of arcTowardsBeacon
5.791,0.667,Mainline,Beginning state machine pass 1
5.791,0.792,robot,bettermove powers are fl:fr:bl:br, 0.47, 1.00, 0.47, 0.94
5.793,1.299,Mainline,Ending state machine pass of arcTowardsBeacon
5.794,0.782,Mainline,Beginning state machine pass 1
5.794,0.576,robot,bettermove powers are fl:fr:bl:br, 0.47, 1.00, 0.47, 0.94
5.796,1.436,Mainline,Ending state machine pass of arcTowardsBeacon
5.796,0.864,Mainline,Beginning state machine pass 1
5.797,0.742,robot,bettermove powers are fl:fr:bl:br, 0.47, 1.00, 0.46, 0.94
5.819,22.254,Mainline,Ending state machine pass of arcTowardsBeacon
5.820,0.686,Mainline,Beginning state machine pass 1
5.821,0.952,robot,bettermove powers are fl:fr:bl:br, 0.47, 1.00, 0.46, 0.94
5.823,1.876,Mainline,Ending state machine pass of arcTowardsBeacon
5.824,0.892,Mainline,Beginning state machine pass 1
5.824,0.523,robot,bettermove powers are fl:fr:bl:br, 0.47, 1.00, 0.46, 0.94
5.827,2.578,Mainline,Ending state machine pass of arcTowardsBeacon
5.828,1.410,Mainline,Beginning state machine pass 1
5.829,0.953,robot,bettermove powers are fl:fr:bl:br, 0.47, 1.00, 0.46, 0.94
5.831,1.299,Mainline,Ending state machine pass of arcTowardsBeacon
5.832,1.691,Mainline,Beginning state machine pass 1
5.834,1.399,robot,bettermove powers are fl:fr:bl:br, 0.47, 1.00, 0.46, 0.94
5.836,2.466,Mainline,Ending state machine pass of arcTowardsBeacon
5.838,1.448,Mainline,Beginning state machine pass 1
5.839,0.912,robot,bettermove powers are fl:fr:bl:br, 0.47, 1.00, 0.46, 0.94
5.841,2.735,Mainline,Ending state machine pass of arcTowardsBeacon
5.842,1.001,Mainline,Beginning state machine pass 1
5.843,0.563,robot,bettermove powers are fl:fr:bl:br, 0.47, 1.00, 0.46, 0.93
5.863,20.069,Mainline,Ending state machine pass of arcTowardsBeacon
5.864,0.679,Mainline,Beginning state machine pass 1
5.864,0.852,robot,bettermove powers are fl:fr:bl:br, 0.46, 1.00, 0.46, 0.93
5.898,33.633,Mainline,Ending state machine pass of arcTowardsBeacon
5.899,1.019,Mainline,Beginning state machine pass 1
5.900,0.867,robot,bettermove powers are fl:fr:bl:br, 0.46, 1.00, 0.46, 0.93
5.902,2.181,Mainline,Ending state machine pass of arcTowardsBeacon
5.903,0.729,Mainline,Beginning state machine pass 1
5.905,1.685,robot,bettermove powers are fl:fr:bl:br, 0.46, 1.00, 0.45, 0.92
5.947,42.655,Mainline,Ending state machine pass of arcTowardsBeacon
5.948,0.723,Mainline,Beginning state machine pass 1
5.949,1.265,robot,bettermove powers are fl:fr:bl:br, 0.46, 1.00, 0.45, 0.92
5.951,1.649,Mainline,Ending state machine pass of arcTowardsBeacon
5.952,1.517,Mainline,Beginning state machine pass 1
5.953,0.943,robot,bettermove powers are fl:fr:bl:br, 0.45, 1.00, 0.45, 0.92
5.971,18.081,Mainline,Ending state machine pass of arcTowardsBeacon
5.972,0.943,Mainline,Beginning state machine pass 1
5.973,1.073,robot,bettermove powers are fl:fr:bl:br, 0.45, 1.00, 0.44, 0.91
6.017,43.375,Mainline,Ending state machine pass of arcTowardsBeacon
6.017,0.738,Mainline,Beginning state machine pass 1
6.019,1.431,robot,bettermove powers are fl:fr:bl:br, 0.45, 1.00, 0.44, 0.91
6.021,1.692,Mainline,Ending state machine pass of arcTowardsBeacon
6.021,0.844,Mainline,Beginning state machine pass 1
6.022,0.740,robot,bettermove powers are fl:fr:bl:br, 0.45, 1.00, 0.44, 0.91
6.024,2.091,Mainline,Ending state machine pass of arcTowardsBeacon
6.025,0.938,Mainline,Beginning state machine pass 1
6.026,0.794,robot,bettermove powers are fl:fr:bl:br, 0.45, 1.00, 0.44, 0.91
6.028,1.612,Mainline,Ending state machine pass of arcTowardsBeacon
6.029,1.157,Mainline,Beginning state machine pass 1
6.030,0.810,robot,bettermove powers are fl:fr:bl:br, 0.45, 1.00, 0.44, 0.91
6.031,1.585,Mainline,Ending state machine pass of arcTowardsBeacon
6.032,0.828,Mainline,Beginning state machine pass 1
6.033,0.885,robot,bettermove powers are fl:fr:bl:br, 0.45, 1.00, 0.44, 0.91
6.035,2.121,Mainline,Ending state machine pass of arcTowardsBeacon
6.036,0.689,Mainline,Beginning state machine pass 1
6.037,1.135,robot,bettermove powers are fl:fr:bl:br, 0.45, 1.00, 0.44, 0.91
6.039,1.854,Mainline,Ending state machine pass of arcTowardsBeacon
6.041,1.903,Mainline,Beginning state machine pass 1
6.042,0.948,robot,bettermove powers are fl:fr:bl:br, 0.45, 1.00, 0.44, 0.91
6.043,1.684,Mainline,Ending state machine pass of arcTowardsBeacon
6.044,0.959,Mainline,Beginning state machine pass 1
6.047,2.561,robot,bettermove powers are fl:fr:bl:br, 0.45, 1.00, 0.43, 0.91
6.076,28.798,Mainline,Ending state machine pass of arcTowardsBeacon
6.076,0.890,Mainline,Beginning state machine pass 1
6.077,0.902,robot,bettermove powers are fl:fr:bl:br, 0.44, 1.00, 0.43, 0.90
6.107,29.294,Mainline,Ending state machine pass of arcTowardsBeacon
6.108,1.003,Mainline,Beginning state machine pass 1
6.108,0.566,robot,bettermove powers are fl:fr:bl:br, 0.44, 1.00, 0.43, 0.90
6.110,1.522,Mainline,Ending state machine pass of arcTowardsBeacon
6.111,0.915,Mainline,Beginning state machine pass 1
6.111,0.566,robot,bettermove powers are fl:fr:bl:br, 0.44, 1.00, 0.43, 0.90
6.114,2.532,Mainline,Ending state machine pass of arcTowardsBeacon
6.115,0.927,Mainline,Beginning state machine pass 1
6.115,0.597,robot,bettermove powers are fl:fr:bl:br, 0.44, 1.00, 0.43, 0.90
6.117,1.999,Mainline,Ending state machine pass of arcTowardsBeacon
6.118,0.648,Mainline,Beginning state machine pass 1
6.118,0.482,robot,bettermove powers are fl:fr:bl:br, 0.44, 1.00, 0.42, 0.90
6.153,34.412,Mainline,Ending state machine pass of arcTowardsBeacon
6.154,1.101,Mainline,Beginning state machine pass 1
6.155,1.371,robot,bettermove powers are fl:fr:bl:br, 0.43, 1.00, 0.42, 0.89
6.186,31.170,Mainline,Ending state machine pass of arcTowardsBeacon
6.188,1.920,Mainline,Beginning state machine pass 1
6.190,1.688,robot,bettermove powers are fl:fr:bl:br, 0.43, 1.00, 0.42, 0.89
6.195,5.353,Mainline,Ending state machine pass of arcTowardsBeacon
6.197,1.535,Mainline,Beginning state machine pass 1
6.200,2.794,robot,bettermove powers are fl:fr:bl:br, 0.43, 1.00, 0.41, 0.89
6.243,43.646,Mainline,Ending state machine pass of arcTowardsBeacon
6.244,0.935,Mainline,Beginning state machine pass 1
6.246,1.208,robot,bettermove powers are fl:fr:bl:br, 0.43, 1.00, 0.41, 0.88
6.268,22.179,Mainline,Ending state machine pass of arcTowardsBeacon
6.269,1.067,Mainline,Beginning state machine pass 1
6.270,1.010,robot,bettermove powers are fl:fr:bl:br, 0.42, 1.00, 0.41, 0.88
6.302,32.495,Mainline,Ending state machine pass of arcTowardsBeacon
6.303,1.131,Mainline,Beginning state machine pass 1
6.305,1.095,robot,bettermove powers are fl:fr:bl:br, 0.42, 1.00, 0.40, 0.88
6.323,18.017,Mainline,Ending state machine pass of arcTowardsBeacon
6.323,0.875,Mainline,Beginning state machine pass 1
6.324,0.931,robot,bettermove powers are fl:fr:bl:br, 0.42, 1.00, 0.40, 0.88
6.326,1.690,Mainline,Ending state machine pass of arcTowardsBeacon
6.327,0.791,Mainline,Beginning state machine pass 1
6.328,1.287,robot,bettermove powers are fl:fr:bl:br, 0.42, 1.00, 0.40, 0.88
6.330,1.761,Mainline,Ending state machine pass of arcTowardsBeacon
6.331,0.983,Mainline,Beginning state machine pass 1
6.332,1.632,robot,bettermove powers are fl:fr:bl:br, 0.41, 1.00, 0.40, 0.88
6.365,32.187,Mainline,Ending state machine pass of arcTowardsBeacon
6.366,0.867,Mainline,Beginning state machine pass 1
6.367,1.456,robot,bettermove powers are fl:fr:bl:br, 0.41, 1.00, 0.40, 0.87
6.397,29.536,Mainline,Ending state machine pass of arcTowardsBeacon
6.398,1.181,Mainline,Beginning state machine pass 1
6.400,2.229,robot,bettermove powers are fl:fr:bl:br, 0.41, 1.00, 0.39, 0.87
6.430,30.160,Mainline,Ending state machine pass of arcTowardsBeacon
6.431,1.263,Mainline,Beginning state machine pass 1
6.432,0.620,robot,bettermove powers are fl:fr:bl:br, 0.41, 1.00, 0.39, 0.86
6.455,23.412,Mainline,Ending state machine pass of arcTowardsBeacon
6.456,0.771,Mainline,Beginning state machine pass 1
6.457,1.236,robot,bettermove powers are fl:fr:bl:br, 0.41, 1.00, 0.39, 0.86
6.459,1.639,Mainline,Ending state machine pass of arcTowardsBeacon
6.460,0.629,Mainline,Beginning state machine pass 1
6.460,0.497,robot,bettermove powers are fl:fr:bl:br, 0.41, 1.00, 0.39, 0.86
6.463,2.811,Mainline,Ending state machine pass of arcTowardsBeacon
6.464,0.735,Mainline,Beginning state machine pass 1
6.464,0.630,robot,bettermove powers are fl:fr:bl:br, 0.41, 1.00, 0.39, 0.87
6.490,25.589,Mainline,Ending state machine pass of arcTowardsBeacon
6.491,0.861,Mainline,Beginning state machine pass 1
6.492,1.141,robot,bettermove powers are fl:fr:bl:br, 0.40, 1.00, 0.39, 0.86
6.518,26.311,Mainline,Ending state machine pass of arcTowardsBeacon
6.519,0.727,Mainline,Beginning state machine pass 1
6.520,0.612,robot,bettermove powers are fl:fr:bl:br, 0.40, 1.00, 0.39, 0.86
6.521,1.557,Mainline,Ending state machine pass of arcTowardsBeacon
6.522,0.574,Mainline,Beginning state machine pass 1
6.523,1.298,robot,bettermove powers are fl:fr:bl:br, 0.40, 1.00, 0.39, 0.86
6.525,2.082,Mainline,Ending state machine pass of arcTowardsBeacon
6.526,0.662,Mainline,Beginning state machine pass 1
6.527,1.265,robot,bettermove powers are fl:fr:bl:br, 0.40, 1.00, 0.39, 0.85
6.556,28.884,Mainline,Ending state machine pass of arcTowardsBeacon
6.557,1.517,Mainline,Beginning state machine pass 1
6.559,1.172,robot,bettermove powers are fl:fr:bl:br, 0.40, 1.00, 0.39, 0.85
6.560,1.853,Mainline,Ending state machine pass of arcTowardsBeacon
6.561,0.897,Mainline,Beginning state machine pass 1
6.562,1.109,robot,bettermove powers are fl:fr:bl:br, 0.40, 1.00, 0.39, 0.85
6.567,4.229,Mainline,Ending state machine pass of arcTowardsBeacon
6.568,1.170,Mainline,Beginning state machine pass 1
6.569,1.333,robot,bettermove powers are fl:fr:bl:br, 0.40, 1.00, 0.39, 0.85
6.571,1.539,Mainline,Ending state machine pass of arcTowardsBeacon
6.572,1.189,Mainline,Beginning state machine pass 1
6.572,0.554,robot,bettermove powers are fl:fr:bl:br, 0.40, 1.00, 0.38, 0.85
6.603,30.779,Mainline,Ending state machine pass of arcTowardsBeacon
6.604,0.624,Mainline,Beginning state machine pass 1
6.604,0.546,robot,bettermove powers are fl:fr:bl:br, 0.40, 1.00, 0.38, 0.84
6.622,17.174,Mainline,Ending state machine pass of arcTowardsBeacon
6.622,0.629,Mainline,Beginning state machine pass 1
6.623,0.993,robot,bettermove powers are fl:fr:bl:br, 0.40, 1.00, 0.38, 0.84
6.625,1.617,Mainline,Ending state machine pass of arcTowardsBeacon
6.626,0.804,Mainline,Beginning state machine pass 1
6.627,1.311,robot,bettermove powers are fl:fr:bl:br, 0.39, 1.00, 0.38, 0.85
6.663,36.410,Mainline,Ending state machine pass of arcTowardsBeacon
6.665,1.257,Mainline,Beginning state machine pass 1
6.667,2.112,robot,bettermove powers are fl:fr:bl:br, 0.39, 1.00, 0.38, 0.84
6.694,27.138,Mainline,Ending state machine pass of arcTowardsBeacon
6.695,0.834,Mainline,Beginning state machine pass 1
6.696,1.154,robot,bettermove powers are fl:fr:bl:br, 0.39, 1.00, 0.38, 0.83
6.740,43.908,Mainline,Ending state machine pass of arcTowardsBeacon
6.741,0.949,Mainline,Beginning state machine pass 1
6.742,1.408,robot,bettermove powers are fl:fr:bl:br, 0.39, 1.00, 0.38, 0.83
6.745,3.164,Mainline,Ending state machine pass of arcTowardsBeacon
6.747,1.860,Mainline,Beginning state machine pass 1
6.748,0.675,robot,bettermove powers are fl:fr:bl:br, 0.39, 1.00, 0.38, 0.83
6.751,3.346,Mainline,Ending state machine pass of arcTowardsBeacon
6.752,0.636,Mainline,Beginning state machine pass 1
6.753,1.654,robot,bettermove powers are fl:fr:bl:br, 0.39, 1.00, 0.38, 0.83
6.757,3.080,Mainline,Ending state machine pass of arcTowardsBeacon
6.757,0.793,Mainline,Beginning state machine pass 1
6.758,0.493,robot,bettermove powers are fl:fr:bl:br, 0.39, 0.99, 0.38, 0.83
6.792,34.127,Mainline,Ending state machine pass of arcTowardsBeacon
6.793,1.102,Mainline,Beginning state machine pass 1
6.795,1.475,robot,bettermove powers are fl:fr:bl:br, 0.38, 0.97, 0.38, 0.82
6.845,50.171,Mainline,Ending state machine pass of arcTowardsBeacon
6.846,0.837,Mainline,Beginning state machine pass 1
6.847,1.543,robot,bettermove powers are fl:fr:bl:br, 0.36, 0.93, 0.35, 0.77
6.930,82.645,Mainline,Ending state machine pass of arcTowardsBeacon
6.930,0.753,Mainline,Beginning state machine pass 1
6.931,0.715,robot,bettermove powers are fl:fr:bl:br, 0.33, 0.87, 0.32, 0.70
6.988,57.141,Mainline,Ending state machine pass of arcTowardsBeacon
6.989,0.962,Mainline,Beginning state machine pass 1
6.990,1.023,robot,bettermove powers are fl:fr:bl:br, 0.32, 0.83, 0.30, 0.66
7.043,52.314,Mainline,Ending state machine pass of arcTowardsBeacon
7.044,1.010,Mainline,Beginning state machine pass 1
7.044,0.742,robot,bettermove powers are fl:fr:bl:br, 0.30, 0.79, 0.29, 0.63
7.115,70.160,Mainline,Ending state machine pass of arcTowardsBeacon
7.115,0.872,Mainline,Beginning state machine pass 1
7.116,0.973,robot,bettermove powers are fl:fr:bl:br, 0.28, 0.73, 0.27, 0.58
7.197,80.429,Mainline,Ending state machine pass of arcTowardsBeacon
7.198,1.175,Mainline,Beginning state machine pass 1
7.199,0.652,robot,bettermove powers are fl:fr:bl:br, 0.26, 0.67, 0.25, 0.53
7.261,62.424,Mainline,Ending state machine pass of arcTowardsBeacon
7.262,0.910,Mainline,Beginning state machine pass 1
7.263,0.707,robot,bettermove powers are fl:fr:bl:br, 0.25, 0.64, 0.24, 0.50
7.311,48.039,Mainline,Ending state machine pass of arcTowardsBeacon
7.312,1.062,Mainline,Beginning state machine pass 1
7.313,0.741,robot,bettermove powers are fl:fr:bl:br, 0.23, 0.60, 0.23, 0.48
7.373,60.200,Mainline,Ending state machine pass of arcTowardsBeacon
7.373,0.780,Mainline,Beginning state machine pass 1
7.374,0.731,robot,bettermove powers are fl:fr:bl:br, 0.22, 0.55, 0.22, 0.45
7.438,63.660,Mainline,Ending state machine pass of arcTowardsBeacon
7.439,0.850,Mainline,Beginning state machine pass 1
7.439,0.677,robot,bettermove powers are fl:fr:bl:br, 0.21, 0.51, 0.20, 0.42
7.486,46.540,Mainline,Ending state machine pass of arcTowardsBeacon
7.487,1.252,Mainline,Beginning state machine pass 1
7.488,0.783,robot,bettermove powers are fl:fr:bl:br, 0.20, 0.50, 0.21, 0.43
7.541,52.752,Mainline,Ending state machine pass of arcTowardsBeacon
7.542,1.168,Mainline,Beginning state machine pass 1
7.543,1.203,robot,bettermove powers are fl:fr:bl:br, 0.21, 0.50, 0.21, 0.44
7.571,28.351,Mainline,Ending state machine pass of arcTowardsBeacon
7.573,1.088,Mainline,Beginning state machine pass 1
7.574,1.526,robot,bettermove powers are fl:fr:bl:br, 0.21, 0.50, 0.22, 0.46
7.619,45.366,Mainline,Ending state machine pass of arcTowardsBeacon
7.620,1.045,Mainline,Beginning state machine pass 1
7.621,0.900,robot,bettermove powers are fl:fr:bl:br, 0.22, 0.50, 0.22, 0.47
7.643,21.900,Mainline,Ending state machine pass of arcTowardsBeacon
7.644,0.866,Mainline,Beginning state machine pass 1
7.645,0.910,robot,bettermove powers are fl:fr:bl:br, 0.23, 0.50, 0.23, 0.48
7.689,43.707,Mainline,Ending state machine pass of arcTowardsBeacon
7.690,1.160,Mainline,Beginning state machine pass 1
7.691,1.210,robot,bettermove powers are fl:fr:bl:br, 0.23, 0.49, 0.24, 0.50
7.735,43.965,Mainline,Ending state machine pass of arcTowardsBeacon
7.736,1.023,Mainline,Beginning state machine pass 1
7.737,0.810,robot,bettermove powers are fl:fr:bl:br, 0.23, 0.46, 0.23, 0.50
7.769,31.912,Mainline,Ending state machine pass of arcTowardsBeacon
7.770,1.026,Mainline,Beginning state machine pass 1
7.770,0.575,robot,bettermove powers are fl:fr:bl:br, 0.23, 0.44, 0.23, 0.50
7.804,33.063,Mainline,Ending state machine pass of arcTowardsBeacon
7.804,0.860,Mainline,Beginning state machine pass 1
7.805,0.769,robot,bettermove powers are fl:fr:bl:br, 0.23, 0.42, 0.23, 0.50
7.826,20.877,Mainline,Ending state machine pass of arcTowardsBeacon
7.827,0.828,Mainline,Beginning state machine pass 1
7.828,0.703,robot,bettermove powers are fl:fr:bl:br, 0.23, 0.41, 0.24, 0.50
7.865,37.567,Mainline,Ending state machine pass of arcTowardsBeacon
7.866,0.822,Mainline,Beginning state machine pass 1
7.867,0.655,robot,bettermove powers are fl:fr:bl:br, 0.24, 0.39, 0.24, 0.50
7.909,42.016,Mainline,Ending state machine pass of arcTowardsBeacon
7.910,1.491,Mainline,Beginning state machine pass 1
7.911,0.693,robot,bettermove powers are fl:fr:bl:br, 0.23, 0.36, 0.24, 0.50
7.965,54.064,Mainline,Ending state machine pass of arcTowardsBeacon
7.967,1.669,Mainline,Beginning state machine pass 1
7.968,1.202,robot,bettermove powers are fl:fr:bl:br, 0.23, 0.32, 0.24, 0.50
7.997,29.445,Mainline,Ending state machine pass of arcTowardsBeacon
7.998,0.990,Mainline,Beginning state machine pass 1
7.999,1.114,robot,bettermove powers are fl:fr:bl:br, 0.23, 0.30, 0.24, 0.50
8.029,29.308,Mainline,Ending state machine pass of arcTowardsBeacon
8.056,27.417,Mainline,Beginning state machine pass 1
8.057,1.288,robot,bettermove powers are fl:fr:bl:br, 0.23, 0.27, 0.24, 0.50
8.082,25.097,Mainline,Ending state machine pass of arcTowardsBeacon
8.083,0.906,Mainline,Beginning state machine pass 1
8.084,0.546,robot,bettermove powers are fl:fr:bl:br, 0.23, 0.22, 0.23, 0.50
8.114,29.925,Mainline,Ending state machine pass of arcTowardsBeacon
8.114,0.719,Mainline,Beginning state machine pass 1
8.115,0.664,robot,bettermove powers are fl:fr:bl:br, 0.23, 0.19, 0.24, 0.50
8.143,28.118,Mainline,Ending state machine pass of arcTowardsBeacon
8.144,1.037,Mainline,Beginning state machine pass 1
8.145,1.010,robot,bettermove powers are fl:fr:bl:br, 0.22, 0.14, 0.23, 0.50
8.202,57.054,Mainline,Ending state machine pass of arcTowardsBeacon
8.203,0.982,Mainline,Beginning state machine pass 1
8.205,1.792,robot,bettermove powers are fl:fr:bl:br, 0.23, 0.00, 0.24, 0.50
8.260,54.815,Mainline,Ending state machine pass of arcTowardsBeacon
8.261,0.894,Mainline,Beginning state machine pass 1
8.262,1.054,robot,bettermove powers are fl:fr:bl:br, 0.23, 0.00, 0.25, 0.50
8.294,31.965,Mainline,Ending state machine pass of arcTowardsBeacon
8.295,0.966,Mainline,Beginning state machine pass 1
8.296,1.082,robot,bettermove powers are fl:fr:bl:br, 0.23, 0.00, 0.24, 0.50
8.326,30.368,Mainline,Ending state machine pass of arcTowardsBeacon
8.327,1.134,Mainline,Beginning state machine pass 1
8.330,2.497,robot,bettermove powers are fl:fr:bl:br, 0.00, 0.00, 0.26, 0.50
8.366,36.338,Mainline,Ending state machine pass of arcTowardsBeacon
8.377,10.285,Mainline,Beginning state machine pass 1
8.378,1.064,robot,bettermove powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.50
8.412,34.827,Mainline,Ending state machine pass of arcTowardsBeacon
8.414,1.117,Mainline,Beginning state machine pass 1
8.414,0.705,robot,bettermove powers are fl:fr:bl:br, 0.00, -0.50, 0.00, 0.00
8.444,30.201,Mainline,Ending state machine pass of arcTowardsBeacon
8.446,1.111,Mainline,Beginning state machine pass 1
8.446,0.767,robot,bettermove powers are fl:fr:bl:br, 0.00, -0.50, 0.00, 0.00
8.448,1.626,Mainline,Ending state machine pass of arcTowardsBeacon
8.449,1.061,Mainline,Beginning state machine pass 1
8.450,1.240,robot,bettermove powers are fl:fr:bl:br, 0.00, -0.50, 0.00, 0.00
