sec,d ms,r.init,r.init was invoked (a)
4.103,0.689,robot,bettermove powers are fl:fr:bl:br, 0.47, 0.99, 0.47, 1.00
4.112,9.314,Mainline,Ending state machine pass of arcTowardsBeacon
4.113,1.045,Mainline,Beginning state machine pass 1
4.114,0.866,robot,bettermove powers are fl:fr:bl:br, 0.47, 0.99, 0.47, 1.00
4.117,2.790,Mainline,Ending state machine pass of arcTowardsBeacon
4.118,0.781,Mainline,Beginning state machine pass 1
4.118,0.756,robot,bettermove powers are fl:fr:bl:br, 0.47, 0.99, 0.47, 1.00
4.120,1.550,Mainline,Ending state machine pass of arcTowardsBeacon
4.121,1.402,Mainline,Beginning state machine pass 1
4.123,1.788,robot,bettermove powers are fl:fr:bl:br, 0.47, 0.99, 0.47, 1.00
4.136,13.306,Mainline,Ending state machine pass of arcTowardsBeacon
4.137,1.065,Mainline,Beginning state machine pass 1
4.138,0.919,robot,bettermove powers are fl:fr:bl:br, 0.47, 0.99, 0.47, 1.00
4.140,2.060,Mainline,Ending state machine pass of arcTowardsBeacon
4.142,1.229,Mainline,Beginning state machine pass 1
4.142,0.541,robot,bettermove powers are fl:fr:bl:br, 0.47, 0.99, 0.47, 1.00
4.144,1.564,Mainline,Ending state machine pass of arcTowardsBeacon
4.146,2.165,Mainline,Beginning state machine pass 1
4.147,0.859,robot,bettermove powers are fl:fr:bl:br, 0.47, 0.99, 0.46, 1.00
4.183,36.435,Mainline,Ending state machine pass of arcTowardsBeacon
4.184,1.135,Mainline,Beginning state machine pass 1
4.186,1.334,robot,bettermove powers are fl:fr:bl:br, 0.46, 0.98, 0.46, 1.00
4.230,44.181,Mainline,Ending state machine pass of arcTowardsBeacon
4.231,0.997,Mainline,Beginning state machine pass 1
4.232,1.584,robot,bettermove powers are fl:fr:bl:br, 0.46, 0.99, 0.46, 1.00
4.261,28.480,Mainline,Ending state machine pass of arcTowardsBeacon
4.262,1.258,Mainline,Beginning state machine pass 1
4.263,1.066,robot,bettermove powers are fl:fr:bl:br, 0.45, 0.98, 0.45, 1.00
4.324,60.312,Mainline,Ending state machine pass of arcTowardsBeacon
4.324,0.949,Mainline,Beginning state machine pass 1
4.325,0.997,robot,bettermove powers are fl:fr:bl:br, 0.44, 0.98, 0.44, 1.00
4.365,39.984,Mainline,Ending state machine pass of arcTowardsBeacon
4.366,0.770,Mainline,Beginning state machine pass 1
4.368,1.292,robot,bettermove powers are fl:fr:bl:br, 0.43, 0.98, 0.43, 1.00
4.402,34.129,Mainline,Ending state machine pass of arcTowardsBeacon
4.403,1.005,Mainline,Beginning state machine pass 1
4.404,1.714,robot,bettermove powers are fl:fr:bl:br, 0.43, 0.98, 0.43, 1.00
4.410,5.579,Mainline,Ending state machine pass of arcTowardsBeacon
4.411,0.861,Mainline,Beginning state machine pass 1
4.412,0.748,robot,bettermove powers are fl:fr:bl:br, 0.43, 0.98, 0.42, 1.00
4.449,37.386,Mainline,Ending state machine pass of arcTowardsBeacon
4.450,0.713,Mainline,Beginning state machine pass 1
4.450,0.753,robot,bettermove powers are fl:fr:bl:br, 0.42, 0.98, 0.42, 1.00
4.482,31.406,Mainline,Ending state machine pass of arcTowardsBeacon
4.485,2.766,Mainline,Beginning state machine pass 1
4.486,1.139,robot,bettermove powers are fl:fr:bl:br, 0.42, 0.98, 0.41, 1.00
4.509,23.772,Mainline,Ending state machine pass of arcTowardsBeacon
4.511,1.826,Mainline,Beginning state machine pass 1
4.515,3.753,robot,bettermove powers are fl:fr:bl:br, 0.41, 0.98, 0.40, 1.00
4.557,41.526,Mainline,Ending state machine pass of arcTowardsBeacon
4.558,1.540,Mainline,Beginning state machine pass 1
4.560,2.186,robot,bettermove powers are fl:fr:bl:br, 0.40, 0.98, 0.39, 1.00
4.644,83.321,Mainline,Ending state machine pass of arcTowardsBeacon
4.648,3.931,Mainline,Beginning state machine pass 1
4.649,1.250,robot,bettermove powers are fl:fr:bl:br, 0.38, 0.98, 0.37, 0.99
4.704,54.710,Mainline,Ending state machine pass of arcTowardsBeacon
4.705,1.013,Mainline,Beginning state machine pass 1
4.706,1.692,robot,bettermove powers are fl:fr:bl:br, 0.35, 0.94, 0.34, 0.95
4.768,61.671,Mainline,Ending state machine pass of arcTowardsBeacon
4.769,0.851,Mainline,Beginning state machine pass 1
4.770,0.863,robot,bettermove powers are fl:fr:bl:br, 0.32, 0.90, 0.31, 0.91
4.824,54.303,Mainline,Ending state machine pass of arcTowardsBeacon
4.825,0.987,Mainline,Beginning state machine pass 1
4.826,0.710,robot,bettermove powers are fl:fr:bl:br, 0.29, 0.86, 0.29, 0.87
4.896,70.641,Mainline,Ending state machine pass of arcTowardsBeacon
4.898,1.670,Mainline,Beginning state machine pass 1
4.899,1.037,robot,bettermove powers are fl:fr:bl:br, 0.26, 0.82, 0.26, 0.82
4.965,66.178,Mainline,Ending state machine pass of arcTowardsBeacon
4.966,1.047,Mainline,Beginning state machine pass 1
4.968,1.392,robot,bettermove powers are fl:fr:bl:br, 0.24, 0.77, 0.23, 0.77
5.050,82.131,Mainline,Ending state machine pass of arcTowardsBeacon
5.050,0.647,Mainline,Beginning state machine pass 1
5.051,0.780,robot,bettermove powers are fl:fr:bl:br, 0.21, 0.71, 0.22, 0.71
5.109,57.522,Mainline,Ending state machine pass of arcTowardsBeacon
5.110,1.008,Mainline,Beginning state machine pass 1
5.110,0.620,robot,bettermove powers are fl:fr:bl:br, 0.20, 0.67, 0.20, 0.66
5.196,85.908,Mainline,Ending state machine pass of arcTowardsBeacon
5.197,1.075,Mainline,Beginning state machine pass 1
5.198,1.197,robot,bettermove powers are fl:fr:bl:br, 0.18, 0.61, 0.19, 0.60
5.290,91.397,Mainline,Ending state machine pass of arcTowardsBeacon
5.291,0.834,Mainline,Beginning state machine pass 1
5.291,0.699,robot,bettermove powers are fl:fr:bl:br, 0.16, 0.55, 0.18, 0.53
5.345,53.205,Mainline,Ending state machine pass of arcTowardsBeacon
5.347,1.987,Mainline,Beginning state machine pass 1
5.348,1.171,robot,bettermove powers are fl:fr:bl:br, 0.16, 0.51, 0.18, 0.48
5.386,37.877,Mainline,Ending state machine pass of arcTowardsBeacon
5.387,1.284,Mainline,Beginning state machine pass 1
5.390,2.566,robot,bettermove powers are fl:fr:bl:br, 0.16, 0.50, 0.18, 0.46
5.441,51.415,Mainline,Ending state machine pass of arcTowardsBeacon
5.442,0.964,Mainline,Beginning state machine pass 1
5.443,0.827,robot,bettermove powers are fl:fr:bl:br, 0.16, 0.50, 0.19, 0.46
5.496,52.986,Mainline,Ending state machine pass of arcTowardsBeacon
5.497,0.846,Mainline,Beginning state machine pass 1
5.498,1.425,robot,bettermove powers are fl:fr:bl:br, 0.17, 0.50, 0.19, 0.45
5.538,40.252,Mainline,Ending state machine pass of arcTowardsBeacon
5.539,1.061,Mainline,Beginning state machine pass 1
5.541,1.611,robot,bettermove powers are fl:fr:bl:br, 0.17, 0.50, 0.20, 0.45
5.575,34.063,Mainline,Ending state machine pass of arcTowardsBeacon
5.576,0.792,Mainline,Beginning state machine pass 1
5.576,0.592,robot,bettermove powers are fl:fr:bl:br, 0.17, 0.50, 0.21, 0.44
5.623,46.884,Mainline,Ending state machine pass of arcTowardsBeacon
5.624,0.824,Mainline,Beginning state machine pass 1
5.625,0.782,robot,bettermove powers are fl:fr:bl:br, 0.18, 0.50, 0.22, 0.44
5.653,28.579,Mainline,Ending state machine pass of arcTowardsBeacon
5.654,0.902,Mainline,Beginning state machine pass 1
5.655,0.786,robot,bettermove powers are fl:fr:bl:br, 0.18, 0.50, 0.22, 0.43
5.675,20.179,Mainline,Ending state machine pass of arcTowardsBeacon
5.677,1.434,Mainline,Beginning state machine pass 1
5.677,0.663,robot,bettermove powers are fl:fr:bl:br, 0.18, 0.50, 0.22, 0.43
5.680,2.597,Mainline,Ending state machine pass of arcTowardsBeacon
5.681,0.972,Mainline,Beginning state machine pass 1
5.681,0.542,robot,bettermove powers are fl:fr:bl:br, 0.18, 0.50, 0.22, 0.42
5.721,39.342,Mainline,Ending state machine pass of arcTowardsBeacon
5.722,0.971,Mainline,Beginning state machine pass 1
5.723,0.837,robot,bettermove powers are fl:fr:bl:br, 0.19, 0.50, 0.23, 0.42
5.757,33.878,Mainline,Ending state machine pass of arcTowardsBeacon
5.757,0.753,Mainline,Beginning state machine pass 1
5.758,1.177,robot,bettermove powers are fl:fr:bl:br, 0.20, 0.50, 0.24, 0.42
5.784,25.671,Mainline,Ending state machine pass of arcTowardsBeacon
5.785,0.897,Mainline,Beginning state machine pass 1
5.786,0.650,robot,bettermove powers are fl:fr:bl:br, 0.20, 0.50, 0.25, 0.41
5.825,39.243,Mainline,Ending state machine pass of arcTowardsBeacon
5.826,0.964,Mainline,Beginning state machine pass 1
5.827,0.724,robot,bettermove powers are fl:fr:bl:br, 0.21, 0.50, 0.27, 0.40
5.877,50.671,Mainline,Ending state machine pass of arcTowardsBeacon
5.878,0.716,Mainline,Beginning state machine pass 1
5.879,1.011,robot,bettermove powers are fl:fr:bl:br, 0.23, 0.50, 0.28, 0.38
5.955,76.092,Mainline,Ending state machine pass of arcTowardsBeacon
5.956,1.289,Mainline,Beginning state machine pass 1
5.957,1.077,robot,bettermove powers are fl:fr:bl:br, 0.26, 0.50, 0.33, 0.34
6.000,42.654,Mainline,Ending state machine pass of arcTowardsBeacon
6.002,2.049,Mainline,Beginning state machine pass 1
6.004,1.808,robot,bettermove powers are fl:fr:bl:br, 0.28, 0.50, 0.34, 0.27
6.056,52.185,Mainline,Ending state machine pass of arcTowardsBeacon
6.057,1.043,Mainline,Beginning state machine pass 1
6.058,1.003,robot,bettermove powers are fl:fr:bl:br, 0.33, 0.50, 0.42, 0.00
6.105,46.928,Mainline,Ending state machine pass of arcTowardsBeacon
6.106,0.800,Mainline,Beginning state machine pass 1
6.107,0.658,robot,bettermove powers are fl:fr:bl:br, 0.39, 0.41, 0.50, 0.00
6.156,49.394,Mainline,Ending state machine pass of arcTowardsBeacon
6.157,0.824,Mainline,Beginning state machine pass 1
6.158,0.829,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
6.162,4.815,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
6.206,43.656,robot,enableEncodersToPosition was called
6.207,0.810,robot,setMotorPower was called - power: 1.00
6.246,38.961,pm.automaticSquareUp without telemetry,called
6.342,96.463,robot,getCurrentAngle was invoked, returning 45
6.343,0.770,robot,getCurrentAngle was invoked, returning 45
6.432,88.864,pm.move,called with right:0.00 and spin:6.56
6.433,1.293,robot,setMotorTargets was called - f:r:s: 0 : 0 : 72
6.435,1.250,pm.waitforMotors,called with right:0.00 and spin:6.56 and forward:0.00
6.494,59.096,robot,isMotorBusy was called, returning true
6.509,15.345,robot,isMotorBusy was called, returning true
6.511,1.994,robot,isMotorBusy was called, returning true
6.512,0.791,robot,isMotorBusy was called, returning true
6.513,1.002,robot,isMotorBusy was called, returning true
6.513,0.731,robot,isMotorBusy was called, returning true
6.515,1.254,robot,isMotorBusy was called, returning true
6.516,1.231,robot,isMotorBusy was called, returning true
6.518,1.763,robot,isMotorBusy was called, returning true
6.520,2.387,robot,isMotorBusy was called, returning true
6.522,2.132,robot,isMotorBusy was called, returning true
6.524,1.609,robot,isMotorBusy was called, returning true
6.526,2.076,robot,isMotorBusy was called, returning true
6.527,1.343,robot,isMotorBusy was called, returning true
6.529,1.836,robot,isMotorBusy was called, returning true
6.530,1.272,robot,isMotorBusy was called, returning true
6.531,1.076,robot,isMotorBusy was called, returning true
6.533,1.886,robot,isMotorBusy was called, returning true
6.535,1.986,robot,isMotorBusy was called, returning true
6.537,1.259,robot,isMotorBusy was called, returning true
6.538,1.400,robot,isMotorBusy was called, returning true
6.540,2.245,robot,isMotorBusy was called, returning true
6.542,1.919,robot,isMotorBusy was called, returning true
6.544,2.153,robot,isMotorBusy was called, returning true
6.546,1.534,robot,isMotorBusy was called, returning true
6.548,1.824,robot,isMotorBusy was called, returning true
6.551,2.934,robot,isMotorBusy was called, returning true
6.551,0.742,robot,isMotorBusy was called, returning true
6.554,2.579,robot,isMotorBusy was called, returning true
6.556,2.146,robot,isMotorBusy was called, returning true
6.557,1.340,robot,isMotorBusy was called, returning true
6.560,2.190,robot,isMotorBusy was called, returning true
6.561,1.290,robot,isMotorBusy was called, returning true
6.562,0.739,robot,isMotorBusy was called, returning true
6.563,1.602,robot,isMotorBusy was called, returning true
6.566,2.564,robot,isMotorBusy was called, returning true
6.567,0.966,robot,isMotorBusy was called, returning true
6.567,0.592,robot,isMotorBusy was called, returning true
6.568,0.721,robot,isMotorBusy was called, returning true
6.569,0.637,robot,isMotorBusy was called, returning true
6.570,1.796,robot,isMotorBusy was called, returning true
6.572,1.724,robot,isMotorBusy was called, returning true
6.573,0.923,robot,isMotorBusy was called, returning true
6.574,1.053,robot,isMotorBusy was called, returning true
6.575,1.048,robot,isMotorBusy was called, returning true
6.576,1.052,robot,isMotorBusy was called, returning true
6.577,0.946,robot,isMotorBusy was called, returning true
6.578,0.864,robot,isMotorBusy was called, returning true
6.579,1.038,robot,isMotorBusy was called, returning true
6.580,0.664,robot,isMotorBusy was called, returning true
6.581,1.162,robot,isMotorBusy was called, returning true
6.582,0.958,robot,isMotorBusy was called, returning true
6.583,1.326,robot,isMotorBusy was called, returning true
6.585,1.555,robot,isMotorBusy was called, returning true
6.586,1.004,robot,isMotorBusy was called, returning true
6.587,1.145,robot,isMotorBusy was called, returning true
6.588,0.857,robot,isMotorBusy was called, returning true
6.589,1.207,robot,isMotorBusy was called, returning true
6.590,0.676,robot,isMotorBusy was called, returning true
6.591,1.600,robot,isMotorBusy was called, returning true
6.592,0.833,robot,isMotorBusy was called, returning true
6.593,1.064,robot,isMotorBusy was called, returning true
6.595,1.555,robot,isMotorBusy was called, returning true
6.595,0.722,robot,isMotorBusy was called, returning true
6.597,1.524,robot,isMotorBusy was called, returning true
6.599,2.279,robot,isMotorBusy was called, returning true
6.602,3.105,robot,isMotorBusy was called, returning true
6.605,2.795,robot,isMotorBusy was called, returning true
6.607,2.004,robot,isMotorBusy was called, returning true
6.610,3.288,robot,isMotorBusy was called, returning true
6.611,0.734,robot,isMotorBusy was called, returning true
6.613,2.126,robot,isMotorBusy was called, returning true
6.616,2.644,robot,isMotorBusy was called, returning true
6.618,1.955,robot,isMotorBusy was called, returning true
6.619,1.582,robot,isMotorBusy was called, returning true
6.621,1.892,robot,isMotorBusy was called, returning true
6.623,1.506,robot,isMotorBusy was called, returning true
6.624,0.644,robot,isMotorBusy was called, returning true
6.626,2.343,robot,isMotorBusy was called, returning true
6.627,1.437,robot,isMotorBusy was called, returning true
6.629,1.464,robot,isMotorBusy was called, returning true
6.630,0.727,robot,isMotorBusy was called, returning true
6.630,0.846,robot,isMotorBusy was called, returning true
6.631,0.591,robot,isMotorBusy was called, returning true
6.632,1.030,robot,isMotorBusy was called, returning true
6.633,0.621,robot,isMotorBusy was called, returning true
6.634,1.657,robot,isMotorBusy was called, returning true
6.635,0.712,robot,isMotorBusy was called, returning true
6.636,0.945,robot,isMotorBusy was called, returning true
6.637,0.780,robot,isMotorBusy was called, returning true
6.638,1.223,robot,isMotorBusy was called, returning true
6.640,1.923,robot,isMotorBusy was called, returning true
6.641,0.802,robot,isMotorBusy was called, returning true
6.641,0.813,robot,isMotorBusy was called, returning true
6.642,0.796,robot,isMotorBusy was called, returning true
6.644,1.487,robot,isMotorBusy was called, returning true
6.645,1.249,robot,isMotorBusy was called, returning true
6.646,0.577,robot,isMotorBusy was called, returning true
6.648,2.007,robot,isMotorBusy was called, returning true
6.648,0.655,robot,isMotorBusy was called, returning true
6.650,1.861,robot,isMotorBusy was called, returning true
6.651,1.088,robot,isMotorBusy was called, returning true
6.653,1.840,robot,isMotorBusy was called, returning true
6.655,1.999,robot,isMotorBusy was called, returning true
6.656,0.811,robot,isMotorBusy was called, returning true
6.657,0.706,robot,isMotorBusy was called, returning true
6.658,1.460,robot,isMotorBusy was called, returning true
6.660,1.550,robot,isMotorBusy was called, returning true
6.661,1.620,robot,isMotorBusy was called, returning true
6.662,0.907,robot,isMotorBusy was called, returning true
6.663,1.297,robot,isMotorBusy was called, returning true
6.664,0.807,robot,isMotorBusy was called, returning true
6.665,0.753,robot,isMotorBusy was called, returning true
6.667,1.917,robot,isMotorBusy was called, returning true
6.668,1.049,robot,isMotorBusy was called, returning true
6.669,1.319,robot,isMotorBusy was called, returning true
6.670,0.965,robot,isMotorBusy was called, returning true
6.671,0.621,robot,isMotorBusy was called, returning true
6.672,1.568,robot,isMotorBusy was called, returning true
6.673,0.703,robot,isMotorBusy was called, returning true
6.674,1.027,robot,isMotorBusy was called, returning true
6.675,0.982,robot,isMotorBusy was called, returning true
6.676,0.757,robot,isMotorBusy was called, returning true
6.677,0.909,robot,isMotorBusy was called, returning true
6.678,1.124,robot,isMotorBusy was called, returning true
6.678,0.597,robot,isMotorBusy was called, returning true
6.679,0.675,robot,isMotorBusy was called, returning true
6.680,0.577,robot,isMotorBusy was called, returning true
6.680,0.768,robot,isMotorBusy was called, returning true
6.681,0.586,robot,isMotorBusy was called, returning true
6.682,0.749,robot,isMotorBusy was called, returning true
6.682,0.638,robot,isMotorBusy was called, returning true
6.683,0.711,robot,isMotorBusy was called, returning true
6.684,1.190,robot,isMotorBusy was called, returning true
6.686,1.308,robot,isMotorBusy was called, returning true
6.686,0.653,robot,isMotorBusy was called, returning true
6.687,0.775,robot,isMotorBusy was called, returning true
6.688,0.600,robot,isMotorBusy was called, returning true
6.688,0.712,robot,isMotorBusy was called, returning true
6.690,1.178,robot,isMotorBusy was called, returning true
6.691,1.209,robot,isMotorBusy was called, returning true
6.692,0.983,robot,isMotorBusy was called, returning true
6.693,1.176,robot,isMotorBusy was called, returning true
6.694,1.333,robot,isMotorBusy was called, returning true
6.695,0.996,robot,isMotorBusy was called, returning true
6.697,1.307,robot,isMotorBusy was called, returning true
6.697,0.619,robot,isMotorBusy was called, returning true
6.698,0.981,robot,isMotorBusy was called, returning true
6.699,1.011,robot,isMotorBusy was called, returning true
6.700,0.914,robot,isMotorBusy was called, returning true
6.701,1.082,robot,isMotorBusy was called, returning true
6.702,0.965,robot,isMotorBusy was called, returning true
6.703,1.116,robot,isMotorBusy was called, returning true
6.704,0.741,robot,isMotorBusy was called, returning true
6.705,1.096,robot,isMotorBusy was called, returning true
6.707,1.917,robot,isMotorBusy was called, returning true
6.708,1.288,robot,isMotorBusy was called, returning true
6.709,0.735,robot,isMotorBusy was called, returning true
6.710,1.112,robot,isMotorBusy was called, returning true
6.711,0.673,robot,isMotorBusy was called, returning true
6.712,0.854,robot,isMotorBusy was called, returning true
6.713,0.866,robot,isMotorBusy was called, returning true
6.714,1.224,robot,isMotorBusy was called, returning true
6.715,1.138,robot,isMotorBusy was called, returning true
6.716,0.823,robot,isMotorBusy was called, returning true
6.716,0.617,robot,isMotorBusy was called, returning true
6.717,0.770,robot,isMotorBusy was called, returning true
6.718,0.549,robot,isMotorBusy was called, returning true
6.719,1.253,robot,isMotorBusy was called, returning true
6.720,0.704,robot,isMotorBusy was called, returning true
6.721,1.147,robot,isMotorBusy was called, returning true
6.722,0.936,robot,isMotorBusy was called, returning true
6.722,0.631,robot,isMotorBusy was called, returning true
6.723,0.844,robot,isMotorBusy was called, returning true
6.724,1.244,robot,isMotorBusy was called, returning true
6.725,0.692,robot,isMotorBusy was called, returning true
6.726,0.834,robot,isMotorBusy was called, returning true
6.727,0.628,robot,isMotorBusy was called, returning true
6.727,0.883,robot,isMotorBusy was called, returning true
6.729,1.181,robot,isMotorBusy was called, returning true
6.730,0.916,robot,isMotorBusy was called, returning true
6.731,1.268,robot,isMotorBusy was called, returning true
6.731,0.569,robot,isMotorBusy was called, returning true
6.733,1.126,robot,isMotorBusy was called, returning true
6.733,0.652,robot,isMotorBusy was called, returning true
6.734,1.055,robot,isMotorBusy was called, returning true
6.736,2.102,robot,isMotorBusy was called, returning true
6.737,0.711,robot,isMotorBusy was called, returning true
6.738,0.824,robot,isMotorBusy was called, returning true
6.738,0.541,robot,isMotorBusy was called, returning true
6.740,1.147,robot,isMotorBusy was called, returning true
6.741,1.042,robot,isMotorBusy was called, returning true
6.741,0.786,robot,isMotorBusy was called, returning true
6.742,0.680,robot,isMotorBusy was called, returning true
6.743,0.586,robot,isMotorBusy was called, returning true
6.744,1.614,robot,isMotorBusy was called, returning true
6.746,1.743,robot,isMotorBusy was called, returning true
6.747,0.675,robot,isMotorBusy was called, returning true
6.747,0.627,robot,isMotorBusy was called, returning true
6.748,0.717,robot,isMotorBusy was called, returning true
6.749,0.594,robot,isMotorBusy was called, returning true
6.749,0.567,robot,isMotorBusy was called, returning true
6.750,0.546,robot,isMotorBusy was called, returning true
6.751,1.630,robot,isMotorBusy was called, returning true
6.752,1.112,robot,isMotorBusy was called, returning true
6.753,0.660,robot,isMotorBusy was called, returning true
6.754,0.605,robot,isMotorBusy was called, returning true
6.754,0.692,robot,isMotorBusy was called, returning true
6.755,1.059,robot,isMotorBusy was called, returning true
6.757,1.916,robot,isMotorBusy was called, returning true
6.759,1.417,robot,isMotorBusy was called, returning true
6.759,0.595,robot,isMotorBusy was called, returning true
6.761,1.312,robot,isMotorBusy was called, returning true
6.762,0.992,robot,isMotorBusy was called, returning true
6.762,0.637,robot,isMotorBusy was called, returning true
6.763,0.625,robot,isMotorBusy was called, returning true
6.764,0.572,robot,isMotorBusy was called, returning true
6.764,0.698,robot,isMotorBusy was called, returning true
6.765,1.028,robot,isMotorBusy was called, returning true
6.766,0.794,robot,isMotorBusy was called, returning true
6.769,2.879,robot,isMotorBusy was called, returning true
6.770,0.697,robot,isMotorBusy was called, returning true
6.771,1.290,robot,isMotorBusy was called, returning true
6.772,1.309,robot,isMotorBusy was called, returning true
6.774,1.327,robot,isMotorBusy was called, returning true
6.776,2.065,robot,isMotorBusy was called, returning true
6.777,1.258,robot,isMotorBusy was called, returning true
6.778,1.010,robot,isMotorBusy was called, returning true
6.779,0.681,robot,isMotorBusy was called, returning true
6.780,0.969,robot,isMotorBusy was called, returning true
6.780,0.849,robot,isMotorBusy was called, returning true
6.781,0.618,robot,isMotorBusy was called, returning true
6.782,1.030,robot,isMotorBusy was called, returning true
6.783,1.102,robot,isMotorBusy was called, returning true
6.785,1.775,robot,isMotorBusy was called, returning true
6.787,1.792,robot,isMotorBusy was called, returning true
6.789,2.000,robot,isMotorBusy was called, returning true
6.789,0.749,robot,isMotorBusy was called, returning true
6.790,0.601,robot,isMotorBusy was called, returning true
6.792,1.528,robot,isMotorBusy was called, returning true
6.793,0.910,robot,isMotorBusy was called, returning true
6.794,1.427,robot,isMotorBusy was called, returning true
6.796,1.653,robot,isMotorBusy was called, returning true
6.797,0.928,robot,isMotorBusy was called, returning true
6.797,0.739,robot,isMotorBusy was called, returning true
6.798,0.933,robot,isMotorBusy was called, returning true
6.800,1.742,robot,isMotorBusy was called, returning true
6.801,1.259,robot,isMotorBusy was called, returning true
6.803,1.593,robot,isMotorBusy was called, returning true
6.805,2.282,robot,isMotorBusy was called, returning true
6.806,0.938,robot,isMotorBusy was called, returning true
6.807,0.799,robot,isMotorBusy was called, returning true
6.809,1.750,robot,isMotorBusy was called, returning true
6.810,1.788,robot,isMotorBusy was called, returning true
6.812,1.262,robot,isMotorBusy was called, returning true
6.812,0.643,robot,isMotorBusy was called, returning true
6.813,0.832,robot,isMotorBusy was called, returning true
6.815,1.940,robot,isMotorBusy was called, returning true
6.816,1.373,robot,isMotorBusy was called, returning true
6.817,1.045,robot,isMotorBusy was called, returning true
6.820,2.752,robot,isMotorBusy was called, returning true
6.821,0.770,robot,isMotorBusy was called, returning true
6.822,1.529,robot,isMotorBusy was called, returning true
